2#app#app11#app1169/I  -0.021 1.709  -0.021 1.639  -0.021 1.569  -0.021 1.499  -0.021 1.428  -0.021 1.358  -0.021 1.288  -0.021 1.218  -0.021 1.148  -0.021 1.078  -0.021 1.008  -0.021 0.938  -0.021 0.868  -0.021 0.797  -0.021 0.727  -0.021 0.657  -0.021 0.587  -0.021 0.517  -0.021 0.447  -0.021 0.377  -0.021 0.307  -0.021 0.237  -0.021 0.166  -0.021 0.096  -0.021 0.026  -0.021 -0.044  -0.021 -0.114  -0.021 -0.184  -0.021 -0.254  -0.021 -0.324  -0.021 -0.394  -0.021 -0.465  -0.021 -0.535  -0.021 -0.605  -0.021 -0.675  -0.021 -0.745  -0.021 -0.815  -0.021 -0.885  -0.021 -0.955  -0.021 -1.026  -0.021 -1.096  -0.021 -1.166  0.019 -1.219  0.068 -1.269  0.118 -1.318  0.139 -1.380  0.139 -1.450  0.139 -1.520  0.139 -1.590  0.139 -1.660
1b#app#app32#app3209/I  0.263 1.204  0.260 1.201  0.157 1.027  0.104 0.833  0.051 0.638  0.051 0.422  0.051 0.205  0.051 -0.011  0.089 -0.212  0.157 -0.400  0.245 -0.580  0.090 -0.678  -0.106 -0.768  -0.303 -0.859  -0.499 -0.950  -0.696 -1.041  -0.892 -1.131  -1.088 -1.222  -1.033 -1.128  -0.873 -0.992  -0.688 -0.915  -0.495 -0.818  -0.290 -0.769  -0.089 -0.704  0.127 -0.704  0.344 -0.704  0.560 -0.704  0.777 -0.704  0.966 -0.770  0.880 -0.710  0.711 -0.575  0.542 -0.440  0.373 -0.304  0.204 -0.169  0.036 -0.034  -0.133 0.101  -0.302 0.236  -0.471 0.371  -0.656 0.462  -0.691 0.644  -0.634 0.837  -0.481 0.990  -0.277 1.040  -0.083 1.137  0.117 1.204  0.290 1.310  0.506 1.310  0.722 1.310  0.939 1.310  1.111 1.204
2#apa#apa09#app0969/I  0.000 0.991  0.000 1.067  0.000 1.142  0.000 1.218  0.000 1.293  0.000 1.369  0.000 1.444  0.000 1.388  0.000 1.312  0.000 1.237  0.000 1.161  0.000 1.086  0.000 1.010  0.000 0.935  0.000 0.859  0.000 0.784  0.000 0.708  0.000 0.632  0.000 0.557  0.000 0.481  0.000 0.406  0.000 0.330  0.000 0.255  0.000 0.179  0.000 0.104  0.000 0.028  0.000 -0.047  0.000 -0.123  0.000 -0.198  0.000 -0.274  0.000 -0.349  0.000 -0.425  0.000 -0.500  0.000 -0.576  0.000 -0.651  0.000 -0.727  0.000 -0.802  0.000 -0.878  0.000 -0.953  0.000 -1.029  0.000 -1.105  0.000 -1.180  0.000 -1.256  0.000 -1.331  0.000 -1.407  0.000 -1.482  0.000 -1.558  0.000 -1.633  0.000 -1.709  0.000 -1.784
2#apa#apa09#app0969/I  0.444 1.639  0.422 1.573  0.400 1.507  0.378 1.441  0.356 1.375  0.334 1.308  0.312 1.242  0.290 1.176  0.268 1.110  0.246 1.044  0.224 0.978  0.202 0.911  0.179 0.845  0.157 0.779  0.135 0.713  0.119 0.646  0.119 0.576  0.119 0.506  0.119 0.436  0.119 0.367  0.109 0.298  0.092 0.231  0.075 0.163  0.058 0.095  0.041 0.028  0.024 -0.040  0.007 -0.108  -0.010 -0.175  -0.026 -0.243  -0.043 -0.311  -0.060 -0.378  -0.077 -0.446  -0.094 -0.514  -0.111 -0.581  -0.128 -0.649  -0.145 -0.717  -0.162 -0.784  -0.179 -0.852  -0.196 -0.920  -0.218 -0.985  -0.250 -1.048  -0.281 -1.110  -0.312 -1.172  -0.343 -1.235  -0.374 -1.297  -0.406 -1.360  -0.437 -1.422  -0.468 -1.484  -0.499 -1.547  -0.530 -1.609
2#apa#apa09#app0969/I  0.650 1.525  0.600 1.474  0.549 1.424  0.499 1.374  0.449 1.323  0.399 1.273  0.348 1.223  0.298 1.172  0.248 1.122  0.216 1.059  0.184 0.995  0.152 0.931  0.120 0.868  0.088 0.804  0.056 0.740  0.025 0.677  -0.007 0.613  -0.039 0.549  -0.071 0.486  -0.103 0.422  -0.135 0.358  -0.156 0.292  -0.156 0.221  -0.156 0.150  -0.156 0.079  -0.156 0.008  -0.156 -0.063  -0.156 -0.135  -0.156 -0.206  -0.156 -0.277  -0.156 -0.348  -0.156 -0.419  -0.156 -0.490  -0.156 -0.562  -0.156 -0.633  -0.156 -0.704  -0.156 -0.775  -0.156 -0.846  -0.156 -0.917  -0.156 -0.989  -0.156 -1.060  -0.156 -1.131  -0.156 -1.202  -0.156 -1.273  -0.156 -1.344  -0.156 -1.415  -0.156 -1.487  -0.156 -1.558  -0.156 -1.629  -0.156 -1.700
3#app#app18#app1838/I  -0.527 0.928  -0.328 1.015  -0.328 0.952  -0.328 0.666  -0.223 0.424  -0.130 0.177  -0.130 -0.109  -0.130 -0.395  -0.130 -0.681  -0.055 -0.937  0.069 -1.171  -0.004 -1.078  -0.110 -0.812  -0.216 -0.546  -0.322 -0.281  -0.429 -0.015  -0.535 0.250  -0.641 0.516  -0.783 0.729  -0.925 0.873  -0.694 0.928  -0.408 0.928  -0.122 0.928  0.136 0.995  0.368 1.127  0.654 1.127  0.865 1.201  1.027 1.326  1.032 1.088  0.849 0.869  0.666 0.649  0.483 0.429  0.299 0.209  0.116 -0.010  -0.067 -0.230  -0.250 -0.450  -0.433 -0.670  -0.616 -0.889  -0.799 -1.109  -0.836 -1.260  -0.726 -1.084  -0.463 -1.061  -0.221 -0.954  0.027 -0.862  0.300 -0.831  0.517 -0.664  0.803 -0.664  1.064 -0.639  1.176 -0.465  1.462 -0.465
2#aga#drdvlllb/I  -0.108 1.652  -0.065 1.619  -0.055 1.552  -0.031 1.489  -0.001 1.427  0.008 1.358  0.015 1.289  0.015 1.219  0.015 1.150  0.015 1.080  0.015 1.010  0.015 0.941  0.015 0.871  0.015 0.801  0.015 0.732  0.015 0.662  0.015 0.593  0.015 0.523  0.015 0.453  0.015 0.384  0.015 0.314  0.015 0.244  0.015 0.175  0.015 0.105  0.015 0.036  0.015 -0.034  0.015 -0.104  0.015 -0.173  0.015 -0.243  0.015 -0.312  0.015 -0.382  0.015 -0.452  0.015 -0.521  0.015 -0.591  0.015 -0.661  0.015 -0.730  0.015 -0.800  0.008 -0.869  -0.000 -0.938  -0.008 -1.007  -0.017 -1.076  -0.020 -1.146  -0.020 -1.215  -0.020 -1.285  -0.020 -1.355  -0.020 -1.424  -0.020 -1.494  -0.020 -1.564  -0.020 -1.633  -0.020 -1.668
2#aga#drdvlllb/I  0.269 1.658  0.248 1.597  0.274 1.532  0.290 1.465  0.290 1.395  0.290 1.325  0.290 1.255  0.290 1.185  0.290 1.115  0.277 1.047  0.260 0.979  0.243 0.911  0.226 0.843  0.212 0.774  0.199 0.706  0.185 0.637  0.171 0.569  0.156 0.500  0.139 0.433  0.122 0.365  0.105 0.297  0.088 0.229  0.070 0.161  0.053 0.094  0.035 0.026  0.017 -0.042  -0.001 -0.109  -0.019 -0.177  -0.040 -0.244  -0.062 -0.310  -0.085 -0.376  -0.107 -0.443  -0.129 -0.509  -0.149 -0.576  -0.166 -0.644  -0.182 -0.712  -0.199 -0.780  -0.215 -0.848  -0.231 -0.916  -0.248 -0.984  -0.264 -1.052  -0.281 -1.120  -0.297 -1.188  -0.312 -1.256  -0.327 -1.325  -0.332 -1.394  -0.332 -1.464  -0.367 -1.523  -0.391 -1.574  -0.352 -1.532
2#aga#drdvlllb/I  0.659 1.541  0.619 1.509  0.605 1.441  0.582 1.376  0.557 1.311  0.535 1.245  0.508 1.181  0.477 1.119  0.446 1.056  0.417 0.993  0.389 0.929  0.360 0.866  0.332 0.802  0.303 0.739  0.274 0.675  0.243 0.613  0.212 0.551  0.180 0.489  0.150 0.426  0.121 0.363  0.092 0.299  0.063 0.236  0.039 0.171  0.017 0.105  -0.005 0.039  -0.029 -0.026  -0.058 -0.090  -0.087 -0.153  -0.117 -0.216  -0.143 -0.280  -0.165 -0.346  -0.187 -0.412  -0.209 -0.478  -0.231 -0.544  -0.253 -0.611  -0.275 -0.677  -0.297 -0.743  -0.320 -0.809  -0.344 -0.874  -0.369 -0.939  -0.394 -1.004  -0.419 -1.069  -0.446 -1.133  -0.474 -1.196  -0.502 -1.260  -0.530 -1.324  -0.558 -1.388  -0.584 -1.453  -0.590 -1.521  -0.590 -1.526
2#aga#drdvlllb/I  0.526 1.559  0.541 1.534  0.547 1.465  0.520 1.401  0.489 1.339  0.472 1.271  0.459 1.203  0.445 1.135  0.419 1.070  0.391 1.006  0.362 0.943  0.333 0.879  0.307 0.814  0.281 0.749  0.255 0.685  0.229 0.620  0.206 0.554  0.188 0.487  0.170 0.419  0.152 0.352  0.134 0.284  0.108 0.220  0.076 0.158  0.045 0.095  0.014 0.033  -0.017 -0.030  -0.048 -0.093  -0.076 -0.157  -0.104 -0.220  -0.132 -0.284  -0.160 -0.348  -0.188 -0.412  -0.210 -0.479  -0.232 -0.545  -0.254 -0.611  -0.276 -0.677  -0.299 -0.743  -0.326 -0.807  -0.353 -0.872  -0.380 -0.936  -0.402 -1.002  -0.418 -1.070  -0.433 -1.138  -0.444 -1.207  -0.453 -1.276  -0.460 -1.346  -0.460 -1.416  -0.484 -1.479  -0.520 -1.539  -0.544 -1.587
2#aga#drdvlllb/I  0.294 1.614  0.332 1.583  0.332 1.513  0.332 1.443  0.345 1.375  0.352 1.305  0.352 1.236  0.352 1.166  0.352 1.096  0.350 1.027  0.328 0.960  0.306 0.894  0.284 0.828  0.262 0.761  0.242 0.695  0.221 0.628  0.200 0.562  0.179 0.495  0.165 0.427  0.151 0.358  0.137 0.290  0.124 0.221  0.110 0.153  0.094 0.085  0.070 0.020  0.046 -0.046  0.021 -0.111  -0.003 -0.177  -0.027 -0.242  -0.051 -0.308  -0.076 -0.373  -0.100 -0.439  -0.125 -0.504  -0.149 -0.569  -0.174 -0.635  -0.198 -0.700  -0.223 -0.765  -0.247 -0.831  -0.272 -0.896  -0.296 -0.962  -0.319 -1.027  -0.343 -1.093  -0.371 -1.157  -0.399 -1.221  -0.427 -1.285  -0.452 -1.350  -0.476 -1.416  -0.506 -1.479  -0.537 -1.541  -0.560 -1.606
2#aga#drdvlllb/I  0.472 1.626  0.472 1.557  0.468 1.488  0.450 1.421  0.432 1.354  0.412 1.288  0.388 1.223  0.364 1.158  0.344 1.091  0.324 1.025  0.304 0.958  0.286 0.891  0.268 0.824  0.248 0.758  0.226 0.692  0.204 0.626  0.182 0.560  0.160 0.495  0.138 0.429  0.117 0.363  0.095 0.297  0.073 0.231  0.051 0.165  0.029 0.100  0.007 0.034  -0.011 -0.033  -0.027 -0.101  -0.044 -0.168  -0.061 -0.235  -0.082 -0.301  -0.105 -0.367  -0.129 -0.432  -0.152 -0.497  -0.172 -0.564  -0.192 -0.630  -0.212 -0.697  -0.232 -0.763  -0.251 -0.830  -0.271 -0.896  -0.291 -0.963  -0.315 -1.028  -0.343 -1.091  -0.372 -1.154  -0.398 -1.218  -0.420 -1.284  -0.442 -1.350  -0.462 -1.416  -0.481 -1.483  -0.512 -1.545  -0.535 -1.609
1b#apb#apb16#app1672/I  0.362 -0.791  0.199 -0.741  0.111 -0.579  0.112 -0.381  0.150 -0.185  0.191 0.010  0.265 0.195  0.320 0.387  0.411 0.564  0.503 0.741  0.608 0.911  0.716 1.078  0.837 1.237  0.960 1.392  1.082 1.530  1.040 1.336  0.984 1.145  0.910 0.960  0.849 0.770  0.771 0.586  0.675 0.412  0.562 0.247  0.443 0.087  0.324 -0.072  0.207 -0.234  0.087 -0.393  -0.057 -0.531  -0.202 -0.669  -0.351 -0.800  -0.523 -0.901  -0.711 -0.967  -0.908 -0.985  -1.094 -0.921  -1.232 -0.781  -1.321 -0.604  -1.359 -0.409  -1.365 -0.214  -1.313 -0.022  -1.206 0.124  -1.084 -0.034  -0.942 -0.173  -0.764 -0.262  -0.580 -0.336  -0.382 -0.361  -0.183 -0.370  0.015 -0.348  0.208 -0.300  0.391 -0.225  0.560 -0.119  0.722 -0.002
1b#apb#apb16#app1672/I  0.384 -0.143  0.259 -0.250  0.066 -0.211  0.009 -0.018  0.057 0.181  0.119 0.378  0.212 0.561  0.314 0.740  0.415 0.920  0.532 1.089  0.660 1.251  0.804 1.398  0.953 1.525  1.006 1.334  0.980 1.132  0.939 0.930  0.877 0.733  0.815 0.536  0.733 0.347  0.650 0.159  0.546 -0.019  0.432 -0.190  0.312 -0.358  0.188 -0.522  0.036 -0.658  -0.139 -0.767  -0.327 -0.852  -0.528 -0.878  -0.728 -0.852  -0.915 -0.767  -1.081 -0.646  -1.207 -0.484  -1.278 -0.291  -1.344 -0.095  -1.337 0.109  -1.319 0.060  -1.263 -0.138  -1.174 -0.322  -1.049 -0.483  -0.868 -0.583  -0.665 -0.595  -0.459 -0.589  -0.255 -0.565  -0.051 -0.534  0.143 -0.466  0.338 -0.398  0.527 -0.317  0.715 -0.232  0.896 -0.134  1.074 -0.030
1b#apb#apb16#app1672/I  -0.255 -0.979  -0.208 -0.802  -0.190 -0.615  -0.173 -0.428  -0.136 -0.245  -0.068 -0.070  0.010 0.101  0.091 0.270  0.169 0.440  0.246 0.611  0.343 0.771  0.441 0.931  0.556 1.080  0.674 1.225  0.799 1.364  0.969 1.442  1.150 1.425  1.193 1.244  1.154 1.060  1.109 0.879  1.023 0.712  0.938 0.545  0.845 0.382  0.751 0.220  0.656 0.058  0.536 -0.086  0.417 -0.231  0.290 -0.368  0.155 -0.499  0.009 -0.613  -0.156 -0.703  -0.329 -0.775  -0.512 -0.795  -0.694 -0.762  -0.865 -0.687  -1.024 -0.589  -1.156 -0.457  -1.234 -0.287  -1.278 -0.105  -1.243 0.015  -1.158 -0.151  -1.066 -0.314  -0.952 -0.461  -0.803 -0.567  -0.624 -0.622  -0.437 -0.616  -0.253 -0.588  -0.076 -0.525  0.097 -0.455  0.270 -0.381
1b#apb#apb16#app1672/I  0.221 -0.814  0.055 -0.712  -0.077 -0.568  -0.161 -0.393  -0.161 -0.197  -0.141 -0.002  -0.110 0.192  -0.070 0.384  -0.006 0.569  0.062 0.753  0.152 0.927  0.252 1.095  0.383 1.240  0.538 1.358  0.715 1.436  0.903 1.468  1.055 1.350  1.079 1.155  1.096 0.961  1.052 0.769  1.009 0.578  0.956 0.390  0.890 0.205  0.825 0.020  0.743 -0.157  0.639 -0.323  0.528 -0.484  0.389 -0.623  0.234 -0.738  0.056 -0.814  -0.140 -0.813  -0.327 -0.754  -0.500 -0.664  -0.666 -0.560  -0.834 -0.459  -0.983 -0.333  -1.123 -0.196  -1.253 -0.049  -1.360 0.115  -1.291 -0.048  -1.210 -0.227  -1.091 -0.381  -0.952 -0.515  -0.772 -0.594  -0.584 -0.636  -0.388 -0.649  -0.195 -0.622  -0.003 -0.582  0.189 -0.547  0.383 -0.513
3#apb#apb38#app3801/I  -0.120 0.857  -0.120 0.645  -0.098 0.434  -0.063 0.225  -0.021 0.017  -0.028 -0.193  -0.051 -0.404  -0.042 -0.616  -0.057 -0.822  -0.159 -0.856  -0.256 -0.667  -0.353 -0.478  -0.450 -0.289  -0.547 -0.100  -0.644 0.088  -0.741 0.277  -0.838 0.466  -0.909 0.639  -0.714 0.708  -0.523 0.799  -0.324 0.873  -0.121 0.932  0.086 0.980  0.295 1.019  0.504 1.057  0.709 1.112  0.914 1.167  1.118 1.226  1.216 1.217  1.091 1.045  0.967 0.873  0.843 0.701  0.718 0.529  0.594 0.357  0.470 0.185  0.346 0.013  0.221 -0.160  0.097 -0.332  -0.027 -0.504  -0.152 -0.676  -0.276 -0.848  -0.400 -1.020  -0.525 -1.192  -0.649 -1.364  -0.657 -1.477  -0.449 -1.444  -0.243 -1.394  -0.061 -1.296  0.111 -1.180  0.317 -1.128
3#apb#apb05#app0511/I  -1.447 -0.990  -1.526 -1.116  -1.329 -1.113  -1.132 -1.061  -0.941 -0.989  -0.749 -0.926  -0.550 -0.882  -0.350 -0.846  -0.150 -0.807  0.047 -0.758  0.247 -0.722  0.446 -0.689  0.470 -0.487  0.493 -0.285  0.516 -0.083  0.539 0.120  0.562 0.322  0.585 0.524  0.609 0.726  0.611 0.921  0.532 0.778  0.452 0.591  0.384 0.399  0.312 0.209  0.233 0.022  0.146 -0.162  0.055 -0.344  -0.036 -0.526  -0.121 -0.711  -0.189 -0.903  -0.199 -0.982  -0.217 -0.784  -0.257 -0.585  -0.298 -0.385  -0.339 -0.186  -0.379 0.013  -0.420 0.213  -0.461 0.412  -0.501 0.612  -0.547 0.731  -0.376 0.798  -0.179 0.846  0.023 0.873  0.212 0.949  0.400 1.026  0.585 1.110  0.771 1.193  0.959 1.271  1.160 1.301  1.343 1.368
3#apa#apa13#app1361/I  -0.022 0.912  -0.022 0.711  -0.093 0.539  -0.124 0.350  -0.124 0.148  -0.124 -0.053  -0.124 -0.255  -0.022 -0.414  -0.035 -0.607  -0.229 -0.660  -0.423 -0.713  -0.618 -0.766  -0.812 -0.819  -1.007 -0.872  -1.085 -0.955  -0.905 -1.007  -0.741 -0.917  -0.544 -0.906  -0.342 -0.906  -0.141 -0.906  0.061 -0.906  0.262 -0.906  0.454 -0.849  0.649 -0.805  0.850 -0.805  1.033 -0.760  1.211 -0.704  1.199 -0.625  1.046 -0.494  0.893 -0.363  0.740 -0.232  0.587 -0.101  0.434 0.030  0.281 0.162  0.128 0.293  -0.025 0.424  -0.178 0.555  -0.331 0.686  -0.484 0.817  -0.637 0.948  -0.790 1.080  -0.730 1.161  -0.583 1.216  -0.381 1.216  -0.180 1.216  0.022 1.216  0.223 1.216  0.412 1.185  0.584 1.115  0.786 1.115
3#apa#apa13#app1361/I  0.181 0.816  0.181 0.598  0.181 0.379  0.181 0.161  0.181 -0.057  0.181 -0.275  0.136 -0.459  -0.073 -0.519  -0.283 -0.579  -0.493 -0.638  -0.702 -0.698  -0.912 -0.758  -1.121 -0.818  -1.248 -0.866  -1.074 -0.972  -0.856 -0.972  -0.675 -0.882  -0.463 -0.866  -0.245 -0.866  -0.027 -0.866  0.187 -0.839  0.399 -0.786  0.614 -0.761  0.795 -0.673  1.006 -0.656  1.181 -0.551  1.285 -0.519  1.099 -0.406  0.913 -0.292  0.726 -0.179  0.540 -0.066  0.354 0.048  0.168 0.161  -0.018 0.274  -0.205 0.388  -0.391 0.501  -0.577 0.614  -0.763 0.728  -0.950 0.841  -1.015 0.921  -0.797 0.921  -0.579 0.921  -0.382 1.007  -0.168 1.026  0.050 1.026  0.268 1.026  0.480 1.074  0.692 1.127  0.909 1.131  1.127 1.131
2#app#app37#app3719/I  0.073 1.722  0.073 1.650  0.073 1.579  0.073 1.507  0.073 1.435  0.073 1.364  0.073 1.292  0.073 1.220  0.073 1.149  0.073 1.077  0.073 1.005  0.073 0.934  0.073 0.862  0.073 0.790  0.073 0.719  0.073 0.647  0.073 0.576  0.073 0.504  0.073 0.432  0.073 0.361  0.073 0.289  0.066 0.219  0.034 0.155  0.002 0.091  -0.030 0.027  -0.062 -0.037  -0.092 -0.102  -0.092 -0.174  -0.092 -0.245  -0.092 -0.317  -0.092 -0.389  -0.092 -0.460  -0.092 -0.532  -0.092 -0.604  -0.092 -0.675  -0.092 -0.747  -0.092 -0.819  -0.092 -0.890  -0.092 -0.962  -0.092 -1.033  -0.092 -1.105  -0.092 -1.177  -0.092 -1.248  -0.092 -1.320  -0.092 -1.392  -0.048 -1.419  0.024 -1.419  0.073 -1.441  0.073 -1.513  0.073 -1.585
2#app#app41#app4159/I  -0.003 0.810  0.226 0.810  -0.003 0.787  -0.003 0.535  -0.003 0.283  -0.003 0.031  -0.003 -0.221  0.077 -0.393  0.167 -0.334  -0.027 -0.173  -0.220 -0.012  -0.414 0.150  -0.608 0.311  -0.801 0.473  -0.995 0.634  -1.189 0.795  -0.977 0.810  -0.795 0.640  -0.572 0.569  -0.320 0.569  -0.119 0.693  0.084 0.810  0.336 0.810  0.589 0.810  0.805 0.896  0.993 1.051  1.167 1.021  0.978 0.853  0.790 0.686  0.601 0.518  0.413 0.351  0.224 0.183  0.036 0.016  -0.152 -0.152  -0.341 -0.319  -0.529 -0.487  -0.718 -0.654  -0.906 -0.822  -0.966 -1.047  -0.835 -1.245  -0.629 -1.356  -0.377 -1.356  -0.125 -1.356  0.089 -1.263  0.280 -1.115  0.516 -1.077  0.695 -0.899  0.937 -0.874  1.189 -0.874  1.441 -0.874
1b#app#app07#app0775/I  0.112 0.831  0.112 0.914  0.115 0.994  0.198 0.994  0.275 1.000  0.275 1.083  0.275 1.166  0.275 1.249  0.263 1.320  0.180 1.320  0.112 1.305  0.112 1.222  0.112 1.139  0.112 1.056  0.112 0.973  0.112 0.890  0.112 0.807  0.112 0.724  0.106 0.642  0.086 0.561  0.066 0.481  0.045 0.400  0.025 0.320  0.005 0.239  -0.015 0.159  -0.035 0.078  -0.051 -0.003  -0.051 -0.086  -0.051 -0.169  -0.051 -0.252  -0.051 -0.335  -0.051 -0.418  -0.051 -0.501  -0.051 -0.584  -0.073 -0.658  -0.131 -0.717  -0.190 -0.775  -0.214 -0.848  -0.214 -0.931  -0.214 -1.014  -0.214 -1.097  -0.214 -1.180  -0.214 -1.263  -0.214 -1.346  -0.214 -1.429  -0.214 -1.513  -0.214 -1.596  -0.168 -1.660  -0.109 -1.718  -0.051 -1.777
3#app#app37#app3713/I  -0.029 1.736  -0.029 1.664  -0.029 1.592  -0.029 1.520  -0.029 1.448  -0.029 1.376  -0.029 1.304  -0.029 1.231  -0.029 1.159  -0.029 1.087  -0.029 1.015  -0.029 0.943  -0.029 0.871  -0.029 0.799  -0.029 0.727  -0.029 0.655  -0.029 0.583  -0.029 0.511  -0.029 0.439  -0.029 0.367  -0.029 0.295  -0.029 0.223  -0.029 0.151  -0.029 0.079  -0.029 0.007  -0.029 -0.065  -0.029 -0.137  -0.029 -0.209  -0.029 -0.281  -0.029 -0.353  -0.029 -0.425  -0.029 -0.497  -0.029 -0.569  -0.029 -0.641  -0.029 -0.713  -0.029 -0.785  -0.029 -0.857  -0.029 -0.929  -0.029 -1.001  -0.029 -1.073  -0.029 -1.145  -0.029 -1.217  -0.029 -1.289  0.043 -1.289  0.115 -1.289  0.187 -1.289  0.223 -1.325  0.223 -1.397  0.223 -1.469  0.223 -1.541
1b#apb#apb14#app1429/I  -0.413 0.583  -0.347 0.599  -0.345 0.329  -0.353 0.058  -0.362 -0.212  -0.406 -0.480  -0.480 -0.739  -0.520 -0.750  -0.269 -0.647  -0.018 -0.544  0.232 -0.441  0.483 -0.337  0.734 -0.234  0.977 -0.212  1.097 -0.431  0.890 -0.603  0.636 -0.698  0.376 -0.769  0.111 -0.827  -0.159 -0.844  -0.430 -0.852  -0.698 -0.811  -0.965 -0.764  -1.231 -0.709  -1.297 -0.595  -1.058 -0.466  -0.820 -0.337  -0.582 -0.207  -0.343 -0.078  -0.105 0.051  0.133 0.180  0.372 0.309  0.610 0.439  0.848 0.568  1.087 0.697  1.325 0.826  1.563 0.956  1.572 0.936  1.311 0.864  1.048 0.798  0.783 0.739  0.517 0.685  0.251 0.637  -0.017 0.591  -0.285 0.555  -0.554 0.519  -0.823 0.485  -1.091 0.445  -1.357 0.394  -1.624 0.344
2#apa#apa19#app1980/I  -0.121 1.055  -0.121 1.138  -0.121 1.220  -0.186 1.239  -0.269 1.239  -0.305 1.285  -0.305 1.368  -0.305 1.395  -0.305 1.312  -0.305 1.229  -0.305 1.146  -0.305 1.063  -0.272 0.988  -0.235 0.914  -0.198 0.840  -0.161 0.766  -0.124 0.692  -0.121 0.609  -0.121 0.526  -0.121 0.444  -0.121 0.361  -0.121 0.278  -0.121 0.195  -0.106 0.119  -0.047 0.060  0.012 0.001  0.063 -0.060  0.063 -0.143  0.063 -0.226  0.063 -0.309  0.063 -0.392  0.063 -0.475  0.063 -0.558  0.063 -0.641  0.063 -0.723  0.083 -0.786  0.166 -0.786  0.247 -0.788  0.247 -0.871  0.247 -0.954  0.247 -1.037  0.247 -1.120  0.247 -1.202  0.247 -1.285  0.268 -1.359  0.327 -1.418  0.385 -1.477  0.431 -1.541  0.431 -1.624  0.431 -1.706
2#apa#apa19#app1980/I  -0.070 1.256  -0.070 1.332  -0.070 1.409  -0.116 1.438  -0.193 1.438  -0.252 1.422  -0.252 1.346  -0.252 1.270  -0.252 1.193  -0.252 1.117  -0.252 1.041  -0.252 0.965  -0.252 0.888  -0.252 0.812  -0.252 0.736  -0.252 0.660  -0.252 0.583  -0.239 0.513  -0.185 0.459  -0.131 0.405  -0.077 0.351  -0.070 0.278  -0.070 0.201  -0.070 0.125  -0.070 0.049  -0.070 -0.028  -0.070 -0.104  -0.070 -0.180  -0.033 -0.241  0.021 -0.295  0.075 -0.349  0.113 -0.409  0.113 -0.486  0.113 -0.562  0.113 -0.638  0.113 -0.715  0.113 -0.791  0.113 -0.867  0.117 -0.942  0.151 -1.011  0.185 -1.079  0.219 -1.147  0.253 -1.215  0.287 -1.283  0.337 -1.340  0.391 -1.394  0.445 -1.448  0.477 -1.511  0.477 -1.587  0.477 -1.664
2#apa#apa19#app1980/I  -0.253 1.555  -0.181 1.555  -0.110 1.555  -0.097 1.497  -0.097 1.426  -0.097 1.355  -0.097 1.283  -0.097 1.212  -0.097 1.141  -0.097 1.069  -0.097 0.998  -0.097 0.926  -0.097 0.855  -0.097 0.784  -0.097 0.712  -0.097 0.641  -0.062 0.584  -0.011 0.534  0.039 0.483  0.059 0.420  0.059 0.349  0.059 0.277  0.059 0.206  0.059 0.135  0.059 0.063  0.059 -0.008  0.059 -0.080  0.059 -0.151  0.059 -0.222  0.059 -0.294  0.059 -0.365  0.059 -0.436  0.059 -0.508  0.059 -0.579  0.059 -0.651  0.059 -0.722  0.059 -0.793  0.059 -0.865  0.059 -0.936  0.059 -1.007  0.059 -1.079  0.059 -1.150  0.059 -1.221  0.059 -1.293  0.059 -1.364  0.059 -1.436  0.059 -1.507  0.059 -1.578  0.059 -1.650  0.059 -1.721
1b#tos#f2#f2025065/I  -0.422 1.225  -0.308 1.225  -0.194 1.225  -0.089 1.262  0.023 1.269  0.136 1.269  0.250 1.269  0.364 1.269  0.478 1.269  0.470 1.254  0.359 1.226  0.249 1.199  0.182 1.137  0.114 1.046  0.054 0.952  0.054 0.838  0.011 0.742  -0.033 0.642  -0.076 0.541  -0.076 0.428  -0.076 0.314  -0.099 0.204  -0.119 0.093  -0.119 -0.020  -0.119 -0.134  -0.119 -0.248  -0.119 -0.361  -0.119 -0.475  -0.119 -0.589  -0.162 -0.684  -0.187 -0.788  -0.246 -0.867  -0.350 -0.912  -0.455 -0.957  -0.564 -0.980  -0.638 -1.019  -0.571 -1.066  -0.457 -1.066  -0.344 -1.066  -0.233 -1.056  -0.139 -0.993  -0.029 -0.980  0.085 -0.980  0.199 -0.980  0.312 -0.980  0.423 -0.952  0.534 -0.936  0.648 -0.936  0.762 -0.936  0.875 -0.936
1b#apb#apb40#app4052/I  -0.627 0.865  -0.639 0.848  -0.512 0.815  -0.380 0.797  -0.247 0.789  -0.114 0.789  0.020 0.789  0.153 0.794  0.285 0.804  0.418 0.815  0.551 0.826  0.683 0.846  0.814 0.868  0.946 0.889  1.078 0.903  1.181 0.910  1.055 0.867  0.929 0.823  0.803 0.780  0.677 0.736  0.551 0.693  0.464 0.605  0.405 0.485  0.342 0.368  0.276 0.252  0.210 0.136  0.141 0.022  0.069 -0.090  -0.003 -0.202  -0.076 -0.314  -0.151 -0.423  -0.227 -0.533  -0.303 -0.643  -0.374 -0.755  -0.444 -0.869  -0.514 -0.982  -0.585 -1.095  -0.698 -1.091  -0.826 -1.052  -0.953 -1.012  -1.024 -1.045  -0.898 -1.071  -0.765 -1.071  -0.632 -1.063  -0.501 -1.040  -0.370 -1.017  -0.239 -0.993  -0.111 -0.956  0.017 -0.918  0.145 -0.881
