2#app#app11#app1169/L  -0.459 1.835  -0.388 1.765  -0.324 1.691  -0.324 1.591  -0.324 1.491  -0.324 1.391  -0.324 1.292  -0.324 1.192  -0.324 1.092  -0.324 0.992  -0.324 0.892  -0.324 0.792  -0.324 0.692  -0.324 0.593  -0.324 0.493  -0.324 0.393  -0.324 0.293  -0.324 0.193  -0.324 0.093  -0.324 -0.007  -0.324 -0.107  -0.324 -0.206  -0.324 -0.306  -0.324 -0.406  -0.324 -0.506  -0.324 -0.606  -0.324 -0.706  -0.324 -0.806  -0.324 -0.905  -0.301 -0.982  -0.201 -0.982  -0.190 -0.893  -0.135 -0.848  -0.036 -0.848  0.064 -0.848  0.164 -0.848  0.212 -0.796  0.230 -0.714  0.330 -0.714  0.430 -0.714  0.515 -0.679  0.586 -0.608  0.674 -0.579  0.771 -0.568  0.860 -0.524  0.949 -0.479  1.041 -0.445  1.141 -0.445  1.215 -0.382  1.285 -0.311
1b#app#app07#app0723/L  0.403 1.759  0.403 1.656  0.403 1.553  0.357 1.469  0.284 1.397  0.212 1.324  0.139 1.251  0.066 1.179  0.010 1.095  -0.036 1.003  -0.082 0.911  -0.153 0.837  -0.226 0.765  -0.299 0.692  -0.327 0.601  -0.327 0.498  -0.345 0.403  -0.417 0.330  -0.475 0.247  -0.521 0.155  -0.567 0.063  -0.571 -0.039  -0.571 -0.142  -0.571 -0.245  -0.571 -0.347  -0.571 -0.450  -0.571 -0.553  -0.571 -0.656  -0.571 -0.758  -0.571 -0.861  -0.525 -0.919  -0.423 -0.919  -0.320 -0.919  -0.217 -0.919  -0.114 -0.919  -0.084 -0.846  -0.031 -0.797  0.062 -0.773  0.135 -0.700  0.227 -0.675  0.330 -0.675  0.433 -0.675  0.535 -0.675  0.638 -0.675  0.741 -0.675  0.844 -0.675  0.946 -0.675  1.049 -0.675  1.152 -0.675  1.255 -0.675
2#apa#apa13#app1345/L  -0.147 1.590  -0.147 1.498  -0.147 1.405  -0.173 1.318  -0.214 1.235  -0.256 1.152  -0.321 1.086  -0.380 1.015  -0.421 0.932  -0.463 0.849  -0.478 0.760  -0.507 0.679  -0.572 0.614  -0.589 0.528  -0.589 0.435  -0.613 0.352  -0.678 0.286  -0.699 0.202  -0.699 0.109  -0.699 0.017  -0.699 -0.076  -0.699 -0.169  -0.699 -0.262  -0.699 -0.354  -0.648 -0.396  -0.565 -0.420  -0.499 -0.486  -0.415 -0.507  -0.323 -0.507  -0.230 -0.507  -0.137 -0.507  -0.044 -0.507  0.048 -0.507  0.134 -0.537  0.217 -0.578  0.301 -0.617  0.394 -0.617  0.486 -0.617  0.579 -0.617  0.672 -0.617  0.765 -0.617  0.857 -0.617  0.950 -0.617  1.043 -0.617  1.136 -0.617  1.229 -0.617  1.311 -0.641  1.377 -0.707  1.443 -0.772  1.508 -0.838
2#apa#apa15#app1527/L  -0.479 1.672  -0.479 1.590  -0.479 1.507  -0.479 1.425  -0.479 1.342  -0.479 1.260  -0.479 1.177  -0.479 1.095  -0.479 1.012  -0.479 0.930  -0.479 0.847  -0.479 0.765  -0.479 0.682  -0.479 0.600  -0.479 0.517  -0.479 0.435  -0.479 0.352  -0.479 0.270  -0.467 0.189  -0.441 0.111  -0.415 0.033  -0.389 -0.045  -0.363 -0.124  -0.337 -0.202  -0.311 -0.280  -0.285 -0.358  -0.253 -0.434  -0.216 -0.508  -0.179 -0.582  -0.142 -0.655  -0.105 -0.729  -0.068 -0.803  0.012 -0.807  0.094 -0.807  0.177 -0.807  0.259 -0.807  0.342 -0.807  0.424 -0.807  0.506 -0.807  0.587 -0.796  0.665 -0.770  0.744 -0.744  0.822 -0.718  0.900 -0.692  0.978 -0.666  1.057 -0.640  1.135 -0.614  1.215 -0.601  1.298 -0.601  1.380 -0.601
2#ced#sibi4900_s_j3/L  -0.338 1.058  -0.397 1.131  -0.428 1.218  -0.465 1.298  -0.484 1.385  -0.496 1.411  -0.485 1.318  -0.455 1.228  -0.447 1.134  -0.428 1.041  -0.428 0.947  -0.410 0.853  -0.406 0.759  -0.406 0.664  -0.406 0.569  -0.406 0.474  -0.406 0.379  -0.406 0.284  -0.418 0.191  -0.428 0.097  -0.431 0.003  -0.451 -0.090  -0.451 -0.185  -0.451 -0.280  -0.481 -0.370  -0.496 -0.462  -0.519 -0.552  -0.488 -0.635  -0.429 -0.708  -0.334 -0.709  -0.241 -0.722  -0.147 -0.732  -0.052 -0.732  0.042 -0.732  0.136 -0.714  0.230 -0.709  0.325 -0.709  0.420 -0.709  0.515 -0.707  0.608 -0.691  0.701 -0.671  0.795 -0.664  0.889 -0.656  0.983 -0.641  1.078 -0.639  1.171 -0.621  1.265 -0.619  1.359 -0.612  1.452 -0.596  1.543 -0.573
2#ced#sibi4900_s_j3/L  0.147 0.270  0.123 0.383  0.097 0.495  0.067 0.608  0.030 0.719  -0.027 0.821  -0.065 0.930  -0.116 1.035  -0.187 1.126  -0.271 1.202  -0.354 1.285  -0.425 1.372  -0.465 1.294  -0.465 1.177  -0.465 1.060  -0.440 0.946  -0.440 0.829  -0.440 0.712  -0.440 0.594  -0.450 0.478  -0.471 0.363  -0.484 0.247  -0.506 0.132  -0.530 0.017  -0.557 -0.097  -0.585 -0.211  -0.587 -0.328  -0.587 -0.445  -0.611 -0.559  -0.591 -0.673  -0.562 -0.783  -0.470 -0.854  -0.362 -0.899  -0.246 -0.905  -0.129 -0.905  -0.014 -0.884  0.103 -0.881  0.218 -0.863  0.335 -0.856  0.446 -0.825  0.560 -0.807  0.676 -0.795  0.791 -0.772  0.906 -0.750  1.022 -0.730  1.136 -0.701  1.249 -0.673  1.365 -0.661  1.477 -0.625  1.592 -0.612
3#apb#apb06#app0606/L  0.892 1.687  0.870 1.700  0.820 1.604  0.765 1.512  0.710 1.419  0.655 1.326  0.600 1.234  0.545 1.141  0.488 1.050  0.430 0.959  0.373 0.868  0.315 0.777  0.257 0.686  0.199 0.595  0.141 0.504  0.080 0.415  0.019 0.327  -0.043 0.239  -0.105 0.151  -0.167 0.062  -0.228 -0.026  -0.292 -0.113  -0.361 -0.196  -0.429 -0.279  -0.498 -0.362  -0.566 -0.445  -0.635 -0.528  -0.711 -0.605  -0.787 -0.681  -0.863 -0.757  -0.928 -0.842  -0.999 -0.897  -0.891 -0.897  -0.793 -0.853  -0.696 -0.807  -0.598 -0.762  -0.497 -0.726  -0.395 -0.690  -0.293 -0.654  -0.188 -0.632  -0.082 -0.612  0.023 -0.592  0.131 -0.591  0.239 -0.591  0.347 -0.591  0.454 -0.591  0.548 -0.634  0.634 -0.698  0.715 -0.769  0.797 -0.839
3#apb#apb06#app0606/L  0.373 0.910  0.387 1.028  0.400 1.147  0.415 1.265  0.473 1.369  0.534 1.472  0.581 1.532  0.541 1.420  0.489 1.312  0.437 1.205  0.385 1.098  0.333 0.990  0.281 0.883  0.223 0.779  0.159 0.678  0.095 0.578  0.032 0.477  -0.032 0.376  -0.096 0.275  -0.162 0.176  -0.229 0.077  -0.296 -0.021  -0.363 -0.120  -0.430 -0.219  -0.498 -0.316  -0.573 -0.409  -0.647 -0.503  -0.722 -0.596  -0.796 -0.689  -0.872 -0.781  -0.948 -0.873  -1.018 -0.945  -0.901 -0.954  -0.782 -0.943  -0.666 -0.916  -0.551 -0.885  -0.436 -0.853  -0.321 -0.822  -0.206 -0.791  -0.091 -0.759  0.024 -0.728  0.140 -0.699  0.256 -0.674  0.373 -0.650  0.490 -0.629  0.609 -0.629  0.729 -0.629  0.847 -0.637  0.961 -0.672  1.075 -0.707
3#app#app14#app1412/L  0.077 1.722  0.155 1.645  0.233 1.567  0.263 1.469  0.263 1.359  0.160 1.351  0.077 1.324  0.077 1.214  0.034 1.122  -0.044 1.044  -0.108 0.961  -0.108 0.851  -0.147 0.757  -0.224 0.679  -0.294 0.598  -0.294 0.487  -0.294 0.377  -0.294 0.267  -0.351 0.181  -0.429 0.103  -0.479 0.014  -0.479 -0.096  -0.479 -0.206  -0.479 -0.316  -0.556 -0.395  -0.634 -0.472  -0.665 -0.570  -0.665 -0.680  -0.665 -0.790  -0.640 -0.875  -0.530 -0.875  -0.420 -0.875  -0.310 -0.875  -0.294 -0.781  -0.275 -0.689  -0.165 -0.689  -0.055 -0.689  0.055 -0.689  0.165 -0.689  0.275 -0.689  0.385 -0.689  0.495 -0.689  0.605 -0.689  0.715 -0.689  0.825 -0.689  0.936 -0.689  1.046 -0.689  1.156 -0.689  1.190 -0.765  1.190 -0.875
2#apb#apb04#app0416/L  0.709 1.594  0.670 1.654  0.633 1.544  0.543 1.476  0.476 1.386  0.424 1.282  0.358 1.188  0.287 1.097  0.228 0.997  0.173 0.896  0.116 0.795  0.057 0.696  -0.001 0.596  -0.062 0.497  -0.123 0.399  -0.187 0.303  -0.254 0.209  -0.322 0.115  -0.391 0.022  -0.461 -0.069  -0.532 -0.161  -0.606 -0.250  -0.681 -0.338  -0.757 -0.425  -0.836 -0.509  -0.918 -0.591  -1.004 -0.668  -1.049 -0.760  -1.031 -0.751  -0.927 -0.699  -0.813 -0.680  -0.699 -0.661  -0.586 -0.636  -0.474 -0.610  -0.359 -0.594  -0.244 -0.587  -0.129 -0.579  -0.013 -0.579  0.103 -0.579  0.218 -0.579  0.334 -0.579  0.450 -0.579  0.565 -0.579  0.681 -0.579  0.797 -0.579  0.908 -0.549  1.019 -0.519  1.135 -0.519  1.248 -0.500  1.327 -0.459
2#apb#apb04#app0416/L  0.549 1.559  0.549 1.659  0.507 1.684  0.490 1.585  0.453 1.493  0.408 1.404  0.366 1.314  0.326 1.222  0.287 1.130  0.247 1.038  0.205 0.948  0.163 0.857  0.121 0.767  0.074 0.678  0.027 0.590  -0.019 0.502  -0.066 0.414  -0.115 0.326  -0.163 0.239  -0.212 0.152  -0.260 0.064  -0.310 -0.022  -0.361 -0.108  -0.412 -0.194  -0.462 -0.281  -0.517 -0.364  -0.573 -0.446  -0.630 -0.529  -0.685 -0.612  -0.735 -0.699  -0.788 -0.783  -0.814 -0.822  -0.714 -0.822  -0.614 -0.822  -0.514 -0.822  -0.414 -0.822  -0.315 -0.816  -0.215 -0.809  -0.115 -0.802  -0.016 -0.809  0.084 -0.818  0.182 -0.832  0.281 -0.850  0.379 -0.860  0.476 -0.838  0.575 -0.822  0.674 -0.822  0.774 -0.816  0.872 -0.798  0.970 -0.780
1b#tos#t1#t1002062/L  -0.322 1.671  -0.363 1.671  -0.354 1.593  -0.354 1.506  -0.354 1.419  -0.354 1.331  -0.354 1.244  -0.354 1.157  -0.354 1.070  -0.354 0.982  -0.354 0.895  -0.354 0.808  -0.354 0.721  -0.354 0.633  -0.354 0.546  -0.354 0.459  -0.354 0.372  -0.354 0.285  -0.354 0.197  -0.354 0.110  -0.354 0.023  -0.354 -0.064  -0.354 -0.152  -0.354 -0.239  -0.363 -0.325  -0.386 -0.408  -0.386 -0.495  -0.386 -0.583  -0.386 -0.670  -0.344 -0.715  -0.257 -0.715  -0.202 -0.747  -0.115 -0.747  -0.028 -0.747  0.060 -0.747  0.147 -0.747  0.234 -0.747  0.321 -0.747  0.409 -0.747  0.496 -0.747  0.583 -0.747  0.670 -0.747  0.758 -0.747  0.845 -0.747  0.932 -0.747  1.006 -0.780  1.093 -0.780  1.180 -0.780  1.268 -0.780  1.323 -0.747
3#apb#apb36#app3666/L  -0.222 1.863  -0.229 1.772  -0.236 1.680  -0.243 1.588  -0.247 1.496  -0.250 1.404  -0.254 1.312  -0.257 1.220  -0.261 1.128  -0.263 1.036  -0.260 0.944  -0.258 0.852  -0.255 0.760  -0.252 0.668  -0.249 0.576  -0.247 0.484  -0.244 0.392  -0.245 0.300  -0.248 0.208  -0.251 0.116  -0.254 0.024  -0.257 -0.068  -0.261 -0.160  -0.264 -0.252  -0.268 -0.344  -0.272 -0.436  -0.276 -0.528  -0.280 -0.620  -0.284 -0.712  -0.285 -0.804  -0.285 -0.896  -0.285 -0.988  -0.254 -1.058  -0.171 -1.040  -0.090 -0.996  -0.009 -0.952  0.072 -0.909  0.153 -0.865  0.234 -0.822  0.316 -0.779  0.403 -0.749  0.490 -0.720  0.577 -0.691  0.665 -0.662  0.754 -0.640  0.844 -0.622  0.935 -0.604  1.024 -0.599  1.108 -0.636  1.192 -0.673
3#cea#Kaeslingk/L  -0.310 0.406  -0.182 0.397  -0.036 0.384  0.110 0.384  0.255 0.398  0.400 0.419  0.543 0.448  0.684 0.486  0.822 0.535  0.953 0.599  1.079 0.674  1.194 0.764  1.304 0.860  1.395 0.975  1.328 1.017  1.208 0.934  1.090 0.847  0.978 0.754  0.866 0.660  0.754 0.565  0.642 0.472  0.528 0.380  0.415 0.288  0.300 0.196  0.187 0.105  0.075 0.011  -0.037 -0.083  -0.148 -0.178  -0.260 -0.273  -0.373 -0.366  -0.486 -0.459  -0.599 -0.552  -0.713 -0.643  -0.829 -0.732  -0.953 -0.810  -1.087 -0.866  -1.218 -0.839  -1.234 -0.700  -1.180 -0.564  -1.105 -0.439  -1.021 -0.319  -0.914 -0.256  -0.838 -0.367  -0.818 -0.508  -0.746 -0.635  -0.658 -0.751  -0.549 -0.847  -0.416 -0.905  -0.272 -0.927  -0.127 -0.939
1b#app#app18#app1854/L  -0.764 1.468  -0.657 1.468  -0.553 1.465  -0.553 1.358  -0.553 1.252  -0.553 1.145  -0.553 1.038  -0.553 0.931  -0.553 0.824  -0.553 0.718  -0.553 0.611  -0.553 0.504  -0.553 0.397  -0.553 0.290  -0.553 0.184  -0.553 0.077  -0.553 -0.030  -0.553 -0.137  -0.553 -0.244  -0.553 -0.350  -0.553 -0.457  -0.553 -0.564  -0.553 -0.671  -0.553 -0.778  -0.519 -0.851  -0.412 -0.851  -0.342 -0.814  -0.342 -0.707  -0.303 -0.640  -0.196 -0.640  -0.101 -0.610  -0.026 -0.534  0.050 -0.459  0.144 -0.429  0.251 -0.429  0.338 -0.381  0.414 -0.306  0.489 -0.230  0.591 -0.218  0.698 -0.218  0.805 -0.218  0.911 -0.218  1.018 -0.218  1.125 -0.218  1.232 -0.218  1.339 -0.218  1.445 -0.218  1.552 -0.218  1.659 -0.218  1.766 -0.218
2#app#app18#app1858/L  -0.351 1.149  -0.351 1.251  -0.351 1.352  -0.430 1.375  -0.532 1.375  -0.522 1.375  -0.421 1.375  -0.351 1.343  -0.351 1.241  -0.351 1.140  -0.351 1.038  -0.351 0.936  -0.351 0.834  -0.351 0.733  -0.351 0.631  -0.351 0.529  -0.351 0.428  -0.351 0.326  -0.351 0.224  -0.351 0.122  -0.351 0.021  -0.351 -0.081  -0.351 -0.183  -0.351 -0.285  -0.351 -0.386  -0.351 -0.488  -0.351 -0.590  -0.351 -0.691  -0.351 -0.793  -0.347 -0.890  -0.245 -0.890  -0.143 -0.890  -0.042 -0.890  0.060 -0.890  0.102 -0.830  0.102 -0.728  0.139 -0.664  0.241 -0.664  0.342 -0.664  0.444 -0.664  0.546 -0.664  0.647 -0.664  0.749 -0.664  0.851 -0.664  0.953 -0.664  1.054 -0.664  1.156 -0.664  1.258 -0.664  1.360 -0.664  1.461 -0.664
2#tos#t3#t3036066/L  -0.262 1.766  -0.338 1.735  -0.380 1.649  -0.382 1.554  -0.382 1.458  -0.382 1.363  -0.382 1.267  -0.382 1.171  -0.354 1.080  -0.324 0.990  -0.322 0.894  -0.322 0.799  -0.322 0.703  -0.322 0.607  -0.322 0.512  -0.322 0.416  -0.322 0.321  -0.322 0.225  -0.322 0.129  -0.322 0.034  -0.322 -0.062  -0.322 -0.158  -0.364 -0.243  -0.382 -0.335  -0.422 -0.421  -0.442 -0.512  -0.442 -0.607  -0.442 -0.703  -0.404 -0.761  -0.309 -0.761  -0.213 -0.761  -0.141 -0.737  -0.141 -0.642  -0.047 -0.641  0.049 -0.641  0.145 -0.641  0.240 -0.641  0.336 -0.641  0.432 -0.641  0.527 -0.641  0.623 -0.641  0.658 -0.701  0.754 -0.701  0.789 -0.761  0.885 -0.761  0.981 -0.761  1.076 -0.761  1.172 -0.761  1.207 -0.821  1.303 -0.821
3#app#app37#app3732/L  -0.453 1.779  -0.453 1.688  -0.453 1.596  -0.453 1.504  -0.453 1.413  -0.453 1.321  -0.453 1.230  -0.453 1.138  -0.453 1.047  -0.453 0.955  -0.453 0.863  -0.453 0.772  -0.453 0.680  -0.453 0.589  -0.435 0.501  -0.394 0.419  -0.353 0.337  -0.340 0.249  -0.340 0.157  -0.340 0.066  -0.340 -0.026  -0.340 -0.117  -0.340 -0.209  -0.340 -0.300  -0.340 -0.392  -0.337 -0.483  -0.273 -0.547  -0.227 -0.620  -0.223 -0.710  -0.158 -0.775  -0.114 -0.848  -0.106 -0.932  -0.015 -0.932  0.077 -0.932  0.152 -0.892  0.217 -0.828  0.305 -0.819  0.396 -0.819  0.488 -0.819  0.575 -0.808  0.640 -0.743  0.716 -0.706  0.802 -0.694  0.867 -0.629  0.944 -0.593  1.030 -0.579  1.094 -0.515  1.129 -0.437  1.129 -0.346  1.129 -0.254
3#apa#apa00#app0065/L  -0.141 1.872  -0.141 1.785  -0.141 1.698  -0.141 1.611  -0.141 1.524  -0.141 1.437  -0.141 1.350  -0.141 1.263  -0.141 1.176  -0.141 1.088  -0.141 1.001  -0.141 0.914  -0.141 0.827  -0.141 0.740  -0.141 0.653  -0.141 0.566  -0.141 0.479  -0.141 0.392  -0.141 0.305  -0.141 0.217  -0.141 0.130  -0.141 0.043  -0.141 -0.044  -0.141 -0.131  -0.141 -0.218  -0.141 -0.305  -0.141 -0.392  -0.141 -0.479  -0.141 -0.566  -0.165 -0.644  -0.226 -0.705  -0.279 -0.770  -0.279 -0.858  -0.279 -0.945  -0.279 -1.032  -0.195 -1.035  -0.108 -1.035  -0.021 -1.035  0.046 -0.987  0.108 -0.925  0.183 -0.897  0.270 -0.897  0.357 -0.897  0.444 -0.897  0.532 -0.897  0.619 -0.897  0.706 -0.897  0.793 -0.897  0.880 -0.897  0.967 -0.897
2#apb#apb05#app0595/L  0.310 1.520  0.367 1.622  0.431 1.717  0.490 1.650  0.468 1.540  0.428 1.431  0.387 1.321  0.346 1.212  0.302 1.104  0.257 0.996  0.212 0.888  0.168 0.780  0.123 0.672  0.072 0.566  0.016 0.464  -0.041 0.362  -0.098 0.260  -0.155 0.158  -0.211 0.056  -0.274 -0.043  -0.337 -0.142  -0.399 -0.241  -0.462 -0.339  -0.529 -0.435  -0.608 -0.520  -0.688 -0.606  -0.768 -0.691  -0.843 -0.780  -0.915 -0.873  -0.987 -0.938  -0.882 -0.885  -0.777 -0.833  -0.671 -0.785  -0.564 -0.737  -0.458 -0.689  -0.351 -0.643  -0.240 -0.604  -0.130 -0.565  -0.020 -0.527  0.092 -0.494  0.207 -0.473  0.322 -0.453  0.436 -0.445  0.544 -0.490  0.652 -0.535  0.755 -0.590  0.857 -0.647  0.959 -0.705  1.056 -0.770  1.152 -0.836
2#apb#apb40#app4082/L  0.835 0.682  0.861 0.818  0.899 0.950  0.943 1.080  0.975 1.214  0.987 1.350  0.938 1.474  0.847 1.378  0.769 1.265  0.701 1.145  0.636 1.024  0.570 0.903  0.504 0.782  0.438 0.661  0.373 0.540  0.307 0.419  0.241 0.298  0.165 0.183  0.090 0.068  0.014 -0.047  -0.062 -0.162  -0.138 -0.277  -0.213 -0.392  -0.289 -0.507  -0.365 -0.622  -0.455 -0.726  -0.545 -0.830  -0.640 -0.929  -0.748 -1.008  -0.885 -1.008  -1.006 -0.970  -1.086 -0.860  -1.124 -0.728  -1.110 -0.595  -1.077 -0.461  -0.998 -0.356  -0.893 -0.266  -0.779 -0.197  -0.643 -0.173  -0.508 -0.150  -0.376 -0.182  -0.246 -0.227  -0.120 -0.279  -0.007 -0.357  0.106 -0.436  0.211 -0.525  0.315 -0.616  0.416 -0.709  0.522 -0.797  0.649 -0.845
2#apa#apa01#app0145/L  -0.484 1.845  -0.484 1.748  -0.484 1.652  -0.452 1.569  -0.384 1.500  -0.315 1.432  -0.247 1.364  -0.241 1.270  -0.241 1.173  -0.241 1.077  -0.241 0.980  -0.241 0.884  -0.241 0.787  -0.241 0.691  -0.241 0.594  -0.241 0.498  -0.241 0.401  -0.241 0.305  -0.241 0.208  -0.213 0.139  -0.117 0.139  -0.020 0.139  0.003 0.066  0.003 -0.031  0.003 -0.128  0.003 -0.224  0.003 -0.321  0.003 -0.417  0.003 -0.514  0.003 -0.610  0.003 -0.707  0.003 -0.803  -0.062 -0.835  -0.158 -0.835  -0.227 -0.835  -0.130 -0.835  -0.034 -0.835  0.063 -0.835  0.159 -0.835  0.256 -0.835  0.352 -0.835  0.449 -0.835  0.490 -0.891  0.490 -0.987  0.495 -1.079  0.591 -1.079  0.688 -1.079  0.784 -1.079  0.881 -1.079  0.977 -1.079
2#apa#apa01#app0145/L  -0.641 1.720  -0.641 1.618  -0.614 1.527  -0.542 1.455  -0.474 1.380  -0.474 1.278  -0.429 1.221  -0.327 1.221  -0.308 1.138  -0.308 1.036  -0.308 0.934  -0.268 0.848  -0.196 0.775  -0.141 0.696  -0.141 0.594  -0.141 0.491  -0.141 0.389  -0.212 0.316  -0.284 0.244  -0.308 0.151  -0.308 0.049  -0.308 -0.053  -0.308 -0.155  -0.308 -0.257  -0.308 -0.360  -0.308 -0.462  -0.308 -0.564  -0.308 -0.666  -0.308 -0.769  -0.308 -0.871  -0.280 -0.945  -0.177 -0.945  -0.094 -0.898  -0.022 -0.826  0.060 -0.779  0.163 -0.779  0.192 -0.706  0.201 -0.612  0.303 -0.612  0.405 -0.612  0.507 -0.612  0.609 -0.612  0.706 -0.626  0.778 -0.698  0.851 -0.770  0.949 -0.779  1.052 -0.779  1.154 -0.779  1.256 -0.779  1.358 -0.779
2#kai#kai2#yslee6/L  -0.271 1.899  -0.271 1.801  -0.271 1.703  -0.271 1.605  -0.271 1.507  -0.271 1.409  -0.271 1.310  -0.273 1.212  -0.289 1.116  -0.305 1.019  -0.313 0.921  -0.313 0.823  -0.313 0.725  -0.313 0.627  -0.313 0.529  -0.313 0.430  -0.313 0.332  -0.313 0.234  -0.313 0.136  -0.313 0.038  -0.313 -0.060  -0.313 -0.159  -0.313 -0.257  -0.313 -0.355  -0.313 -0.453  -0.313 -0.551  -0.313 -0.649  -0.304 -0.746  -0.280 -0.842  -0.271 -0.939  -0.271 -0.974  -0.269 -0.877  -0.215 -0.795  -0.140 -0.741  -0.045 -0.718  0.048 -0.689  0.143 -0.669  0.242 -0.669  0.340 -0.669  0.438 -0.669  0.536 -0.669  0.634 -0.669  0.732 -0.669  0.827 -0.687  0.918 -0.723  1.011 -0.753  1.109 -0.753  1.034 -0.725  0.962 -0.666  0.908 -0.584
2#kai#kai2#yslee6/L  -0.178 1.818  -0.178 1.732  -0.178 1.646  -0.178 1.560  -0.192 1.476  -0.212 1.393  -0.219 1.308  -0.219 1.222  -0.219 1.136  -0.219 1.051  -0.219 0.965  -0.219 0.879  -0.227 0.794  -0.235 0.708  -0.244 0.623  -0.253 0.538  -0.259 0.452  -0.259 0.367  -0.259 0.281  -0.259 0.195  -0.259 0.109  -0.259 0.024  -0.259 -0.062  -0.259 -0.148  -0.259 -0.234  -0.259 -0.319  -0.259 -0.405  -0.259 -0.491  -0.259 -0.577  -0.259 -0.663  -0.259 -0.748  -0.259 -0.834  -0.259 -0.920  -0.213 -0.959  -0.128 -0.956  -0.047 -0.929  0.036 -0.906  0.119 -0.885  0.202 -0.864  0.286 -0.844  0.371 -0.837  0.456 -0.837  0.542 -0.837  0.628 -0.837  0.714 -0.837  0.799 -0.837  0.885 -0.837  0.966 -0.864  1.048 -0.891  1.129 -0.919
1b#kai#kai2#yslee6/L  -0.271 1.899  -0.271 1.801  -0.271 1.703  -0.271 1.605  -0.271 1.507  -0.271 1.409  -0.271 1.310  -0.273 1.212  -0.289 1.116  -0.305 1.019  -0.313 0.921  -0.313 0.823  -0.313 0.725  -0.313 0.627  -0.313 0.529  -0.313 0.430  -0.313 0.332  -0.313 0.234  -0.313 0.136  -0.313 0.038  -0.313 -0.060  -0.313 -0.159  -0.313 -0.257  -0.313 -0.355  -0.313 -0.453  -0.313 -0.551  -0.313 -0.649  -0.304 -0.746  -0.280 -0.842  -0.271 -0.939  -0.271 -0.974  -0.269 -0.877  -0.215 -0.795  -0.140 -0.741  -0.045 -0.718  0.048 -0.689  0.143 -0.669  0.242 -0.669  0.340 -0.669  0.438 -0.669  0.536 -0.669  0.634 -0.669  0.732 -0.669  0.827 -0.687  0.918 -0.723  1.011 -0.753  1.109 -0.753  1.034 -0.725  0.962 -0.666  0.908 -0.584
1b#kai#kai2#yslee6/L  -0.178 1.818  -0.178 1.732  -0.178 1.646  -0.178 1.560  -0.192 1.476  -0.212 1.393  -0.219 1.308  -0.219 1.222  -0.219 1.136  -0.219 1.051  -0.219 0.965  -0.219 0.879  -0.227 0.794  -0.235 0.708  -0.244 0.623  -0.253 0.538  -0.259 0.452  -0.259 0.367  -0.259 0.281  -0.259 0.195  -0.259 0.109  -0.259 0.024  -0.259 -0.062  -0.259 -0.148  -0.259 -0.234  -0.259 -0.319  -0.259 -0.405  -0.259 -0.491  -0.259 -0.577  -0.259 -0.663  -0.259 -0.748  -0.259 -0.834  -0.259 -0.920  -0.213 -0.959  -0.128 -0.956  -0.047 -0.929  0.036 -0.906  0.119 -0.885  0.202 -0.864  0.286 -0.844  0.371 -0.837  0.456 -0.837  0.542 -0.837  0.628 -0.837  0.714 -0.837  0.799 -0.837  0.885 -0.837  0.966 -0.864  1.048 -0.891  1.129 -0.919
2#apb#apb06#app0699/L  -0.901 -0.186  -0.716 -0.187  -0.533 -0.126  -0.359 -0.043  -0.185 0.040  -0.023 0.143  0.125 0.266  0.259 0.405  0.388 0.549  0.498 0.707  0.606 0.867  0.708 1.031  0.792 1.204  0.844 1.386  0.771 1.529  0.613 1.425  0.461 1.306  0.328 1.167  0.193 1.030  0.082 0.873  -0.003 0.701  -0.050 0.516  -0.065 0.324  -0.113 0.137  -0.168 -0.048  -0.229 -0.231  -0.330 -0.394  -0.444 -0.549  -0.584 -0.681  -0.736 -0.797  -0.914 -0.873  -1.099 -0.828  -1.192 -0.667  -1.227 -0.479  -1.142 -0.331  -0.953 -0.356  -0.785 -0.451  -0.618 -0.549  -0.452 -0.647  -0.271 -0.709  -0.085 -0.764  0.105 -0.787  0.298 -0.800  0.489 -0.798  0.677 -0.755  0.866 -0.713  1.041 -0.632  1.214 -0.548  1.348 -0.412  1.471 -0.264
2#apb#apb06#app0699/L  -0.428 -0.021  -0.308 -0.072  -0.161 -0.029  -0.020 0.037  0.114 0.117  0.247 0.199  0.371 0.294  0.494 0.389  0.604 0.498  0.699 0.622  0.783 0.752  0.845 0.895  0.831 1.042  0.781 1.189  0.731 1.337  0.681 1.485  0.585 1.563  0.501 1.441  0.449 1.294  0.405 1.145  0.363 0.994  0.332 0.842  0.309 0.687  0.285 0.533  0.252 0.381  0.219 0.228  0.185 0.076  0.151 -0.076  0.115 -0.228  0.053 -0.371  -0.010 -0.514  -0.115 -0.625  -0.233 -0.727  -0.360 -0.816  -0.503 -0.877  -0.650 -0.927  -0.804 -0.950  -0.947 -0.921  -1.068 -0.828  -1.131 -0.685  -1.044 -0.589  -0.900 -0.630  -0.767 -0.707  -0.659 -0.820  -0.546 -0.927  -0.424 -1.025  -0.293 -1.108  -0.157 -1.184  -0.005 -1.195  0.151 -1.189
