1b#ced#cypl9614_s_jd/F  -0.327 0.775  -0.228 0.991  -0.195 1.180  -0.161 0.935  -0.124 0.690  -0.096 0.442  -0.058 0.195  -0.033 -0.054  -0.030 -0.304  -0.030 -0.555  -0.030 -0.805  -0.063 -1.053  -0.085 -1.302  -0.101 -1.551  -0.129 -1.798  -0.167 -1.880  -0.183 -1.630  -0.199 -1.380  -0.214 -1.130  -0.230 -0.880  -0.245 -0.630  -0.261 -0.380  -0.277 -0.130  -0.292 0.120  -0.308 0.370  -0.324 0.620  -0.426 0.841  -0.586 1.030  -0.622 1.171  -0.380 1.204  -0.131 1.220  0.117 1.237  0.368 1.237  0.618 1.241  0.866 1.270  0.837 1.101  0.719 0.880  0.602 0.659  0.485 0.437  0.368 0.216  0.209 0.025  0.017 -0.134  -0.189 -0.276  -0.316 -0.488  -0.307 -0.623  -0.070 -0.642  0.180 -0.642  0.430 -0.636  0.678 -0.609  0.926 -0.576
2#ced#ddjh4871_s_03/F  -0.146 0.932  -0.277 0.885  -0.332 0.667  -0.352 0.443  -0.372 0.219  -0.357 -0.006  -0.357 -0.231  -0.338 -0.456  -0.338 -0.681  -0.328 -0.907  -0.319 -1.132  -0.300 -1.356  -0.300 -1.582  -0.281 -1.806  -0.282 -1.741  -0.284 -1.516  -0.286 -1.290  -0.288 -1.065  -0.290 -0.839  -0.292 -0.613  -0.294 -0.388  -0.296 -0.162  -0.298 0.064  -0.300 0.289  -0.339 0.511  -0.371 0.733  -0.327 0.928  -0.144 1.058  0.068 1.125  0.280 1.202  0.502 1.239  0.724 1.279  0.948 1.298  1.171 1.281  1.099 1.173  0.942 1.011  0.785 0.849  0.627 0.687  0.470 0.525  0.313 0.363  0.156 0.202  -0.001 0.040  -0.150 -0.130  -0.299 -0.298  -0.394 -0.499  -0.190 -0.549  0.033 -0.524  0.253 -0.473  0.472 -0.420  0.681 -0.338
2#ced#ddjh4871_s_03/F  -0.174 0.927  -0.139 0.982  -0.139 0.768  -0.139 0.554  -0.151 0.340  -0.156 0.126  -0.156 -0.088  -0.156 -0.302  -0.156 -0.516  -0.156 -0.730  -0.156 -0.944  -0.156 -1.158  -0.156 -1.373  -0.156 -1.587  -0.156 -1.801  -0.165 -1.891  -0.194 -1.679  -0.224 -1.467  -0.253 -1.255  -0.283 -1.043  -0.313 -0.831  -0.342 -0.619  -0.372 -0.407  -0.401 -0.195  -0.443 0.014  -0.504 0.219  -0.546 0.426  -0.540 0.639  -0.416 0.810  -0.229 0.909  -0.037 1.002  0.160 1.085  0.358 1.165  0.558 1.241  0.764 1.281  0.970 1.340  0.931 1.265  0.784 1.109  0.637 0.954  0.489 0.798  0.342 0.643  0.195 0.488  0.057 0.326  -0.053 0.142  -0.130 -0.057  -0.096 -0.258  0.082 -0.367  0.296 -0.367  0.508 -0.340  0.712 -0.278
2#ced#ddjh4871_s_03/F  -0.078 0.159  -0.078 0.416  -0.050 0.669  -0.041 0.924  -0.022 1.178  -0.079 1.081  -0.134 0.831  -0.146 0.575  -0.162 0.320  -0.184 0.065  -0.190 -0.191  -0.192 -0.447  -0.218 -0.702  -0.218 -0.959  -0.218 -1.215  -0.218 -1.472  -0.218 -1.728  -0.218 -1.984  -0.278 -1.739  -0.339 -1.490  -0.399 -1.241  -0.460 -0.992  -0.520 -0.743  -0.581 -0.494  -0.609 -0.241  -0.671 0.008  -0.681 0.263  -0.571 0.486  -0.382 0.652  -0.172 0.794  0.072 0.859  0.312 0.949  0.561 1.008  0.810 1.065  1.063 1.111  1.313 1.166  1.124 1.031  0.912 0.886  0.701 0.740  0.490 0.595  0.278 0.450  0.067 0.304  -0.127 0.138  -0.293 -0.056  -0.386 -0.280  -0.210 -0.457  0.027 -0.542  0.281 -0.569  0.537 -0.584  0.792 -0.598
2#ced#ddjh4871_s_03/F  -0.193 -0.244  -0.259 -0.016  -0.297 0.217  -0.316 0.390  -0.336 0.153  -0.354 -0.085  -0.373 -0.323  -0.373 -0.562  -0.392 -0.800  -0.392 -1.039  -0.379 -1.277  -0.373 -1.516  -0.302 -1.546  -0.297 -1.308  -0.329 -1.071  -0.361 -0.834  -0.408 -0.600  -0.490 -0.375  -0.588 -0.157  -0.679 0.063  -0.800 0.268  -0.922 0.472  -0.872 0.683  -0.652 0.768  -0.420 0.824  -0.192 0.896  0.037 0.964  0.265 1.035  0.490 1.115  0.721 1.177  0.950 1.246  1.183 1.297  1.222 1.252  1.016 1.132  0.817 1.000  0.638 0.842  0.455 0.690  0.276 0.532  0.099 0.371  -0.055 0.189  -0.191 -0.006  -0.284 -0.225  -0.270 -0.459  -0.119 -0.636  0.092 -0.744  0.328 -0.769  0.567 -0.776  0.806 -0.772  1.044 -0.756  1.270 -0.681
1b#ibm#ibm0#r0104/F  -0.762 0.434  -0.762 0.187  -0.700 -0.051  -0.622 -0.286  -0.613 -0.532  -0.613 -0.780  -0.613 -1.028  -0.613 -1.276  -0.495 -1.475  -0.464 -1.601  -0.464 -1.353  -0.464 -1.106  -0.464 -0.858  -0.464 -0.610  -0.464 -0.362  -0.479 -0.117  -0.557 0.118  -0.645 0.349  -0.756 0.571  -0.703 0.792  -0.492 0.882  -0.245 0.882  0.003 0.882  0.251 0.882  0.495 0.861  0.730 0.783  0.970 0.733  1.217 0.733  1.465 0.733  1.713 0.733  1.592 0.719  1.363 0.625  1.134 0.530  0.904 0.436  0.675 0.342  0.446 0.247  0.217 0.153  -0.012 0.059  -0.241 -0.036  -0.470 -0.130  -0.699 -0.224  -0.894 -0.312  -0.646 -0.312  -0.398 -0.312  -0.159 -0.260  0.076 -0.182  0.321 -0.163  0.568 -0.163  0.807 -0.124  1.029 -0.013
1b#ibm#ibm0#r0104/F  -0.650 1.135  -0.650 0.888  -0.608 0.647  -0.548 0.408  -0.491 0.168  -0.491 -0.078  -0.491 -0.325  -0.491 -0.571  -0.491 -0.818  -0.491 -1.064  -0.475 -1.308  -0.397 -1.542  -0.331 -1.778  -0.331 -1.775  -0.331 -1.528  -0.287 -1.289  -0.209 -1.055  -0.171 -0.815  -0.171 -0.568  -0.216 -0.329  -0.294 -0.095  -0.331 0.146  -0.381 0.361  -0.601 0.472  -0.650 0.688  -0.566 0.900  -0.351 0.975  -0.108 0.954  0.126 0.876  0.363 0.815  0.609 0.815  0.856 0.815  1.103 0.815  1.349 0.815  1.576 0.815  1.342 0.767  1.129 0.642  0.916 0.518  0.704 0.394  0.491 0.270  0.278 0.145  0.065 0.021  -0.148 -0.103  -0.361 -0.227  -0.394 -0.303  -0.148 -0.295  0.085 -0.217  0.319 -0.139  0.553 -0.061  0.787 0.017
1b#ibm#ibm0#r0104/F  -0.342 0.779  -0.321 0.638  -0.299 0.496  -0.277 0.355  -0.260 0.213  -0.250 0.071  -0.241 -0.072  -0.231 -0.214  -0.223 -0.357  -0.223 -0.500  -0.223 -0.643  -0.223 -0.786  -0.217 -0.929  -0.205 -1.071  -0.193 -1.213  -0.180 -1.356  -0.162 -1.498  -0.145 -1.639  -0.171 -1.512  -0.199 -1.372  -0.221 -1.232  -0.206 -1.090  -0.190 -0.948  -0.188 -0.805  -0.196 -0.662  -0.203 -0.520  -0.211 -0.377  -0.218 -0.234  -0.235 -0.093  -0.275 0.044  -0.314 0.182  -0.353 0.319  -0.387 0.458  -0.404 0.600  -0.421 0.741  -0.357 0.869  -0.281 0.982  -0.141 1.010  0.001 1.017  0.144 1.017  0.286 1.006  0.427 0.984  0.568 0.963  0.710 0.941  0.852 0.927  0.994 0.914  1.137 0.901  1.279 0.898  1.422 0.898  1.565 0.898
1b#ibm#ibm0#r0104/F  -1.679 -0.217  -1.609 -0.217  -1.539 -0.217  -1.470 -0.217  -1.400 -0.217  -1.330 -0.217  -1.261 -0.217  -1.191 -0.217  -1.121 -0.217  -1.052 -0.217  -0.982 -0.217  -0.912 -0.217  -0.843 -0.217  -0.774 -0.212  -0.707 -0.192  -0.640 -0.172  -0.573 -0.152  -0.507 -0.132  -0.440 -0.112  -0.373 -0.092  -0.306 -0.072  -0.240 -0.052  -0.173 -0.032  -0.106 -0.012  -0.040 0.008  0.027 0.028  0.094 0.048  0.161 0.068  0.228 0.083  0.298 0.092  0.367 0.101  0.436 0.109  0.505 0.118  0.574 0.126  0.643 0.135  0.712 0.144  0.781 0.152  0.851 0.161  0.920 0.170  0.989 0.178  1.058 0.188  1.127 0.198  1.196 0.208  1.265 0.218  1.334 0.227  1.403 0.237  1.472 0.247  1.541 0.257  1.610 0.267  1.679 0.277
2#aga#scttjyns/F  -0.809 0.513  -0.841 0.398  -0.859 0.181  -0.859 -0.040  -0.843 -0.259  -0.825 -0.479  -0.825 -0.700  -0.820 -0.920  -0.797 -1.139  -0.747 -1.354  -0.695 -1.565  -0.564 -1.548  -0.425 -1.377  -0.286 -1.206  -0.147 -1.034  -0.008 -0.863  0.132 -0.691  0.271 -0.520  0.410 -0.349  0.549 -0.177  0.688 -0.006  0.827 0.166  0.966 0.337  1.105 0.508  1.245 0.680  1.384 0.851  1.363 1.012  1.145 1.026  0.927 0.988  0.709 0.951  0.492 0.915  0.274 0.878  0.055 0.853  -0.159 0.800  -0.375 0.754  -0.590 0.707  -0.655 0.629  -0.455 0.535  -0.256 0.441  -0.056 0.347  0.144 0.253  0.344 0.159  0.544 0.065  0.551 0.015  0.333 -0.016  0.117 -0.052  -0.097 -0.089  -0.309 -0.151  -0.526 -0.193  -0.742 -0.234
2#aga#scttjyns/F  -0.689 0.570  -0.723 0.343  -0.751 0.116  -0.728 -0.114  -0.723 -0.345  -0.723 -0.577  -0.734 -0.808  -0.757 -1.038  -0.740 -1.266  -0.654 -1.480  -0.521 -1.475  -0.369 -1.301  -0.217 -1.126  -0.065 -0.951  0.087 -0.777  0.238 -0.602  0.390 -0.428  0.542 -0.253  0.694 -0.079  0.846 0.096  0.997 0.271  1.149 0.445  1.301 0.620  1.454 0.793  1.461 0.909  1.259 0.995  1.028 1.005  0.798 0.992  0.570 0.955  0.343 0.911  0.116 0.869  -0.115 0.858  -0.343 0.822  -0.574 0.808  -0.805 0.808  -0.812 0.728  -0.633 0.582  -0.453 0.436  -0.274 0.290  -0.094 0.144  0.085 -0.002  0.264 -0.148  0.444 -0.294  0.462 -0.399  0.233 -0.376  0.003 -0.361  -0.224 -0.320  -0.453 -0.284  -0.683 -0.263  -0.910 -0.297
2#aga#scttjyns/F  -0.801 0.427  -0.852 0.255  -0.789 0.021  -0.719 -0.211  -0.701 -0.452  -0.667 -0.692  -0.634 -0.932  -0.622 -1.174  -0.634 -1.415  -0.600 -1.565  -0.443 -1.380  -0.286 -1.194  -0.130 -1.008  0.027 -0.823  0.183 -0.637  0.340 -0.451  0.497 -0.266  0.653 -0.080  0.810 0.106  0.966 0.291  1.123 0.477  1.280 0.662  1.436 0.848  1.340 1.013  1.119 1.109  0.878 1.137  0.637 1.128  0.400 1.079  0.166 1.011  -0.064 0.933  -0.294 0.855  -0.529 0.797  -0.754 0.711  -0.981 0.625  -0.945 0.519  -0.725 0.416  -0.505 0.313  -0.285 0.210  -0.065 0.107  0.155 0.003  0.375 -0.100  0.595 -0.203  0.814 -0.306  0.600 -0.309  0.365 -0.262  0.123 -0.249  -0.119 -0.233  -0.358 -0.274  -0.578 -0.372  -0.801 -0.463
2#aga#scttjyns/F  -0.773 0.593  -0.843 0.408  -0.869 0.176  -0.869 -0.059  -0.869 -0.295  -0.869 -0.530  -0.869 -0.766  -0.855 -1.000  -0.808 -1.231  -0.735 -1.455  -0.597 -1.460  -0.444 -1.281  -0.291 -1.102  -0.138 -0.923  0.015 -0.744  0.168 -0.565  0.321 -0.386  0.474 -0.207  0.627 -0.028  0.780 0.151  0.933 0.330  1.086 0.509  1.239 0.688  1.393 0.867  1.465 1.046  1.241 1.072  1.008 1.037  0.776 0.996  0.548 0.941  0.315 0.907  0.085 0.855  -0.145 0.804  -0.371 0.738  -0.590 0.652  -0.581 0.552  -0.372 0.444  -0.163 0.336  0.047 0.228  0.256 0.120  0.465 0.012  0.675 -0.096  0.722 -0.165  0.487 -0.165  0.251 -0.165  0.016 -0.176  -0.217 -0.206  -0.448 -0.249  -0.670 -0.327  -0.895 -0.395  -1.111 -0.487
2#apb#apb29#app2986/F  -0.064 0.965  -0.064 0.853  -0.048 0.607  -0.008 0.363  -0.005 0.116  -0.044 -0.127  -0.104 -0.367  -0.170 -0.605  -0.238 -0.843  -0.311 -1.080  -0.386 -1.316  -0.461 -1.551  -0.449 -1.777  -0.345 -1.780  -0.394 -1.538  -0.442 -1.295  -0.491 -1.052  -0.539 -0.810  -0.588 -0.567  -0.636 -0.325  -0.685 -0.082  -0.733 0.161  -0.782 0.403  -0.793 0.622  -0.552 0.682  -0.311 0.728  -0.064 0.712  0.176 0.737  0.408 0.824  0.646 0.883  0.893 0.899  1.138 0.930  1.381 0.975  1.520 0.994  1.293 0.910  1.073 0.797  0.853 0.684  0.633 0.571  0.413 0.458  0.193 0.345  -0.028 0.232  -0.248 0.118  -0.468 0.005  -0.657 -0.131  -0.536 -0.234  -0.288 -0.234  -0.041 -0.234  0.207 -0.234  0.453 -0.220  0.696 -0.175
2#app#app18#app1855/F  -0.263 -0.059  -0.054 -0.059  -0.242 -0.059  -0.263 -0.247  -0.263 -0.456  -0.263 -0.665  -0.263 -0.874  -0.263 -1.083  -0.263 -1.292  -0.263 -1.501  -0.263 -1.710  -0.263 -1.710  -0.263 -1.501  -0.263 -1.292  -0.296 -1.091  -0.389 -0.904  -0.483 -0.717  -0.483 -0.508  -0.483 -0.299  -0.483 -0.090  -0.483 0.119  -0.483 0.328  -0.483 0.537  -0.379 0.703  -0.263 0.864  -0.263 1.073  -0.239 1.257  -0.030 1.257  0.178 1.260  0.326 1.408  0.507 1.477  0.716 1.477  0.782 1.403  0.660 1.233  0.539 1.063  0.417 0.893  0.296 0.723  0.174 0.553  0.053 0.383  -0.069 0.213  -0.190 0.043  -0.179 -0.059  -0.044 -0.132  0.019 -0.279  0.228 -0.279  0.437 -0.279  0.646 -0.279  0.855 -0.279  1.064 -0.279  1.273 -0.279
1b#tos#t3#t3011062/F  -0.820 0.691  -0.885 0.778  -0.697 0.802  -0.525 0.891  -0.332 0.909  -0.144 0.942  0.037 1.014  0.229 1.040  0.422 1.070  0.606 1.127  0.796 1.150  0.987 1.171  0.933 1.128  0.748 1.062  0.564 0.997  0.380 0.931  0.195 0.866  0.011 0.801  -0.174 0.735  -0.297 0.714  -0.297 0.518  -0.297 0.322  -0.340 0.137  -0.340 -0.059  -0.340 -0.254  -0.342 -0.450  -0.384 -0.640  -0.384 -0.836  -0.384 -1.031  -0.384 -1.227  -0.384 -1.423  -0.384 -1.618  -0.372 -1.684  -0.337 -1.491  -0.302 -1.299  -0.267 -1.106  -0.232 -0.914  -0.210 -0.720  -0.293 -0.616  -0.116 -0.572  0.080 -0.572  0.258 -0.528  0.435 -0.485  0.487 -0.341  0.487 -0.146  0.487 0.026  0.531 -0.159  0.531 -0.355  0.531 -0.551  0.531 -0.746
2#tos#t3#t3010064/F  -0.415 1.051  -0.532 0.921  -0.333 0.921  -0.153 0.964  0.042 0.986  0.232 1.026  0.389 1.139  0.585 1.152  0.778 1.182  0.977 1.182  0.916 1.051  0.718 1.043  0.519 1.035  0.321 1.028  0.123 1.020  -0.075 1.013  -0.266 0.973  -0.327 0.830  -0.327 0.631  -0.283 0.440  -0.240 0.249  -0.240 0.050  -0.240 -0.148  -0.240 -0.347  -0.240 -0.545  -0.240 -0.743  -0.240 -0.942  -0.231 -1.137  -0.153 -1.303  -0.153 -1.501  -0.153 -1.699  -0.182 -1.869  -0.197 -1.685  -0.197 -1.487  -0.197 -1.288  -0.197 -1.090  -0.197 -0.892  -0.197 -0.693  -0.197 -0.495  -0.197 -0.296  -0.197 -0.098  -0.335 -0.125  -0.295 -0.213  -0.097 -0.213  0.102 -0.213  0.300 -0.213  0.463 -0.234  0.471 -0.111  0.370 -0.096  0.457 -0.213
1b#app#app07#app0718/F  0.263 0.832  0.213 0.620  0.101 0.418  0.065 0.194  -0.039 -0.014  -0.143 -0.223  -0.240 -0.434  -0.318 -0.653  -0.386 -0.870  -0.483 -1.082  -0.545 -1.304  -0.545 -1.537  -0.545 -1.740  -0.535 -1.507  -0.525 -1.274  -0.516 -1.042  -0.506 -0.809  -0.496 -0.576  -0.486 -0.343  -0.477 -0.111  -0.467 0.122  -0.344 0.305  -0.225 0.502  -0.041 0.639  0.137 0.786  0.312 0.937  0.500 1.069  0.699 1.186  0.903 1.287  1.131 1.317  1.330 1.398  1.269 1.286  1.095 1.131  0.921 0.976  0.747 0.821  0.572 0.667  0.398 0.512  0.224 0.357  0.050 0.202  -0.124 0.048  -0.298 -0.107  -0.472 -0.262  -0.646 -0.417  -0.788 -0.586  -0.626 -0.589  -0.447 -0.525  -0.241 -0.462  -0.041 -0.381  0.192 -0.381  0.425 -0.381
3#ceb#Cheng/F  -0.505 0.837  -0.340 0.818  -0.159 0.822  0.021 0.834  0.202 0.849  0.382 0.863  0.562 0.882  0.743 0.899  0.923 0.911  1.104 0.915  1.285 0.907  1.165 0.861  0.985 0.843  0.805 0.824  0.625 0.806  0.445 0.787  0.265 0.769  0.085 0.750  -0.095 0.732  -0.273 0.709  -0.314 0.534  -0.341 0.355  -0.367 0.175  -0.394 -0.004  -0.425 -0.182  -0.458 -0.360  -0.494 -0.537  -0.533 -0.714  -0.573 -0.891  -0.618 -1.066  -0.662 -1.242  -0.703 -1.418  -0.731 -1.597  -0.649 -1.594  -0.590 -1.425  -0.562 -1.246  -0.533 -1.067  -0.504 -0.888  -0.476 -0.709  -0.447 -0.531  -0.419 -0.352  -0.390 -0.173  -0.259 -0.142  -0.081 -0.173  0.098 -0.199  0.278 -0.220  0.459 -0.235  0.640 -0.241  0.821 -0.241  1.002 -0.234
1b#apa#apa19#app1982/F  -0.519 0.582  -0.519 0.367  -0.519 0.152  -0.519 -0.062  -0.519 -0.277  -0.505 -0.488  -0.433 -0.686  -0.433 -0.901  -0.417 -1.113  -0.349 -1.317  -0.324 -1.522  -0.222 -1.674  -0.172 -1.838  -0.208 -1.644  -0.246 -1.433  -0.284 -1.222  -0.322 -1.010  -0.360 -0.799  -0.397 -0.587  -0.435 -0.376  -0.473 -0.164  -0.511 0.047  -0.548 0.259  -0.586 0.470  -0.606 0.683  -0.502 0.851  -0.305 0.929  -0.091 0.929  0.124 0.929  0.339 0.929  0.554 0.929  0.769 0.929  0.983 0.929  1.198 0.929  1.367 0.921  1.165 0.847  0.964 0.772  0.762 0.698  0.561 0.624  0.359 0.550  0.158 0.475  -0.044 0.401  -0.245 0.327  -0.259 0.122  -0.104 0.061  0.110 0.061  0.325 0.061  0.539 0.067  0.743 0.135  0.955 0.148
1b#apa#apa13#app1317/F  -0.505 0.478  -0.505 0.252  -0.505 0.027  -0.505 -0.199  -0.505 -0.424  -0.505 -0.650  -0.505 -0.875  -0.505 -1.101  -0.505 -1.326  -0.505 -1.551  -0.533 -1.327  -0.561 -1.103  -0.589 -0.879  -0.617 -0.655  -0.645 -0.432  -0.673 -0.208  -0.701 0.016  -0.729 0.240  -0.757 0.464  -0.764 0.680  -0.577 0.775  -0.382 0.847  -0.174 0.920  0.048 0.939  0.259 0.998  0.477 1.031  0.702 1.035  0.906 1.124  1.132 1.124  1.346 1.075  1.496 1.009  1.318 0.870  1.140 0.731  0.963 0.592  0.785 0.453  0.607 0.314  0.430 0.175  0.252 0.036  0.075 -0.103  -0.103 -0.242  -0.281 -0.381  -0.458 -0.520  -0.548 -0.629  -0.322 -0.629  -0.108 -0.601  0.091 -0.537  0.307 -0.499  0.520 -0.444  0.745 -0.444  0.971 -0.444
3#app#app14#app1402/F  0.946 0.908  1.066 0.908  0.946 0.953  0.878 1.051  0.713 1.051  0.660 1.163  0.525 1.194  0.359 1.194  0.194 1.194  0.028 1.194  -0.137 1.194  -0.303 1.194  -0.469 1.194  -0.484 1.044  -0.484 0.878  -0.484 0.713  -0.484 0.547  -0.416 0.410  -0.314 0.282  -0.240 0.134  -0.198 -0.022  -0.198 -0.188  -0.116 -0.319  -0.055 -0.459  -0.055 -0.625  -0.055 -0.790  -0.055 -0.956  -0.055 -1.122  -0.055 -1.287  -0.127 -1.380  -0.198 -1.475  -0.315 -1.523  -0.481 -1.523  -0.484 -1.361  -0.484 -1.195  -0.484 -1.030  -0.484 -0.864  -0.375 -0.808  -0.341 -0.676  -0.232 -0.556  -0.198 -0.404  -0.058 -0.379  -0.055 -0.216  -0.025 -0.063  0.092 0.054  0.209 0.171  0.366 0.193  0.531 0.193  0.686 0.167  0.803 0.050
3#ced#rish6239_s_2d/F  -0.488 -0.105  -0.508 0.187  -0.542 0.478  -0.520 0.766  -0.461 0.579  -0.461 0.284  -0.461 -0.011  -0.461 -0.306  -0.461 -0.601  -0.488 -0.893  -0.515 -1.183  -0.542 -1.474  -0.466 -1.320  -0.476 -1.025  -0.485 -0.731  -0.494 -0.436  -0.504 -0.141  -0.513 0.154  -0.702 0.352  -0.971 0.468  -0.920 0.570  -0.630 0.597  -0.341 0.653  -0.053 0.715  0.238 0.762  0.530 0.807  0.814 0.882  1.107 0.906  1.394 0.973  1.683 1.018  1.576 0.853  1.318 0.710  1.060 0.567  0.802 0.424  0.545 0.281  0.287 0.139  0.029 -0.004  -0.229 -0.147  -0.479 -0.303  -0.734 -0.446  -0.999 -0.569  -0.778 -0.591  -0.486 -0.564  -0.195 -0.527  0.096 -0.490  0.389 -0.463  0.683 -0.456  0.978 -0.456  1.273 -0.456  1.564 -0.429
3#ced#rish6239_s_2d/F  -0.454 0.415  -0.559 0.467  -0.572 0.231  -0.596 -0.004  -0.604 -0.242  -0.624 -0.478  -0.624 -0.716  -0.596 -0.950  -0.596 -1.189  -0.578 -1.425  -0.581 -1.445  -0.610 -1.208  -0.639 -0.972  -0.668 -0.735  -0.697 -0.498  -0.726 -0.261  -0.755 -0.024  -0.784 0.212  -0.813 0.449  -0.957 0.528  -0.728 0.582  -0.502 0.657  -0.280 0.742  -0.060 0.832  0.167 0.901  0.398 0.953  0.633 0.981  0.868 1.009  1.103 0.981  1.341 0.971  1.560 0.884  1.405 0.761  1.200 0.639  0.995 0.518  0.789 0.396  0.584 0.274  0.379 0.152  0.174 0.031  -0.031 -0.091  -0.194 -0.260  -0.373 -0.416  -0.537 -0.534  -0.302 -0.506  -0.068 -0.475  0.169 -0.449  0.402 -0.413  0.635 -0.376  0.871 -0.350  1.104 -0.310  1.330 -0.237
1b#apb#apb24#app2485/F  -0.433 0.809  -0.266 0.671  -0.162 0.450  -0.081 0.219  -0.015 -0.016  0.017 -0.257  0.025 -0.501  0.036 -0.746  0.052 -0.990  0.066 -1.234  0.076 -1.478  0.120 -1.718  0.178 -1.955  0.178 -1.764  0.178 -1.519  0.083 -1.295  -0.018 -1.072  -0.119 -0.850  -0.220 -0.627  -0.322 -0.404  -0.423 -0.181  -0.524 0.041  -0.625 0.264  -0.727 0.487  -0.810 0.712  -0.719 0.918  -0.526 1.069  -0.304 1.169  -0.078 1.263  0.147 1.359  0.383 1.417  0.624 1.414  0.846 1.333  0.842 1.126  0.669 0.953  0.496 0.780  0.323 0.607  0.150 0.434  -0.023 0.261  -0.196 0.088  -0.369 -0.085  -0.542 -0.258  -0.555 -0.378  -0.315 -0.338  -0.080 -0.268  0.141 -0.164  0.364 -0.063  0.590 0.031  0.816 0.123  1.053 0.165
2#apb#apb16#app1617/F  1.518 1.236  1.437 1.128  1.347 1.092  1.221 1.056  1.085 1.056  0.949 1.055  0.814 1.040  0.681 1.019  0.550 0.983  0.418 0.953  0.282 0.953  0.147 0.944  0.013 0.922  -0.116 0.879  -0.126 0.751  -0.059 0.650  -0.049 0.515  -0.068 0.383  -0.111 0.254  -0.145 0.123  -0.174 -0.010  -0.228 -0.134  -0.284 -0.258  -0.326 -0.386  -0.359 -0.518  -0.392 -0.650  -0.440 -0.775  -0.505 -0.895  -0.568 -1.015  -0.611 -1.144  -0.656 -1.272  -0.691 -1.401  -0.678 -1.389  -0.643 -1.258  -0.608 -1.127  -0.573 -0.995  -0.538 -0.864  -0.503 -0.733  -0.468 -0.602  -0.432 -0.471  -0.397 -0.340  -0.362 -0.209  -0.327 -0.077  -0.253 0.002  -0.133 -0.054  0.002 -0.071  0.137 -0.087  0.272 -0.099  0.407 -0.087  0.542 -0.075
1b#apb#apb40#app4084/F  0.389 0.874  0.265 0.800  0.155 0.611  0.066 0.410  -0.023 0.209  -0.109 0.007  -0.189 -0.198  -0.270 -0.402  -0.351 -0.607  -0.396 -0.822  -0.442 -1.037  -0.477 -1.253  -0.477 -1.473  -0.447 -1.689  -0.380 -1.770  -0.350 -1.552  -0.350 -1.332  -0.350 -1.113  -0.350 -0.893  -0.350 -0.673  -0.346 -0.453  -0.337 -0.233  -0.327 -0.014  -0.318 0.206  -0.300 0.425  -0.275 0.643  -0.250 0.862  -0.225 1.080  -0.178 1.295  -0.090 1.490  0.101 1.456  0.278 1.326  0.466 1.214  0.662 1.114  0.849 0.999  1.053 0.918  1.214 0.854  1.046 0.712  0.879 0.569  0.711 0.427  0.543 0.284  0.376 0.142  0.208 -0.000  0.041 -0.143  -0.127 -0.285  -0.294 -0.427  -0.448 -0.579  -0.367 -0.714  -0.155 -0.676  0.047 -0.588
1b#apb#apb40#app4084/F  -0.405 0.566  -0.321 0.504  -0.162 0.593  -0.013 0.696  0.133 0.804  0.269 0.924  0.403 1.047  0.536 1.171  0.667 1.296  0.772 1.441  0.718 1.469  0.616 1.323  0.537 1.160  0.478 0.990  0.442 0.812  0.407 0.634  0.378 0.455  0.362 0.274  0.347 0.093  0.334 -0.088  0.334 -0.270  0.334 -0.451  0.318 -0.632  0.293 -0.812  0.233 -0.983  0.101 -1.101  -0.061 -1.178  -0.234 -1.233  -0.415 -1.226  -0.595 -1.211  -0.768 -1.156  -0.935 -1.085  -1.094 -0.999  -1.223 -0.871  -1.302 -0.714  -1.146 -0.621  -0.997 -0.518  -0.847 -0.415  -0.697 -0.312  -0.548 -0.210  -0.414 -0.110  -0.365 -0.109  -0.184 -0.100  -0.003 -0.080  0.177 -0.060  0.355 -0.027  0.532 0.016  0.708 0.059  0.884 0.103  1.061 0.147
2#tos#t3#t3026064/F  -0.555 0.897  -0.554 0.767  -0.384 0.801  -0.210 0.832  -0.038 0.863  0.124 0.933  0.300 0.955  0.478 0.962  0.627 1.054  0.792 1.111  0.968 1.126  0.958 1.158  0.784 1.124  0.613 1.079  0.441 1.034  0.269 0.987  0.098 0.960  0.066 0.815  0.000 0.664  -0.016 0.497  -0.065 0.349  -0.130 0.191  -0.130 0.014  -0.177 -0.156  -0.224 -0.327  -0.266 -0.500  -0.314 -0.669  -0.383 -0.830  -0.393 -1.006  -0.439 -1.175  -0.522 -1.318  -0.585 -1.481  -0.631 -1.651  -0.624 -1.608  -0.577 -1.437  -0.530 -1.266  -0.483 -1.094  -0.437 -0.923  -0.390 -0.751  -0.343 -0.580  -0.296 -0.409  -0.261 -0.321  -0.139 -0.376  0.031 -0.344  0.188 -0.267  0.356 -0.214  0.533 -0.213  0.675 -0.126  0.848 -0.115  0.947 -0.017
