2#app#app25#app2545/b  0.575 1.633  0.575 1.832  0.575 1.791  0.575 1.592  0.575 1.393  0.414 1.355  0.297 1.274  0.297 1.075  0.297 0.876  0.175 0.800  0.020 0.757  0.020 0.558  -0.144 0.523  -0.258 0.438  -0.258 0.240  -0.258 0.041  -0.347 -0.121  -0.487 -0.261  -0.627 -0.402  -0.768 -0.542  -0.813 -0.722  -0.813 -0.809  -0.813 -0.610  -0.813 -0.412  -0.716 -0.310  -0.523 -0.297  -0.382 -0.157  -0.235 -0.032  -0.036 -0.032  0.020 0.110  0.020 0.309  0.020 0.508  0.149 0.393  0.290 0.253  0.485 0.245  0.575 0.136  0.575 -0.063  0.575 -0.261  0.575 -0.460  0.524 -0.638  0.384 -0.778  0.297 -0.941  0.297 -1.140  0.297 -1.338  0.180 -1.420  -0.018 -1.420  -0.217 -1.420  -0.258 -1.262  -0.337 -1.142  -0.535 -1.142
2#lav#lav3#cl_0001/b  -0.707 1.963  -0.650 1.805  -0.630 1.637  -0.615 1.469  -0.607 1.300  -0.582 1.133  -0.539 0.970  -0.502 0.805  -0.476 0.638  -0.449 0.471  -0.418 0.305  -0.370 0.143  -0.322 -0.019  -0.329 -0.188  -0.337 -0.357  -0.346 -0.526  -0.356 -0.695  -0.320 -0.823  -0.310 -0.654  -0.308 -0.485  -0.317 -0.316  -0.332 -0.148  -0.351 0.020  -0.374 0.187  -0.359 0.351  -0.245 0.476  -0.087 0.535  0.074 0.579  0.243 0.579  0.403 0.544  0.549 0.459  0.690 0.366  0.829 0.270  0.948 0.150  1.028 0.009  1.060 -0.157  1.063 -0.326  1.054 -0.493  0.983 -0.647  0.886 -0.784  0.775 -0.911  0.639 -1.006  0.485 -1.074  0.323 -1.124  0.159 -1.163  -0.007 -1.197  -0.168 -1.212  -0.302 -1.115  -0.259 -0.952  -0.216 -0.788
1c#apa#apa04#app0433/b  0.185 2.059  0.165 1.907  0.052 1.794  0.024 1.661  -0.081 1.606  -0.081 1.446  -0.159 1.318  -0.213 1.180  -0.213 1.020  -0.275 0.874  -0.346 0.730  -0.346 0.570  -0.364 0.413  -0.415 0.261  -0.466 0.109  -0.479 -0.049  -0.479 -0.210  -0.508 -0.358  -0.611 -0.475  -0.611 -0.635  -0.611 -0.796  -0.611 -0.956  -0.611 -1.116  -0.504 -1.018  -0.479 -0.868  -0.346 -0.840  -0.313 -0.694  -0.200 -0.581  -0.086 -0.467  -0.013 -0.325  0.063 -0.185  0.176 -0.072  0.196 0.081  0.309 0.194  0.423 0.307  0.572 0.334  0.715 0.318  0.715 0.158  0.715 -0.003  0.715 -0.163  0.715 -0.323  0.715 -0.483  0.680 -0.629  0.583 -0.749  0.583 -0.909  0.505 -0.992  0.376 -1.066  0.240 -1.125  0.080 -1.125  -0.081 -1.125
2#ibm#ibm0#r0207/b  -0.897 1.855  -0.791 1.748  -0.744 1.617  -0.718 1.470  -0.670 1.327  -0.623 1.184  -0.591 1.039  -0.591 0.888  -0.591 0.737  -0.591 0.586  -0.591 0.436  -0.591 0.285  -0.591 0.134  -0.577 -0.013  -0.509 -0.148  -0.442 -0.283  -0.437 -0.433  -0.437 -0.583  -0.437 -0.734  -0.437 -0.619  -0.437 -0.468  -0.380 -0.331  -0.313 -0.196  -0.223 -0.077  -0.116 0.030  -0.010 0.136  0.097 0.243  0.215 0.322  0.366 0.322  0.517 0.322  0.667 0.322  0.802 0.296  0.870 0.161  0.937 0.026  1.040 -0.083  1.096 -0.211  1.096 -0.361  1.096 -0.512  1.096 -0.663  1.041 -0.779  0.906 -0.847  0.769 -0.905  0.618 -0.905  0.467 -0.905  0.316 -0.905  0.166 -0.905  0.015 -0.905  -0.136 -0.905  -0.287 -0.905  -0.437 -0.905
2#ibm#ibm0#r0207/b  -0.653 2.029  -0.653 1.865  -0.653 1.701  -0.653 1.537  -0.653 1.373  -0.653 1.209  -0.653 1.045  -0.626 0.886  -0.574 0.730  -0.522 0.574  -0.476 0.418  -0.476 0.254  -0.476 0.090  -0.476 -0.074  -0.431 -0.231  -0.379 -0.386  -0.328 -0.542  -0.298 -0.701  -0.298 -0.865  -0.298 -0.938  -0.298 -0.774  -0.298 -0.610  -0.298 -0.446  -0.298 -0.282  -0.188 -0.164  -0.090 -0.035  -0.017 0.112  0.057 0.258  0.173 0.374  0.312 0.434  0.476 0.434  0.640 0.434  0.782 0.399  0.856 0.252  0.929 0.106  1.037 -0.016  1.119 -0.146  1.119 -0.310  1.104 -0.467  0.988 -0.583  0.872 -0.699  0.754 -0.812  0.607 -0.885  0.461 -0.959  0.302 -0.984  0.138 -0.984  -0.026 -0.984  -0.182 -0.953  -0.329 -0.880  -0.476 -0.806
2#ibm#ibm0#r0207/b  -0.850 1.823  -0.809 1.699  -0.768 1.575  -0.735 1.449  -0.711 1.321  -0.687 1.192  -0.667 1.063  -0.658 0.933  -0.650 0.803  -0.640 0.672  -0.614 0.545  -0.587 0.417  -0.560 0.289  -0.537 0.160  -0.530 0.030  -0.523 -0.101  -0.516 -0.231  -0.504 -0.361  -0.484 -0.490  -0.464 -0.619  -0.404 -0.550  -0.334 -0.439  -0.286 -0.317  -0.240 -0.195  -0.186 -0.077  -0.106 0.026  -0.025 0.129  0.099 0.160  0.227 0.186  0.355 0.211  0.484 0.237  0.597 0.181  0.709 0.113  0.810 0.032  0.903 -0.060  0.996 -0.152  1.026 -0.273  1.037 -0.404  1.043 -0.534  1.043 -0.665  0.990 -0.773  0.897 -0.865  0.803 -0.955  0.681 -1.001  0.556 -1.031  0.425 -1.031  0.294 -1.031  0.164 -1.031  0.033 -1.031  -0.098 -1.031
1c#apb#apb05#app0522/b  0.349 1.962  0.312 1.805  0.233 1.644  0.160 1.479  0.087 1.315  0.020 1.149  -0.045 0.981  -0.111 0.814  -0.182 0.649  -0.253 0.484  -0.325 0.320  -0.382 0.149  -0.439 -0.021  -0.496 -0.191  -0.564 -0.358  -0.632 -0.524  -0.704 -0.688  -0.789 -0.847  -0.870 -0.981  -0.797 -0.817  -0.714 -0.658  -0.630 -0.499  -0.532 -0.349  -0.427 -0.204  -0.321 -0.059  -0.213 0.085  -0.102 0.226  0.010 0.367  0.141 0.487  0.284 0.595  0.435 0.690  0.607 0.738  0.754 0.687  0.834 0.526  0.873 0.351  0.889 0.172  0.883 -0.006  0.848 -0.182  0.813 -0.358  0.778 -0.535  0.681 -0.682  0.564 -0.818  0.437 -0.945  0.294 -1.053  0.141 -1.145  -0.031 -1.196  -0.210 -1.202  -0.382 -1.168  -0.550 -1.108  -0.727 -1.076
1c#kai#kai0#yslee0/b  -0.502 2.094  -0.454 1.926  -0.454 1.749  -0.454 1.573  -0.454 1.397  -0.454 1.221  -0.454 1.045  -0.454 0.868  -0.454 0.692  -0.454 0.516  -0.454 0.340  -0.432 0.166  -0.406 -0.008  -0.406 -0.184  -0.406 -0.360  -0.406 -0.536  -0.366 -0.706  -0.357 -0.881  -0.322 -1.053  -0.311 -1.229  -0.325 -1.198  -0.350 -1.024  -0.359 -0.848  -0.356 -0.672  -0.301 -0.505  -0.263 -0.335  -0.244 -0.164  -0.166 -0.006  -0.110 0.161  -0.039 0.321  0.067 0.461  0.228 0.531  0.397 0.564  0.570 0.535  0.727 0.462  0.886 0.388  1.003 0.267  1.087 0.112  1.124 -0.055  1.084 -0.225  1.028 -0.392  0.923 -0.533  0.794 -0.651  0.652 -0.755  0.499 -0.840  0.328 -0.871  0.152 -0.871  -0.025 -0.871  -0.195 -0.840  -0.359 -0.775
1c#kai#kai0#yslee0/b  -0.248 2.047  -0.294 1.862  -0.340 1.678  -0.358 1.490  -0.364 1.300  -0.401 1.114  -0.413 0.925  -0.413 0.735  -0.413 0.545  -0.413 0.355  -0.413 0.165  -0.413 -0.025  -0.413 -0.216  -0.407 -0.405  -0.361 -0.589  -0.358 -0.779  -0.349 -0.968  -0.303 -1.152  -0.317 -1.296  -0.413 -1.135  -0.413 -0.945  -0.413 -0.755  -0.413 -0.565  -0.377 -0.380  -0.326 -0.197  -0.273 -0.015  -0.221 0.168  -0.152 0.342  -0.044 0.498  0.070 0.650  0.202 0.787  0.373 0.833  0.555 0.786  0.716 0.687  0.838 0.543  0.942 0.385  1.021 0.213  1.021 0.023  1.021 -0.167  0.999 -0.355  0.937 -0.532  0.832 -0.690  0.713 -0.829  0.528 -0.875  0.344 -0.921  0.155 -0.931  -0.035 -0.931  -0.218 -0.886  -0.398 -0.826  -0.579 -0.766
1c#apa#apa09#app0944/b  -0.242 1.942  -0.328 1.856  -0.378 1.756  -0.378 1.635  -0.378 1.513  -0.378 1.392  -0.378 1.271  -0.378 1.150  -0.378 1.029  -0.378 0.908  -0.378 0.787  -0.378 0.665  -0.378 0.544  -0.378 0.423  -0.378 0.302  -0.378 0.181  -0.378 0.060  -0.378 -0.061  -0.378 -0.183  -0.378 -0.304  -0.378 -0.425  -0.378 -0.546  -0.378 -0.667  -0.378 -0.788  -0.378 -0.909  -0.378 -1.030  -0.312 -1.124  -0.219 -1.194  -0.098 -1.194  0.023 -1.194  0.144 -1.194  0.236 -1.124  0.322 -1.039  0.408 -0.953  0.440 -0.845  0.440 -0.724  0.440 -0.603  0.426 -0.485  0.372 -0.377  0.318 -0.268  0.303 -0.151  0.303 -0.030  0.362 0.033  0.483 0.033  0.604 0.033  0.724 0.027  0.832 -0.027  0.941 -0.081  1.036 -0.053  1.121 0.033
1c#app#app08#app0804/b  -0.452 1.967  -0.452 2.009  -0.452 1.847  -0.452 1.684  -0.452 1.521  -0.452 1.359  -0.452 1.196  -0.452 1.034  -0.452 0.871  -0.452 0.708  -0.452 0.546  -0.452 0.383  -0.452 0.220  -0.452 0.058  -0.452 -0.105  -0.452 -0.267  -0.452 -0.430  -0.380 -0.563  -0.349 -0.713  -0.349 -0.875  -0.349 -0.969  -0.282 -0.834  -0.247 -0.686  -0.197 -0.544  -0.144 -0.403  -0.144 -0.241  -0.069 -0.109  0.046 0.006  0.088 0.151  0.163 0.283  0.280 0.328  0.368 0.403  0.503 0.431  0.638 0.365  0.753 0.250  0.778 0.097  0.838 -0.040  0.880 -0.185  0.880 -0.348  0.880 -0.511  0.824 -0.650  0.734 -0.783  0.644 -0.901  0.573 -0.992  0.436 -1.038  0.301 -1.106  0.139 -1.106  -0.024 -1.106  -0.187 -1.106  -0.349 -1.106
1c#app#app19#app1953/b  -1.097 1.543  -1.097 1.421  -1.097 1.299  -1.032 1.203  -0.959 1.111  -0.959 0.989  -0.959 0.866  -0.959 0.744  -0.892 0.649  -0.822 0.556  -0.822 0.434  -0.822 0.311  -0.740 0.223  -0.684 0.124  -0.684 0.001  -0.684 -0.121  -0.684 -0.244  -0.565 -0.247  -0.546 -0.351  -0.458 -0.384  -0.357 -0.332  -0.270 -0.246  -0.161 -0.191  -0.051 -0.137  0.047 -0.066  0.134 0.020  0.220 0.107  0.318 0.166  0.440 0.166  0.563 0.166  0.685 0.166  0.807 0.166  0.901 0.096  0.968 0.002  0.980 -0.109  1.102 -0.109  1.106 -0.227  1.106 -0.350  1.044 -0.446  0.968 -0.537  0.968 -0.660  0.968 -0.782  0.861 -0.797  0.739 -0.797  0.616 -0.797  0.555 -0.859  0.509 -0.935  0.387 -0.935  0.265 -0.935  0.142 -0.935
3#app#app08#app0802/b  -0.955 1.459  -0.895 1.562  -0.853 1.441  -0.853 1.278  -0.853 1.115  -0.853 0.952  -0.853 0.789  -0.771 0.660  -0.750 0.506  -0.750 0.343  -0.750 0.180  -0.673 0.049  -0.647 -0.103  -0.647 -0.266  -0.617 -0.417  -0.545 -0.550  -0.545 -0.675  -0.489 -0.536  -0.442 -0.392  -0.404 -0.245  -0.340 -0.109  -0.246 0.015  -0.203 0.161  -0.135 0.295  -0.021 0.388  0.113 0.477  0.251 0.536  0.414 0.536  0.577 0.536  0.638 0.434  0.767 0.353  0.912 0.310  1.027 0.195  1.096 0.060  1.120 -0.079  1.198 -0.163  1.198 -0.326  1.096 -0.387  1.096 -0.550  1.010 -0.677  0.895 -0.792  0.776 -0.899  0.613 -0.899  0.489 -0.993  0.330 -1.002  0.167 -1.002  0.004 -1.002  -0.122 -0.912  -0.237 -0.857  -0.340 -0.797
1c#syn#syn0#jwd/b  -0.151 2.171  -0.213 2.028  -0.227 1.851  -0.227 1.673  -0.227 1.494  -0.227 1.316  -0.227 1.137  -0.227 0.959  -0.230 0.781  -0.239 0.603  -0.247 0.425  -0.255 0.246  -0.262 0.068  -0.266 -0.110  -0.271 -0.288  -0.280 -0.466  -0.288 -0.645  -0.294 -0.823  -0.309 -1.001  -0.340 -1.173  -0.369 -1.011  -0.358 -0.834  -0.341 -0.656  -0.313 -0.480  -0.262 -0.309  -0.211 -0.138  -0.148 0.028  -0.064 0.185  0.045 0.325  0.173 0.447  0.324 0.541  0.498 0.579  0.672 0.551  0.824 0.461  0.926 0.319  0.971 0.148  0.965 -0.031  0.915 -0.201  0.840 -0.361  0.742 -0.510  0.617 -0.636  0.484 -0.755  0.327 -0.841  0.171 -0.926  0.011 -1.003  -0.162 -1.045  -0.339 -1.064  -0.516 -1.077  -0.683 -1.022  -0.730 -0.927
1c#syn#syn0#jwd/b  -0.408 2.166  -0.441 2.010  -0.429 1.844  -0.402 1.679  -0.371 1.516  -0.339 1.352  -0.315 1.187  -0.292 1.021  -0.272 0.856  -0.266 0.689  -0.268 0.522  -0.271 0.356  -0.273 0.189  -0.283 0.022  -0.303 -0.143  -0.324 -0.309  -0.344 -0.474  -0.364 -0.640  -0.392 -0.804  -0.425 -0.968  -0.457 -1.041  -0.413 -0.880  -0.355 -0.724  -0.288 -0.571  -0.219 -0.419  -0.135 -0.276  -0.045 -0.135  0.060 -0.007  0.176 0.113  0.304 0.219  0.446 0.306  0.601 0.361  0.764 0.383  0.923 0.332  1.048 0.237  1.056 0.071  1.041 -0.092  0.955 -0.234  0.855 -0.368  0.756 -0.501  0.624 -0.603  0.489 -0.700  0.345 -0.785  0.199 -0.866  0.048 -0.935  -0.107 -0.996  -0.268 -1.041  -0.431 -1.065  -0.575 -1.004  -0.616 -0.852
1c#syn#syn0#jwd/b  -0.374 2.059  -0.489 1.997  -0.500 1.841  -0.492 1.678  -0.475 1.516  -0.457 1.355  -0.437 1.193  -0.417 1.032  -0.396 0.870  -0.376 0.709  -0.355 0.548  -0.335 0.386  -0.319 0.224  -0.303 0.062  -0.298 -0.100  -0.293 -0.263  -0.298 -0.425  -0.308 -0.588  -0.324 -0.749  -0.351 -0.910  -0.392 -1.067  -0.423 -0.967  -0.379 -0.810  -0.330 -0.655  -0.260 -0.509  -0.174 -0.371  -0.087 -0.234  0.009 -0.104  0.124 0.011  0.246 0.118  0.380 0.211  0.527 0.277  0.683 0.320  0.845 0.320  0.998 0.267  1.094 0.137  1.103 -0.026  1.050 -0.179  0.963 -0.314  0.859 -0.439  0.731 -0.538  0.599 -0.634  0.458 -0.713  0.314 -0.789  0.164 -0.853  0.011 -0.906  -0.144 -0.955  -0.302 -0.996  -0.460 -1.035  -0.609 -1.003
1c#ced#aike2911_s_1z/b  -0.508 1.730  -0.472 1.750  -0.479 1.578  -0.479 1.404  -0.479 1.230  -0.479 1.056  -0.479 0.882  -0.479 0.708  -0.481 0.534  -0.508 0.362  -0.508 0.188  -0.495 0.016  -0.508 -0.151  -0.508 -0.325  -0.508 -0.499  -0.508 -0.673  -0.508 -0.847  -0.508 -1.021  -0.508 -0.861  -0.508 -0.687  -0.503 -0.513  -0.479 -0.341  -0.444 -0.172  -0.397 -0.005  -0.342 0.159  -0.258 0.310  -0.148 0.444  -0.035 0.576  0.119 0.641  0.282 0.700  0.454 0.719  0.623 0.682  0.768 0.598  0.891 0.475  0.942 0.312  0.994 0.146  0.994 -0.028  0.994 -0.202  0.994 -0.376  1.021 -0.545  0.975 -0.710  0.889 -0.862  0.777 -0.981  0.616 -1.044  0.458 -1.115  0.285 -1.111  0.113 -1.086  -0.057 -1.063  -0.224 -1.012  -0.392 -0.970
1c#app#app19#app1995/b  -0.907 1.543  -0.907 1.608  -0.907 1.495  -0.855 1.403  -0.818 1.305  -0.818 1.192  -0.809 1.081  -0.759 0.980  -0.729 0.874  -0.729 0.761  -0.729 0.648  -0.716 0.538  -0.665 0.437  -0.640 0.330  -0.640 0.217  -0.566 0.135  -0.549 0.029  -0.469 -0.051  -0.448 -0.147  -0.335 -0.147  -0.222 -0.147  -0.109 -0.147  -0.002 -0.132  0.080 -0.058  0.193 -0.058  0.290 -0.018  0.382 0.031  0.495 0.031  0.608 0.031  0.714 0.012  0.798 -0.058  0.872 -0.097  0.872 -0.210  0.959 -0.236  0.961 -0.347  0.961 -0.460  0.961 -0.573  0.872 -0.597  0.859 -0.707  0.809 -0.808  0.727 -0.859  0.614 -0.859  0.532 -0.932  0.426 -0.949  0.324 -0.999  0.220 -1.037  0.107 -1.037  -0.006 -1.037  -0.115 -1.028  -0.195 -0.948
1c#apa#apa14#app1415/b  -0.434 1.963  -0.434 1.962  -0.364 1.798  -0.339 1.615  -0.339 1.422  -0.310 1.236  -0.243 1.059  -0.243 0.865  -0.243 0.672  -0.243 0.479  -0.243 0.286  -0.243 0.093  -0.243 -0.100  -0.229 -0.292  -0.183 -0.479  -0.147 -0.668  -0.147 -0.861  -0.097 -1.004  -0.074 -1.054  -0.161 -0.881  -0.247 -0.708  -0.333 -0.536  -0.420 -0.363  -0.506 -0.190  -0.593 -0.017  -0.679 0.155  -0.720 0.338  -0.566 0.432  -0.381 0.482  -0.195 0.528  -0.002 0.528  0.186 0.505  0.362 0.432  0.545 0.409  0.708 0.336  0.833 0.194  0.906 0.018  0.996 -0.137  1.085 -0.308  1.097 -0.499  0.980 -0.643  0.906 -0.805  0.720 -0.813  0.582 -0.945  0.414 -1.010  0.242 -1.097  0.049 -1.100  -0.144 -1.100  -0.337 -1.100  -0.530 -1.100
1c#apb#apb14#app1419/b  0.126 1.527  0.088 1.705  0.126 1.738  0.115 1.558  0.064 1.383  0.012 1.208  -0.028 1.031  -0.067 0.853  -0.124 0.680  -0.182 0.507  -0.263 0.344  -0.344 0.182  -0.418 0.015  -0.491 -0.152  -0.578 -0.312  -0.671 -0.468  -0.758 -0.627  -0.824 -0.721  -0.750 -0.559  -0.669 -0.396  -0.556 -0.254  -0.447 -0.109  -0.343 0.041  -0.210 0.160  -0.056 0.258  0.086 0.371  0.228 0.484  0.403 0.536  0.572 0.603  0.744 0.648  0.887 0.535  0.984 0.392  1.017 0.213  1.029 0.032  1.025 -0.150  0.973 -0.324  0.893 -0.487  0.796 -0.640  0.691 -0.790  0.560 -0.912  0.397 -0.985  0.219 -1.020  0.040 -1.056  -0.141 -1.063  -0.323 -1.059  -0.502 -1.026  -0.683 -1.015  -0.847 -0.953  -0.974 -0.912  -0.824 -1.015
1c#apa#apa13#app1351/b  -0.680 1.973  -0.680 1.778  -0.680 1.582  -0.579 1.428  -0.579 1.232  -0.579 1.037  -0.540 0.847  -0.478 0.661  -0.478 0.466  -0.441 0.274  -0.403 0.082  -0.378 -0.112  -0.351 -0.301  -0.277 -0.479  -0.266 -0.672  -0.178 -0.847  -0.113 -1.016  -0.125 -0.921  -0.193 -0.738  -0.262 -0.555  -0.331 -0.371  -0.400 -0.188  -0.468 -0.005  -0.537 0.179  -0.606 0.362  -0.675 0.545  -0.501 0.560  -0.305 0.560  -0.110 0.560  0.086 0.560  0.266 0.491  0.450 0.446  0.613 0.338  0.779 0.235  0.950 0.141  1.035 -0.019  1.136 -0.173  1.222 -0.333  1.338 -0.481  1.320 -0.669  1.167 -0.787  0.987 -0.852  0.791 -0.852  0.595 -0.852  0.399 -0.852  0.204 -0.852  0.008 -0.852  -0.188 -0.852  -0.384 -0.852  -0.579 -0.852
1c#apa#apa13#app1351/b  -0.534 1.876  -0.456 1.714  -0.450 1.521  -0.409 1.332  -0.365 1.144  -0.365 0.949  -0.281 0.774  -0.281 0.578  -0.281 0.383  -0.206 0.205  -0.194 0.013  -0.111 -0.163  -0.111 -0.358  -0.111 -0.553  -0.111 -0.748  -0.123 -0.886  -0.195 -0.705  -0.268 -0.524  -0.340 -0.342  -0.413 -0.161  -0.485 0.020  -0.558 0.201  -0.630 0.383  -0.703 0.564  -0.775 0.745  -0.627 0.777  -0.432 0.777  -0.237 0.777  -0.058 0.708  0.126 0.642  0.306 0.568  0.488 0.516  0.603 0.362  0.715 0.205  0.884 0.110  0.981 -0.055  1.030 -0.238  1.072 -0.424  1.072 -0.619  1.023 -0.794  0.945 -0.957  0.781 -1.059  0.633 -1.184  0.466 -1.252  0.271 -1.252  0.076 -1.252  -0.118 -1.248  -0.280 -1.139  -0.431 -1.017  -0.534 -0.914
2#app#app07#app0763/b  0.949 1.977  0.804 1.942  0.692 1.829  0.579 1.717  0.510 1.586  0.461 1.439  0.383 1.301  0.282 1.182  0.232 1.031  0.181 0.880  0.110 0.738  0.072 0.588  0.072 0.429  0.072 0.270  -0.007 0.144  -0.038 -0.003  -0.038 -0.162  -0.038 -0.321  -0.038 -0.480  -0.038 -0.639  -0.139 -0.756  -0.252 -0.659  -0.364 -0.547  -0.477 -0.434  -0.589 -0.322  -0.702 -0.209  -0.814 -0.097  -0.898 0.004  -0.758 0.050  -0.625 0.113  -0.466 0.113  -0.307 0.113  -0.148 0.113  -0.003 0.079  0.124 0.004  0.181 -0.098  0.289 -0.213  0.323 -0.358  0.401 -0.485  0.401 -0.644  0.401 -0.803  0.401 -0.962  0.372 -1.093  0.236 -1.148  0.100 -1.202  -0.059 -1.202  -0.218 -1.202  -0.377 -1.202  -0.536 -1.202  -0.696 -1.202
1c#sie#char#oaba#oaba4671/b  -1.326 -1.155  -1.174 -1.066  -1.038 -0.954  -0.914 -0.830  -0.783 -0.711  -0.648 -0.599  -0.520 -0.477  -0.397 -0.351  -0.269 -0.230  -0.138 -0.112  -0.022 0.020  0.102 0.145  0.210 0.284  0.323 0.419  0.434 0.556  0.543 0.694  0.639 0.841  0.729 0.992  0.802 1.150  0.862 1.315  0.874 1.489  0.765 1.585  0.618 1.496  0.502 1.366  0.393 1.228  0.284 1.091  0.176 0.952  0.079 0.806  -0.010 0.654  -0.105 0.506  -0.184 0.348  -0.263 0.191  -0.327 0.027  -0.375 -0.142  -0.401 -0.316  -0.427 -0.490  -0.427 -0.667  -0.420 -0.842  -0.401 -1.016  -0.359 -1.188  -0.221 -1.258  -0.065 -1.191  0.065 -1.073  0.171 -0.932  0.265 -0.783  0.332 -0.620  0.383 -0.452  0.406 -0.281  0.544 -0.233  0.709 -0.183
1c#syn#syn0#fwu/b  -0.205 2.085  -0.239 2.014  -0.317 1.879  -0.338 1.725  -0.303 1.571  -0.277 1.417  -0.282 1.260  -0.287 1.102  -0.298 0.945  -0.316 0.789  -0.336 0.633  -0.356 0.476  -0.376 0.320  -0.396 0.164  -0.415 0.007  -0.420 -0.150  -0.424 -0.307  -0.428 -0.465  -0.429 -0.622  -0.427 -0.780  -0.394 -0.880  -0.369 -0.724  -0.340 -0.570  -0.303 -0.416  -0.263 -0.264  -0.206 -0.117  -0.140 0.025  -0.057 0.158  0.066 0.256  0.221 0.275  0.369 0.223  0.508 0.151  0.627 0.048  0.744 -0.057  0.842 -0.179  0.924 -0.314  1.000 -0.451  1.020 -0.606  1.004 -0.758  0.905 -0.875  0.765 -0.943  0.612 -0.980  0.454 -0.985  0.297 -0.978  0.141 -0.962  -0.013 -0.927  -0.164 -0.884  -0.312 -0.831  -0.459 -0.775  -0.609 -0.724
1c#apb#apb35#app3578/b  0.383 1.962  0.315 1.826  0.226 1.670  0.140 1.513  0.074 1.346  0.008 1.179  -0.060 1.013  -0.129 0.847  -0.198 0.681  -0.270 0.517  -0.344 0.353  -0.418 0.190  -0.493 0.027  -0.569 -0.136  -0.644 -0.299  -0.712 -0.466  -0.780 -0.632  -0.861 -0.792  -0.948 -0.949  -0.888 -0.874  -0.807 -0.713  -0.716 -0.558  -0.618 -0.408  -0.518 -0.259  -0.414 -0.112  -0.310 0.034  -0.199 0.174  -0.066 0.295  0.067 0.416  0.220 0.509  0.376 0.596  0.532 0.685  0.687 0.607  0.766 0.446  0.816 0.273  0.865 0.100  0.910 -0.073  0.894 -0.252  0.873 -0.430  0.840 -0.606  0.784 -0.776  0.708 -0.938  0.595 -1.078  0.436 -1.152  0.279 -1.150  0.167 -1.016  0.015 -0.942  -0.162 -0.924  -0.338 -0.885  -0.511 -0.839
2#syn#syn0#lvh/b  -0.037 1.704  -0.081 1.514  -0.133 1.322  -0.181 1.128  -0.227 0.934  -0.271 0.739  -0.315 0.544  -0.363 0.351  -0.412 0.158  -0.462 -0.036  -0.509 -0.229  -0.559 -0.422  -0.615 -0.614  -0.672 -0.805  -0.733 -0.995  -0.831 -1.158  -0.776 -0.967  -0.719 -0.776  -0.658 -0.586  -0.573 -0.405  -0.488 -0.225  -0.393 -0.050  -0.293 0.123  -0.187 0.291  -0.059 0.444  0.070 0.597  0.239 0.703  0.409 0.807  0.598 0.868  0.792 0.905  0.989 0.901  1.167 0.809  1.280 0.650  1.296 0.458  1.281 0.259  1.223 0.070  1.110 -0.094  0.996 -0.258  0.862 -0.403  0.698 -0.516  0.529 -0.622  0.359 -0.727  0.173 -0.797  -0.016 -0.859  -0.213 -0.892  -0.411 -0.910  -0.609 -0.906  -0.788 -0.830  -0.823 -0.652  -0.663 -0.541
2#syn#syn0#lvh/b  -0.415 1.780  -0.471 1.706  -0.468 1.525  -0.461 1.343  -0.452 1.161  -0.447 0.980  -0.447 0.798  -0.449 0.616  -0.455 0.434  -0.461 0.253  -0.471 0.071  -0.481 -0.110  -0.498 -0.291  -0.521 -0.472  -0.541 -0.652  -0.557 -0.833  -0.569 -1.015  -0.600 -1.006  -0.565 -0.827  -0.519 -0.652  -0.465 -0.478  -0.411 -0.305  -0.343 -0.136  -0.267 0.029  -0.184 0.191  -0.092 0.347  0.025 0.485  0.154 0.613  0.307 0.711  0.476 0.777  0.654 0.809  0.833 0.796  0.987 0.709  1.087 0.562  1.124 0.386  1.118 0.206  1.085 0.027  1.011 -0.138  0.928 -0.300  0.826 -0.450  0.722 -0.599  0.598 -0.732  0.470 -0.860  0.325 -0.969  0.175 -1.071  0.014 -1.157  -0.156 -1.217  -0.325 -1.180  -0.396 -1.022  -0.431 -0.844
3#apb#apb22#app2237/b  0.224 1.775  0.272 1.880  0.272 1.841  0.267 1.722  0.243 1.606  0.219 1.489  0.188 1.374  0.157 1.259  0.127 1.144  0.099 1.028  0.072 0.913  0.044 0.797  0.016 0.681  -0.018 0.567  -0.056 0.454  -0.093 0.341  -0.131 0.229  -0.169 0.116  -0.206 0.003  -0.248 -0.108  -0.291 -0.220  -0.333 -0.331  -0.375 -0.442  -0.412 -0.555  -0.439 -0.671  -0.466 -0.787  -0.493 -0.903  -0.534 -1.014  -0.577 -1.125  -0.616 -1.237  -0.568 -1.320  -0.464 -1.270  -0.380 -1.186  -0.296 -1.102  -0.209 -1.021  -0.118 -0.944  -0.028 -0.866  0.062 -0.789  0.156 -0.715  0.250 -0.643  0.345 -0.570  0.429 -0.488  0.503 -0.395  0.578 -0.302  0.638 -0.199  0.667 -0.095  0.593 -0.011  0.483 0.036  0.367 0.033  0.248 0.020
