1c#apa#apa03#app0358/g  0.149 0.823  0.262 0.886  0.262 1.062  0.186 1.162  0.017 1.144  -0.120 1.049  -0.191 0.944  -0.343 0.897  -0.468 0.773  -0.530 0.622  -0.643 0.559  -0.643 0.383  -0.757 0.254  -0.690 0.144  -0.514 0.144  -0.337 0.144  -0.161 0.144  0.015 0.144  0.146 0.254  0.274 0.370  0.375 0.445  0.488 0.509  0.576 0.597  0.639 0.710  0.714 0.811  0.714 0.885  0.601 0.822  0.601 0.646  0.587 0.484  0.488 0.407  0.488 0.230  0.488 0.054  0.488 -0.122  0.488 -0.298  0.375 -0.428  0.375 -0.604  0.375 -0.780  0.375 -0.956  0.343 -1.101  0.262 -1.196  0.149 -1.259  0.041 -1.327  -0.136 -1.327  -0.312 -1.327  -0.488 -1.327  -0.664 -1.327  -0.841 -1.327  -1.017 -1.327  -1.165 -1.258  -1.322 -1.214
1c#app#app37#app3706/g  0.284 1.091  0.190 1.234  0.090 1.368  -0.081 1.368  -0.176 1.293  -0.279 1.162  -0.356 1.009  -0.391 0.847  -0.453 0.690  -0.453 0.519  -0.497 0.359  -0.545 0.199  -0.545 0.028  -0.545 -0.143  -0.464 -0.280  -0.335 -0.383  -0.168 -0.375  -0.032 -0.291  0.008 -0.160  0.020 0.009  0.096 0.162  0.192 0.239  0.192 0.410  0.192 0.581  0.192 0.752  0.192 0.923  0.192 1.094  0.134 1.126  0.100 0.969  0.100 0.798  0.143 0.637  0.192 0.478  0.192 0.307  0.192 0.136  0.243 -0.023  0.284 -0.185  0.284 -0.356  0.284 -0.527  0.326 -0.691  0.377 -0.854  0.377 -1.025  0.377 -1.196  0.333 -1.348  0.277 -1.496  0.156 -1.617  0.035 -1.738  -0.084 -1.806  -0.203 -1.858  -0.282 -1.766  -0.361 -1.674
2#apa#apa02#app0246/g  0.363 1.046  0.363 1.236  0.193 1.257  0.006 1.251  -0.129 1.116  -0.284 1.032  -0.358 0.869  -0.410 0.691  -0.357 0.554  -0.176 0.577  -0.019 0.679  0.139 0.765  0.277 0.890  0.363 1.044  0.433 1.068  0.364 0.907  0.363 0.717  0.293 0.543  0.293 0.353  0.236 0.172  0.222 -0.016  0.165 -0.193  0.112 -0.370  0.058 -0.548  0.004 -0.725  -0.059 -0.900  -0.112 -1.082  -0.190 -1.255  -0.244 -1.432  -0.340 -1.587  -0.410 -1.748  -0.551 -1.733  -0.562 -1.549  -0.691 -1.439  -0.691 -1.249  -0.601 -1.093  -0.551 -0.914  -0.503 -0.733  -0.433 -0.557  -0.352 -0.384  -0.267 -0.214  -0.172 -0.051  -0.038 0.083  0.097 0.218  0.252 0.323  0.430 0.377  0.611 0.413  0.785 0.484  0.946 0.554  1.136 0.554
3#app#app07#app0791/g  0.158 1.202  0.108 1.120  -0.006 1.102  -0.074 1.038  -0.172 0.954  -0.265 0.861  -0.369 0.792  -0.476 0.732  -0.497 0.608  -0.497 0.476  -0.458 0.383  -0.326 0.383  -0.211 0.423  -0.096 0.465  0.024 0.494  0.076 0.605  0.153 0.705  0.240 0.801  0.299 0.874  0.322 0.984  0.322 1.116  0.368 1.038  0.404 0.942  0.404 0.810  0.404 0.678  0.404 0.545  0.404 0.413  0.404 0.281  0.404 0.149  0.404 0.017  0.404 -0.115  0.404 -0.248  0.393 -0.377  0.334 -0.495  0.275 -0.613  0.227 -0.736  0.195 -0.864  0.163 -0.992  0.078 -1.090  -0.012 -1.187  -0.071 -1.305  -0.155 -1.405  -0.248 -1.499  -0.346 -1.583  -0.478 -1.583  -0.610 -1.583  -0.661 -1.502  -0.661 -1.370  -0.591 -1.267  -0.497 -1.174
3#app#app07#app0791/g  0.128 1.233  0.094 1.151  -0.003 1.102  -0.086 1.019  -0.189 0.985  -0.276 0.912  -0.285 0.799  -0.285 0.682  -0.196 0.655  -0.079 0.655  0.016 0.708  0.121 0.737  0.156 0.820  0.255 0.864  0.293 0.965  0.376 0.999  0.424 1.068  0.541 1.068  0.541 0.951  0.541 0.834  0.541 0.717  0.541 0.600  0.541 0.482  0.541 0.365  0.507 0.256  0.459 0.151  0.440 0.038  0.387 -0.067  0.376 -0.181  0.357 -0.293  0.304 -0.398  0.252 -0.503  0.193 -0.603  0.110 -0.686  0.028 -0.768  -0.055 -0.851  -0.131 -0.939  -0.184 -1.043  -0.255 -1.134  -0.338 -1.217  -0.435 -1.280  -0.533 -1.337  -0.575 -1.412  -0.692 -1.412  -0.781 -1.385  -0.781 -1.267  -0.781 -1.150  -0.781 -1.033  -0.723 -0.940  -0.616 -0.916
3#apa#apa10#app1017/g  0.568 0.893  0.472 0.989  0.343 1.007  0.247 1.103  0.117 1.116  -0.018 1.108  -0.150 1.075  -0.281 1.042  -0.413 1.009  -0.514 0.923  -0.611 0.827  -0.655 0.709  -0.655 0.573  -0.533 0.560  -0.397 0.560  -0.261 0.560  -0.125 0.560  -0.008 0.621  0.105 0.696  0.218 0.771  0.240 0.893  0.346 0.864  0.346 0.728  0.361 0.594  0.388 0.461  0.414 0.327  0.441 0.194  0.457 0.060  0.457 -0.076  0.457 -0.212  0.457 -0.347  0.457 -0.483  0.457 -0.619  0.457 -0.755  0.457 -0.891  0.440 -1.022  0.365 -1.135  0.290 -1.248  0.199 -1.339  0.067 -1.372  -0.064 -1.405  -0.196 -1.438  -0.319 -1.387  -0.439 -1.324  -0.535 -1.228  -0.631 -1.132  -0.727 -1.036  -0.741 -0.921  -0.698 -0.792  -0.655 -0.663
2#cea#Asundi/g  -0.577 0.644  -0.405 0.695  -0.236 0.751  -0.073 0.825  0.085 0.909  0.239 1.001  0.383 1.107  0.524 1.217  0.651 1.343  0.502 1.302  0.338 1.231  0.179 1.148  0.025 1.058  -0.124 0.958  -0.258 0.839  -0.372 0.703  -0.277 0.684  -0.115 0.759  0.058 0.800  0.217 0.741  0.285 0.579  0.304 0.402  0.299 0.223  0.280 0.046  0.243 -0.130  0.196 -0.302  0.136 -0.470  0.065 -0.634  -0.013 -0.796  -0.106 -0.948  -0.207 -1.095  -0.317 -1.237  -0.431 -1.374  -0.557 -1.501  -0.689 -1.622  -0.787 -1.639  -0.686 -1.491  -0.591 -1.339  -0.494 -1.189  -0.385 -1.047  -0.275 -0.906  -0.165 -0.765  -0.053 -0.625  0.067 -0.493  0.189 -0.361  0.315 -0.235  0.446 -0.112  0.582 0.003  0.722 0.115  0.862 0.226
2#cea#Asundi/g  -0.173 0.343  -0.025 0.386  0.119 0.437  0.258 0.503  0.392 0.577  0.513 0.670  0.614 0.784  0.676 0.924  0.651 1.063  0.503 1.067  0.362 1.007  0.231 0.928  0.106 0.840  -0.014 0.744  -0.122 0.636  -0.216 0.514  -0.266 0.372  -0.162 0.277  -0.010 0.277  0.134 0.327  0.274 0.391  0.402 0.474  0.520 0.572  0.616 0.690  0.692 0.823  0.643 0.806  0.591 0.662  0.540 0.517  0.484 0.374  0.424 0.233  0.363 0.093  0.299 -0.047  0.235 -0.186  0.170 -0.325  0.103 -0.463  0.035 -0.601  -0.041 -0.734  -0.116 -0.867  -0.191 -1.002  -0.267 -1.135  -0.355 -1.260  -0.458 -1.372  -0.585 -1.456  -0.734 -1.483  -0.877 -1.430  -1.013 -1.360  -1.147 -1.284  -1.271 -1.194  -1.393 -1.102  -1.515 -1.008
2#cea#Asundi/g  -0.089 0.323  0.065 0.328  0.216 0.362  0.358 0.423  0.493 0.499  0.614 0.594  0.714 0.712  0.792 0.845  0.832 0.994  0.723 1.058  0.576 1.013  0.437 0.946  0.303 0.869  0.177 0.779  0.066 0.672  -0.015 0.543  -0.013 0.398  0.125 0.345  0.276 0.359  0.415 0.426  0.541 0.515  0.653 0.620  0.766 0.726  0.803 0.639  0.745 0.495  0.679 0.356  0.601 0.223  0.518 0.092  0.434 -0.038  0.351 -0.168  0.267 -0.298  0.185 -0.430  0.105 -0.562  0.022 -0.692  -0.063 -0.822  -0.148 -0.951  -0.237 -1.077  -0.336 -1.196  -0.453 -1.295  -0.597 -1.313  -0.729 -1.232  -0.848 -1.133  -0.962 -1.028  -1.079 -0.928  -1.192 -0.822  -1.298 -0.710  -1.394 -0.589  -1.445 -0.444  -1.474 -0.292  -1.481 -0.138
2#cea#Asundi/g  -0.353 0.619  -0.161 0.676  0.022 0.759  0.189 0.869  0.350 0.988  0.496 1.126  0.550 1.294  0.377 1.194  0.213 1.077  0.053 0.958  -0.090 0.816  -0.221 0.668  -0.205 0.533  -0.029 0.627  0.121 0.760  0.265 0.900  0.415 1.033  0.582 1.113  0.573 0.914  0.533 0.718  0.480 0.524  0.428 0.330  0.377 0.136  0.323 -0.058  0.269 -0.251  0.214 -0.444  0.150 -0.634  0.078 -0.821  -0.017 -0.999  -0.126 -1.166  -0.258 -1.316  -0.417 -1.439  -0.607 -1.503  -0.807 -1.507  -0.987 -1.424  -1.110 -1.272  -1.117 -1.076  -1.041 -0.891  -0.918 -0.733  -0.776 -0.591  -0.621 -0.465  -0.454 -0.355  -0.272 -0.269  -0.085 -0.199  0.111 -0.158  0.311 -0.142  0.512 -0.142  0.709 -0.182  0.897 -0.251  1.074 -0.342
2#cea#Asundi/g  -0.088 0.460  0.022 0.526  0.129 0.597  0.233 0.673  0.330 0.757  0.422 0.846  0.495 0.951  0.518 1.069  0.406 1.033  0.305 0.954  0.210 0.868  0.115 0.781  0.029 0.686  -0.013 0.568  0.078 0.532  0.188 0.597  0.294 0.670  0.387 0.758  0.482 0.844  0.579 0.929  0.654 0.919  0.638 0.792  0.616 0.666  0.588 0.540  0.556 0.416  0.516 0.294  0.475 0.172  0.434 0.050  0.394 -0.071  0.345 -0.190  0.294 -0.308  0.240 -0.425  0.180 -0.538  0.119 -0.651  0.043 -0.755  -0.034 -0.858  -0.120 -0.952  -0.209 -1.045  -0.310 -1.125  -0.416 -1.196  -0.533 -1.249  -0.659 -1.270  -0.786 -1.265  -0.913 -1.243  -1.033 -1.200  -1.144 -1.136  -1.237 -1.048  -1.293 -0.934  -1.279 -0.808  -1.248 -0.683
2#cea#Asundi/g  -1.089 0.177  -0.893 0.229  -0.702 0.296  -0.513 0.368  -0.328 0.449  -0.150 0.544  0.023 0.650  0.195 0.756  0.365 0.865  0.527 0.987  0.672 1.127  0.789 1.291  0.675 1.374  0.485 1.306  0.302 1.221  0.127 1.120  -0.041 1.008  -0.191 0.872  -0.322 0.719  -0.416 0.542  -0.364 0.380  -0.189 0.479  -0.014 0.581  0.167 0.672  0.342 0.666  0.400 0.477  0.411 0.275  0.406 0.073  0.393 -0.129  0.369 -0.330  0.331 -0.528  0.284 -0.725  0.218 -0.916  0.128 -1.097  0.021 -1.268  -0.105 -1.425  -0.260 -1.555  -0.440 -1.646  -0.638 -1.656  -0.726 -1.513  -0.642 -1.330  -0.531 -1.162  -0.406 -1.003  -0.268 -0.856  -0.128 -0.709  0.025 -0.577  0.178 -0.444  0.342 -0.326  0.506 -0.208  0.679 -0.102
2#cea#Asundi/g  -0.196 0.366  -0.060 0.430  0.070 0.505  0.194 0.590  0.311 0.685  0.420 0.788  0.508 0.910  0.554 1.052  0.491 1.171  0.358 1.104  0.242 1.008  0.135 0.902  0.029 0.795  -0.063 0.677  -0.135 0.546  -0.187 0.405  -0.145 0.277  0.002 0.283  0.132 0.357  0.251 0.450  0.360 0.554  0.454 0.670  0.541 0.793  0.632 0.913  0.626 0.822  0.576 0.680  0.531 0.537  0.486 0.393  0.442 0.249  0.398 0.105  0.354 -0.039  0.312 -0.183  0.274 -0.329  0.230 -0.473  0.177 -0.614  0.118 -0.752  0.050 -0.887  -0.024 -1.018  -0.103 -1.145  -0.208 -1.253  -0.325 -1.346  -0.464 -1.402  -0.613 -1.421  -0.763 -1.413  -0.905 -1.366  -1.039 -1.298  -1.161 -1.210  -1.262 -1.099  -1.307 -0.959  -1.299 -0.809
1c#app#app40#app4048/g  -0.078 1.441  -0.264 1.441  -0.426 1.417  -0.463 1.267  -0.635 1.232  -0.766 1.101  -0.774 0.917  -0.774 0.731  -0.774 0.545  -0.734 0.398  -0.548 0.398  -0.426 0.462  -0.349 0.572  -0.252 0.661  -0.252 0.847  -0.138 0.920  -0.078 1.045  -0.078 0.955  0.073 0.920  0.096 0.757  0.220 0.622  0.270 0.456  0.270 0.270  0.369 0.125  0.444 -0.031  0.510 -0.190  0.618 -0.331  0.618 -0.518  0.618 -0.704  0.618 -0.890  0.618 -1.076  0.618 -1.263  0.510 -1.341  0.359 -1.426  0.209 -1.515  0.023 -1.515  -0.078 -1.430  -0.176 -1.341  -0.252 -1.231  -0.252 -1.045  -0.252 -0.859  -0.105 -0.820  -0.078 -0.660  -0.078 -0.474  0.052 -0.342  0.220 -0.298  0.270 -0.161  0.419 -0.124  0.444 0.038  0.618 0.050
1c#apa#apa20#app2045/g  0.269 0.886  0.226 1.038  0.161 1.181  0.052 1.242  -0.039 1.320  -0.208 1.320  -0.378 1.320  -0.490 1.199  -0.523 1.037  -0.598 0.885  -0.598 0.716  -0.598 0.546  -0.598 0.376  -0.598 0.207  -0.598 0.037  -0.492 -0.088  -0.368 -0.198  -0.198 -0.198  -0.068 -0.102  0.072 -0.051  0.148 0.101  0.184 0.258  0.269 0.392  0.269 0.562  0.269 0.731  0.182 0.865  0.161 0.964  0.161 0.794  0.161 0.624  0.161 0.455  0.187 0.291  0.263 0.140  0.269 -0.028  0.269 -0.198  0.382 -0.322  0.423 -0.487  0.464 -0.651  0.486 -0.818  0.548 -0.973  0.595 -1.132  0.595 -1.301  0.539 -1.448  0.391 -1.500  0.221 -1.500  0.051 -1.500  -0.118 -1.500  -0.283 -1.490  -0.413 -1.392  -0.555 -1.326  -0.707 -1.283
3#apb#apb35#app3514/g  0.723 0.934  0.564 0.981  0.393 0.872  0.547 0.798  0.752 0.838  0.725 0.923  0.518 0.934  0.318 0.894  0.277 0.744  0.099 0.636  -0.069 0.512  -0.075 0.382  0.127 0.431  0.317 0.515  0.508 0.600  0.684 0.708  0.544 0.749  0.547 0.564  0.602 0.688  0.557 0.655  0.419 0.499  0.301 0.327  0.185 0.153  0.096 -0.035  0.013 -0.226  -0.077 -0.414  -0.180 -0.595  -0.299 -0.766  -0.426 -0.932  -0.556 -1.095  -0.705 -1.241  -0.855 -1.386  -1.031 -1.498  -1.218 -1.586  -1.305 -1.475  -1.226 -1.284  -1.116 -1.107  -0.992 -0.939  -0.860 -0.778  -0.728 -0.616  -0.571 -0.480  -0.409 -0.349  -0.246 -0.217  -0.082 -0.089  0.088 0.032  0.258 0.153  0.433 0.266  0.617 0.364  0.806 0.451  1.008 0.504
2#app#app32#app3230/g  -0.190 0.381  -0.106 0.451  0.020 0.479  0.090 0.605  0.159 0.730  0.230 0.855  0.230 1.009  0.230 1.163  0.204 1.291  0.120 1.361  -0.018 1.323  -0.129 1.217  -0.266 1.146  -0.358 1.025  -0.434 0.891  -0.519 0.763  -0.618 0.646  -0.680 0.506  -0.680 0.352  -0.680 0.198  -0.623 0.101  -0.539 0.031  -0.385 0.031  -0.259 0.101  -0.175 0.171  -0.050 0.241  0.020 0.366  0.090 0.491  0.198 0.483  0.307 0.374  0.370 0.246  0.440 0.120  0.461 -0.030  0.509 -0.177  0.515 -0.329  0.580 -0.468  0.580 -0.622  0.580 -0.777  0.580 -0.931  0.534 -1.066  0.488 -1.205  0.440 -1.348  0.322 -1.429  0.184 -1.498  0.062 -1.580  -0.093 -1.580  -0.247 -1.580  -0.401 -1.580  -0.485 -1.510  -0.610 -1.440
1c#sie#char#kwba#kwba4723/g  -0.742 -0.324  -0.713 -0.095  -0.659 0.131  -0.591 0.355  -0.502 0.570  -0.396 0.777  -0.263 0.968  -0.096 1.129  0.122 1.207  0.352 1.207  0.567 1.121  0.622 1.076  0.413 1.177  0.185 1.223  -0.046 1.215  -0.257 1.124  -0.422 0.960  -0.508 0.744  -0.545 0.514  -0.514 0.285  -0.429 0.071  -0.249 -0.074  -0.019 -0.079  0.171 0.048  0.317 0.229  0.401 0.445  0.438 0.675  0.433 0.826  0.433 0.593  0.442 0.361  0.433 0.128  0.433 -0.105  0.433 -0.338  0.425 -0.571  0.409 -0.804  0.377 -1.035  0.340 -1.265  0.284 -1.491  0.182 -1.700  0.002 -1.832  -0.218 -1.776  -0.378 -1.609  -0.461 -1.394  -0.476 -1.163  -0.406 -0.942  -0.255 -0.765  -0.065 -0.631  0.135 -0.511  0.336 -0.395  0.525 -0.258
2#tos#t1#t1013062/g  0.596 0.663  0.468 0.762  0.441 0.961  0.340 1.088  0.214 1.238  0.035 1.303  -0.139 1.388  -0.342 1.364  -0.506 1.273  -0.598 1.083  -0.678 0.881  -0.683 0.656  -0.683 0.429  -0.568 0.297  -0.361 0.236  -0.134 0.236  0.045 0.302  0.159 0.481  0.319 0.642  0.383 0.679  0.340 0.494  0.340 0.267  0.340 0.040  0.340 -0.187  0.340 -0.414  0.340 -0.641  0.340 -0.869  0.340 -1.096  0.212 -1.227  0.170 -1.412  0.086 -1.555  -0.141 -1.555  -0.326 -1.512  -0.486 -1.411  -0.641 -1.298  -0.729 -1.125  -0.854 -0.940  -0.854 -0.713  -0.792 -0.512  -0.634 -0.391  -0.513 -0.233  -0.303 -0.190  -0.164 -0.088  0.049 -0.018  0.268 0.041  0.473 0.108  0.700 0.108  0.927 0.108  1.155 0.108  1.364 0.151
1c#apa#apa00#app0002/g  0.185 0.956  0.185 1.096  0.093 1.164  -0.036 1.189  -0.155 1.141  -0.271 1.083  -0.329 0.967  -0.428 0.868  -0.485 0.752  -0.514 0.625  -0.469 0.504  -0.398 0.427  -0.335 0.316  -0.196 0.316  -0.080 0.374  0.002 0.432  0.062 0.542  0.126 0.621  0.126 0.761  0.129 0.898  0.185 0.982  0.243 1.064  0.301 1.001  0.301 0.861  0.303 0.722  0.359 0.606  0.359 0.466  0.359 0.326  0.359 0.186  0.359 0.047  0.359 -0.093  0.359 -0.233  0.338 -0.368  0.301 -0.499  0.301 -0.638  0.286 -0.776  0.243 -0.909  0.232 -1.046  0.185 -1.174  0.148 -1.308  0.113 -1.431  0.031 -1.489  -0.050 -1.547  -0.190 -1.547  -0.315 -1.513  -0.445 -1.489  -0.527 -1.431  -0.598 -1.347  -0.596 -1.256  -0.514 -1.198
2#apb#apb04#app0499/g  0.488 0.735  0.346 0.564  0.303 0.332  0.318 0.095  0.353 -0.142  0.376 -0.380  0.376 -0.619  0.376 -0.858  0.348 -1.092  0.258 -1.314  0.143 -1.523  -0.021 -1.695  -0.250 -1.752  -0.483 -1.711  -0.691 -1.602  -0.851 -1.424  -0.963 -1.213  -1.036 -0.988  -0.931 -0.779  -0.791 -0.586  -0.650 -0.393  -0.509 -0.199  -0.368 -0.006  -0.227 0.187  -0.086 0.381  0.055 0.574  0.195 0.767  0.336 0.960  0.477 1.154  0.496 1.380  0.282 1.327  0.073 1.211  -0.116 1.070  -0.272 0.889  -0.408 0.692  -0.481 0.465  -0.427 0.239  -0.274 0.062  -0.051 0.012  0.179 0.070  0.351 0.230  0.412 0.461  0.440 0.699  0.440 0.938  0.376 1.056  0.376 0.817  0.376 0.578  0.384 0.340  0.432 0.106  0.521 -0.116
2#apb#apb04#app0499/g  0.468 1.236  0.395 1.337  0.269 1.305  0.153 1.237  0.048 1.150  -0.051 1.057  -0.138 0.953  -0.221 0.846  -0.294 0.731  -0.346 0.607  -0.376 0.475  -0.385 0.340  -0.310 0.235  -0.192 0.169  -0.066 0.175  0.056 0.231  0.168 0.309  0.268 0.401  0.361 0.499  0.389 0.631  0.419 0.764  0.458 0.894  0.468 1.029  0.423 0.921  0.380 0.794  0.353 0.661  0.325 0.528  0.295 0.395  0.266 0.262  0.244 0.128  0.222 -0.006  0.201 -0.140  0.181 -0.275  0.161 -0.409  0.139 -0.543  0.118 -0.678  0.094 -0.811  0.064 -0.944  0.035 -1.077  -0.000 -1.208  -0.042 -1.337  -0.092 -1.463  -0.208 -1.533  -0.334 -1.583  -0.463 -1.566  -0.591 -1.520  -0.710 -1.456  -0.819 -1.374  -0.871 -1.253  -0.911 -1.123
2#ibm#ibm0#r0312/g  0.667 0.999  0.624 1.166  0.500 1.252  0.371 1.334  0.162 1.331  0.014 1.182  -0.135 1.033  -0.169 0.838  -0.206 0.664  -0.337 0.584  -0.337 0.374  -0.337 0.164  -0.484 0.015  -0.489 -0.172  -0.337 -0.230  -0.236 -0.339  -0.169 -0.196  0.011 -0.159  0.160 -0.010  0.309 0.139  0.339 0.336  0.488 0.485  0.525 0.664  0.667 0.733  0.667 0.943  0.667 0.845  0.667 0.969  0.667 0.759  0.552 0.664  0.500 0.506  0.358 0.355  0.333 0.155  0.333 -0.055  0.333 -0.265  0.333 -0.475  0.165 -0.518  0.165 -0.728  0.096 -0.910  -0.002 -1.080  -0.002 -1.290  -0.159 -1.343  -0.359 -1.366  -0.504 -1.505  -0.553 -1.343  -0.763 -1.343  -0.934 -1.248  -1.114 -1.176  -1.173 -1.025  -1.036 -0.872  -0.839 -0.841
2#ibm#ibm0#r0312/g  0.264 0.875  0.264 1.048  0.236 1.208  0.114 1.330  -0.053 1.321  -0.174 1.199  -0.296 1.078  -0.448 1.028  -0.498 0.906  -0.498 0.734  -0.498 0.562  -0.498 0.389  -0.498 0.217  -0.498 0.045  -0.498 -0.127  -0.390 -0.192  -0.218 -0.192  -0.089 -0.087  0.033 0.035  0.139 0.168  0.216 0.322  0.310 0.464  0.416 0.592  0.446 0.752  0.567 0.874  0.551 1.028  0.416 0.990  0.416 0.818  0.416 0.645  0.416 0.473  0.416 0.301  0.416 0.129  0.416 -0.044  0.416 -0.216  0.416 -0.388  0.371 -0.542  0.264 -0.670  0.264 -0.842  0.264 -1.014  0.264 -1.186  0.193 -1.329  0.055 -1.411  -0.041 -1.488  -0.138 -1.563  -0.310 -1.563  -0.482 -1.563  -0.609 -1.453  -0.651 -1.298  -0.783 -1.259  -0.803 -1.106
2#ibm#ibm0#r0312/g  0.340 1.010  0.498 1.031  0.457 1.168  0.340 1.229  0.259 1.325  0.081 1.325  0.025 1.204  0.025 1.026  -0.132 1.006  -0.150 0.835  -0.275 0.710  -0.289 0.538  -0.289 0.360  -0.318 0.194  -0.444 0.069  -0.430 -0.091  -0.253 -0.091  -0.075 -0.091  0.080 -0.037  0.183 0.098  0.220 0.261  0.340 0.388  0.360 0.558  0.486 0.684  0.498 0.856  0.498 0.987  0.498 0.809  0.452 0.650  0.340 0.519  0.340 0.341  0.340 0.164  0.340 -0.014  0.240 -0.091  0.183 -0.212  0.183 -0.390  0.183 -0.567  0.183 -0.745  0.183 -0.923  0.183 -1.101  0.098 -1.193  -0.049 -1.268  -0.132 -1.411  -0.213 -1.508  -0.390 -1.508  -0.568 -1.508  -0.746 -1.508  -0.766 -1.351  -0.936 -1.333  -1.062 -1.208  -0.919 -1.193
2#ibm#ibm0#r0312/g  0.687 0.812  0.667 1.005  0.525 1.147  0.502 1.330  0.313 1.301  0.171 1.159  -0.008 1.069  -0.188 0.985  -0.348 0.944  -0.397 0.764  -0.521 0.615  -0.521 0.414  -0.521 0.213  -0.598 0.045  -0.693 -0.116  -0.693 -0.317  -0.571 -0.396  -0.371 -0.396  -0.343 -0.223  -0.152 -0.199  -0.010 -0.057  0.169 -0.032  0.202 0.155  0.345 0.295  0.515 0.326  0.556 0.509  0.687 0.655  0.687 0.856  0.687 0.913  0.687 0.713  0.687 0.512  0.531 0.467  0.515 0.283  0.515 0.083  0.447 -0.050  0.342 -0.146  0.342 -0.346  0.342 -0.547  0.215 -0.695  0.169 -0.877  0.005 -0.913  -0.003 -1.105  -0.051 -1.258  -0.229 -1.312  -0.381 -1.431  -0.581 -1.431  -0.782 -1.431  -0.982 -1.431  -1.183 -1.431  -1.384 -1.431
2#ibm#ibm0#r0312/g  0.496 0.958  0.435 1.108  0.375 1.257  0.274 1.369  0.115 1.337  -0.043 1.305  -0.152 1.191  -0.258 1.068  -0.315 0.918  -0.371 0.766  -0.452 0.631  -0.470 0.477  -0.470 0.315  -0.501 0.160  -0.565 0.012  -0.475 -0.107  -0.359 -0.217  -0.214 -0.214  -0.082 -0.120  0.040 -0.015  0.154 0.099  0.256 0.223  0.343 0.359  0.430 0.495  0.507 0.636  0.543 0.792  0.563 0.952  0.547 0.803  0.527 0.643  0.444 0.505  0.392 0.363  0.392 0.201  0.392 0.040  0.363 -0.119  0.331 -0.277  0.261 -0.421  0.212 -0.570  0.199 -0.731  0.186 -0.892  0.119 -1.038  0.088 -1.196  0.059 -1.355  -0.041 -1.451  -0.195 -1.503  -0.348 -1.554  -0.472 -1.605  -0.606 -1.515  -0.740 -1.426  -0.893 -1.373  -1.022 -1.284
2#ibm#ibm0#r0312/g  0.472 0.945  0.413 1.093  0.353 1.242  0.240 1.310  0.080 1.310  -0.080 1.310  -0.195 1.212  -0.299 1.090  -0.368 0.949  -0.423 0.798  -0.477 0.648  -0.501 0.490  -0.525 0.332  -0.550 0.174  -0.613 0.027  -0.625 -0.109  -0.512 -0.222  -0.386 -0.273  -0.237 -0.214  -0.089 -0.155  0.027 -0.047  0.140 0.066  0.236 0.194  0.322 0.328  0.408 0.463  0.462 0.612  0.500 0.767  0.539 0.922  0.530 0.809  0.512 0.650  0.438 0.512  0.362 0.375  0.362 0.215  0.362 0.055  0.350 -0.103  0.318 -0.260  0.286 -0.417  0.250 -0.572  0.213 -0.728  0.177 -0.884  0.140 -1.039  0.099 -1.194  0.057 -1.348  0.016 -1.502  -0.086 -1.600  -0.238 -1.650  -0.389 -1.701  -0.540 -1.681  -0.690 -1.627  -0.840 -1.572
3#apb#apb25#app2570/g  0.248 0.750  0.262 0.920  0.195 1.077  0.123 1.231  -0.003 1.347  -0.170 1.339  -0.320 1.258  -0.429 1.129  -0.493 0.971  -0.486 0.806  -0.400 0.658  -0.253 0.584  -0.082 0.574  0.067 0.649  0.192 0.764  0.235 0.928  0.254 0.822  0.324 0.665  0.393 0.507  0.461 0.349  0.527 0.190  0.588 0.028  0.647 -0.133  0.698 -0.298  0.743 -0.464  0.774 -0.634  0.782 -0.805  0.772 -0.977  0.711 -1.138  0.602 -1.267  0.461 -1.356  0.294 -1.400  0.122 -1.398  -0.049 -1.382  -0.214 -1.335  -0.369 -1.262  -0.513 -1.168  -0.635 -1.048  -0.743 -0.915  -0.803 -0.754  -0.829 -0.586  -0.829 -0.413  -0.771 -0.255  -0.691 -0.102  -0.589 0.034  -0.471 0.160  -0.323 0.242  -0.163 0.305  -0.003 0.369  0.156 0.435
2#aga#drdvlllb/g  0.422 0.693  0.480 0.823  0.506 0.964  0.482 1.104  0.362 1.173  0.220 1.192  0.081 1.150  -0.047 1.083  -0.165 0.998  -0.280 0.910  -0.389 0.815  -0.495 0.715  -0.587 0.604  -0.650 0.474  -0.685 0.337  -0.596 0.236  -0.454 0.213  -0.312 0.242  -0.181 0.302  -0.057 0.378  0.066 0.455  0.189 0.532  0.309 0.613  0.421 0.705  0.521 0.806  0.526 0.743  0.537 0.599  0.528 0.455  0.516 0.311  0.505 0.167  0.484 0.023  0.457 -0.120  0.423 -0.261  0.384 -0.400  0.340 -0.539  0.296 -0.677  0.250 -0.814  0.189 -0.946  0.124 -1.076  0.049 -1.200  -0.034 -1.319  -0.120 -1.436  -0.221 -1.539  -0.349 -1.604  -0.485 -1.592  -0.603 -1.509  -0.702 -1.402  -0.752 -1.272  -0.759 -1.128  -0.741 -0.984
