2#app#app25#app2545/p  0.046 0.475  -0.119 0.455  -0.119 0.270  -0.119 0.085  -0.175 -0.076  -0.305 -0.207  -0.436 -0.337  -0.448 -0.517  -0.464 -0.695  -0.595 -0.826  -0.772 -0.844  -0.792 -1.009  -0.943 -1.042  -0.943 -1.227  -0.943 -1.412  -0.943 -1.411  -0.830 -1.339  -0.778 -1.206  -0.670 -1.066  -0.509 -1.009  -0.448 -0.885  -0.347 -0.742  -0.284 -0.584  -0.202 -0.433  -0.119 -0.283  -0.119 -0.098  -0.119 0.086  0.007 0.145  0.046 0.291  0.046 0.476  0.067 0.640  0.211 0.680  0.272 0.804  0.376 0.885  0.376 1.069  0.496 1.134  0.541 1.274  0.700 1.299  0.720 1.134  0.905 1.134  1.035 1.080  1.035 0.895  1.035 0.710  1.035 0.525  0.901 0.475  0.870 0.321  0.697 0.310  0.520 0.290  0.390 0.159  0.211 0.145
2#ced#mlmt5536_s_27/p  -0.193 0.886  -0.168 0.708  -0.142 0.529  -0.117 0.350  -0.117 0.167  -0.091 -0.013  -0.091 -0.195  -0.091 -0.378  -0.091 -0.560  -0.109 -0.741  -0.117 -0.923  -0.117 -1.105  -0.141 -1.285  -0.142 -1.467  -0.155 -1.648  -0.184 -1.826  -0.244 -1.711  -0.244 -1.529  -0.244 -1.346  -0.270 -1.166  -0.270 -0.984  -0.270 -0.801  -0.270 -0.619  -0.270 -0.437  -0.270 -0.254  -0.270 -0.072  -0.244 0.109  -0.244 0.291  -0.244 0.474  -0.225 0.654  -0.209 0.835  -0.193 1.016  -0.143 1.191  -0.083 1.363  0.007 1.520  0.151 1.626  0.317 1.573  0.400 1.412  0.485 1.255  0.540 1.081  0.602 0.910  0.638 0.731  0.673 0.553  0.648 0.374  0.624 0.194  0.529 0.042  0.414 -0.099  0.254 -0.174  0.084 -0.236  -0.091 -0.273
2#ced#mlmt5536_s_27/p  0.128 1.217  0.106 1.186  0.083 1.003  0.060 0.822  0.038 0.639  0.019 0.456  -0.008 0.274  -0.031 0.091  -0.063 -0.091  -0.076 -0.275  -0.109 -0.457  -0.141 -0.639  -0.155 -0.823  -0.170 -1.006  -0.189 -1.189  -0.212 -1.370  -0.234 -1.553  -0.250 -1.736  -0.302 -1.886  -0.325 -1.704  -0.325 -1.519  -0.325 -1.334  -0.313 -1.150  -0.302 -0.965  -0.297 -0.781  -0.280 -0.597  -0.262 -0.414  -0.257 -0.229  -0.248 -0.045  -0.220 0.138  -0.189 0.320  -0.171 0.503  -0.150 0.685  -0.096 0.862  -0.043 1.039  0.033 1.208  0.123 1.369  0.243 1.493  0.415 1.479  0.497 1.318  0.543 1.139  0.574 0.958  0.587 0.777  0.566 0.594  0.537 0.413  0.455 0.247  0.363 0.089  0.256 -0.060  0.124 -0.187  -0.008 -0.313
2#apa#apa15#app1590/p  -0.036 0.467  -0.119 0.300  -0.203 0.133  -0.220 -0.049  -0.220 -0.236  -0.220 -0.423  -0.220 -0.609  -0.151 -0.780  -0.068 -0.946  -0.036 -1.125  -0.036 -1.312  -0.036 -1.499  -0.036 -1.685  -0.036 -1.627  -0.036 -1.441  -0.036 -1.254  -0.036 -1.067  -0.036 -0.881  -0.129 -0.733  -0.246 -0.590  -0.329 -0.423  -0.413 -0.256  -0.496 -0.089  -0.580 0.078  -0.706 0.214  -0.775 0.372  -0.775 0.559  -0.775 0.745  -0.775 0.932  -0.677 1.021  -0.520 1.091  -0.380 1.206  -0.194 1.206  -0.007 1.206  0.180 1.206  0.366 1.206  0.553 1.206  0.729 1.180  0.861 1.048  0.954 0.888  1.038 0.722  1.024 0.555  0.941 0.388  0.839 0.234  0.707 0.102  0.575 -0.030  0.430 -0.146  0.275 -0.250  0.120 -0.353  -0.036 -0.457
3#apa#apa03#app0345/p  -0.559 0.447  -0.559 0.285  -0.559 0.123  -0.490 -0.011  -0.429 -0.148  -0.429 -0.311  -0.429 -0.473  -0.429 -0.636  -0.429 -0.798  -0.429 -0.960  -0.429 -1.123  -0.429 -1.285  -0.483 -1.425  -0.559 -1.556  -0.559 -1.543  -0.559 -1.381  -0.559 -1.218  -0.559 -1.056  -0.559 -0.893  -0.559 -0.731  -0.559 -0.569  -0.534 -0.412  -0.462 -0.267  -0.429 -0.112  -0.374 0.037  -0.302 0.183  -0.188 0.298  -0.109 0.439  -0.034 0.582  0.081 0.697  0.104 0.850  0.218 0.965  0.333 1.080  0.359 1.227  0.521 1.227  0.684 1.227  0.846 1.227  0.876 1.090  0.991 0.976  1.105 0.861  1.129 0.708  1.107 0.555  1.000 0.437  0.957 0.317  0.795 0.317  0.664 0.241  0.524 0.188  0.361 0.188  0.243 0.081  0.090 0.058
3#app#app12#app1260/p  -0.338 0.967  -0.338 0.790  -0.338 0.612  -0.338 0.434  -0.338 0.257  -0.338 0.079  -0.338 -0.099  -0.338 -0.277  -0.338 -0.454  -0.338 -0.632  -0.338 -0.810  -0.287 -0.975  -0.215 -1.136  -0.215 -1.314  -0.215 -1.491  -0.173 -1.652  -0.093 -1.668  -0.093 -1.490  -0.129 -1.328  -0.215 -1.186  -0.215 -1.008  -0.215 -0.830  -0.215 -0.653  -0.215 -0.475  -0.275 -0.322  -0.338 -0.170  -0.338 0.007  -0.338 0.185  -0.431 0.324  -0.461 0.490  -0.509 0.647  -0.583 0.794  -0.461 0.849  -0.401 0.967  -0.338 1.082  -0.168 1.090  0.009 1.090  0.177 1.066  0.314 0.967  0.492 0.967  0.662 0.949  0.796 0.845  0.949 0.785  1.012 0.633  1.134 0.578  1.134 0.400  1.134 0.223  1.134 0.045  1.016 -0.014  0.889 -0.137
3#ceb#Balgi/p  -0.592 1.064  -0.614 0.852  -0.587 0.637  -0.558 0.423  -0.526 0.210  -0.489 -0.003  -0.451 -0.215  -0.413 -0.428  -0.375 -0.640  -0.334 -0.852  -0.297 -1.065  -0.267 -1.278  -0.226 -1.490  -0.189 -1.671  -0.202 -1.455  -0.203 -1.239  -0.213 -1.024  -0.229 -0.809  -0.232 -0.593  -0.232 -0.377  -0.282 -0.169  -0.344 0.038  -0.407 0.245  -0.469 0.451  -0.531 0.658  -0.594 0.865  -0.630 1.061  -0.431 1.141  -0.222 1.192  -0.008 1.223  0.207 1.226  0.421 1.206  0.626 1.137  0.815 1.038  0.985 0.907  1.121 0.739  1.222 0.550  1.273 0.344  1.250 0.132  1.146 -0.049  0.981 -0.187  0.797 -0.299  0.598 -0.382  0.396 -0.459  0.192 -0.527  -0.020 -0.566  -0.236 -0.577  -0.364 -0.474  -0.216 -0.320  -0.045 -0.189
3#ceb#Balgi/p  -0.846 -0.131  -0.670 0.004  -0.631 0.220  -0.597 0.439  -0.562 0.657  -0.528 0.876  -0.494 1.095  -0.482 1.027  -0.468 0.806  -0.450 0.586  -0.436 0.365  -0.421 0.144  -0.404 -0.077  -0.383 -0.297  -0.359 -0.517  -0.330 -0.737  -0.303 -0.957  -0.277 -1.176  -0.231 -1.393  -0.179 -1.608  -0.119 -1.821  -0.033 -1.858  -0.001 -1.639  0.014 -1.418  0.022 -1.197  0.019 -0.976  0.016 -0.754  0.014 -0.533  0.011 -0.311  0.008 -0.090  0.005 0.131  0.003 0.353  0.000 0.574  -0.003 0.795  -0.005 1.017  0.145 1.156  0.356 1.218  0.576 1.238  0.792 1.200  0.974 1.082  1.087 0.895  1.090 0.675  1.013 0.470  0.879 0.296  0.711 0.152  0.523 0.034  0.325 -0.065  0.120 -0.141  0.180 0.015  0.330 0.177
3#ceb#Balgi/p  -1.328 -0.596  -1.106 -0.470  -0.898 -0.324  -0.712 -0.148  -0.551 0.049  -0.416 0.263  -0.316 0.497  -0.261 0.746  -0.290 0.995  -0.378 1.026  -0.358 0.772  -0.358 0.517  -0.358 0.261  -0.358 0.006  -0.358 -0.249  -0.360 -0.504  -0.368 -0.759  -0.371 -1.015  -0.366 -1.270  -0.358 -1.525  -0.358 -1.780  -0.356 -1.714  -0.255 -1.479  -0.141 -1.251  -0.053 -1.016  -0.041 -0.761  -0.029 -0.506  -0.016 -0.251  -0.004 0.004  0.008 0.259  0.020 0.514  0.032 0.769  0.006 1.015  0.202 1.174  0.445 1.237  0.698 1.209  0.941 1.136  1.163 1.012  1.336 0.828  1.410 0.588  1.257 0.395  1.056 0.241  0.829 0.122  0.601 0.008  0.364 -0.085  0.120 -0.158  -0.126 -0.181  0.040 -0.007  0.249 0.140  0.468 0.270
3#ceb#Balgi/p  -0.326 1.904  -0.340 1.665  -0.340 1.425  -0.340 1.184  -0.333 0.944  -0.326 0.704  -0.326 0.463  -0.326 0.223  -0.321 -0.017  -0.314 -0.258  -0.303 -0.498  -0.289 -0.738  -0.278 -0.978  -0.270 -1.218  -0.238 -1.457  -0.215 -1.696  -0.202 -1.775  -0.240 -1.541  -0.263 -1.302  -0.284 -1.062  -0.294 -0.822  -0.313 -0.582  -0.338 -0.343  -0.363 -0.104  -0.388 0.135  -0.413 0.374  -0.438 0.613  -0.371 0.812  -0.165 0.936  0.062 1.016  0.301 1.041  0.540 1.026  0.763 0.947  0.956 0.805  1.111 0.620  1.189 0.397  1.135 0.167  1.002 -0.032  0.832 -0.202  0.629 -0.332  0.418 -0.445  0.196 -0.535  -0.040 -0.582  -0.279 -0.567  -0.438 -0.413  -0.286 -0.242  -0.094 -0.099  0.109 0.030  0.319 0.148  0.532 0.258
3#apa#apa01#app0128/p  -0.457 0.978  -0.403 0.803  -0.336 0.633  -0.336 0.436  -0.336 0.238  -0.336 0.041  -0.336 -0.157  -0.336 -0.354  -0.282 -0.529  -0.215 -0.699  -0.215 -0.897  -0.215 -1.094  -0.215 -1.292  -0.215 -1.489  -0.215 -1.687  -0.215 -1.884  -0.215 -1.776  -0.215 -1.579  -0.215 -1.381  -0.215 -1.184  -0.215 -0.986  -0.215 -0.789  -0.215 -0.591  -0.215 -0.394  -0.215 -0.196  -0.215 0.001  -0.215 0.199  -0.112 0.354  -0.094 0.544  -0.097 0.740  -0.215 0.889  -0.215 1.086  -0.151 1.220  0.005 1.319  0.193 1.341  0.391 1.341  0.538 1.220  0.633 1.118  0.754 1.041  0.849 0.883  0.875 0.697  0.875 0.499  0.875 0.302  0.849 0.130  0.652 0.130  0.454 0.130  0.257 0.130  0.059 0.130  -0.138 0.130  -0.215 0.251
1c#mot#mot1#da2/p  -1.217 -0.326  -1.028 -0.343  -0.839 -0.281  -0.667 -0.183  -0.499 -0.076  -0.327 0.024  -0.163 0.136  -0.006 0.260  0.141 0.394  0.282 0.534  0.435 0.662  0.455 0.612  0.357 0.438  0.260 0.264  0.164 0.090  0.066 -0.084  -0.032 -0.258  -0.137 -0.427  -0.243 -0.595  -0.350 -0.764  -0.459 -0.930  -0.569 -1.097  -0.676 -1.264  -0.785 -1.431  -0.938 -1.542  -0.911 -1.365  -0.831 -1.183  -0.746 -1.003  -0.656 -0.826  -0.560 -0.651  -0.464 -0.476  -0.357 -0.309  -0.244 -0.145  -0.131 0.019  -0.017 0.183  0.098 0.345  0.213 0.508  0.332 0.667  0.461 0.820  0.589 0.972  0.733 1.110  0.883 1.240  1.067 1.310  1.226 1.232  1.250 1.036  1.216 0.842  1.123 0.666  0.990 0.519  0.838 0.392  0.670 0.286
1c#mot#mot1#da2/p  -0.944 -0.618  -0.817 -0.507  -0.684 -0.403  -0.552 -0.298  -0.426 -0.186  -0.304 -0.069  -0.184 0.050  -0.071 0.175  0.037 0.305  0.130 0.425  0.103 0.258  0.054 0.097  -0.002 -0.062  -0.073 -0.215  -0.144 -0.368  -0.195 -0.529  -0.246 -0.690  -0.298 -0.851  -0.355 -1.010  -0.411 -1.169  -0.484 -1.321  -0.562 -1.471  -0.647 -1.507  -0.620 -1.341  -0.585 -1.176  -0.535 -1.015  -0.482 -0.855  -0.428 -0.695  -0.364 -0.539  -0.296 -0.384  -0.229 -0.229  -0.155 -0.077  -0.073 0.070  0.010 0.217  0.092 0.365  0.179 0.509  0.270 0.652  0.360 0.794  0.451 0.937  0.562 1.064  0.672 1.192  0.793 1.308  0.935 1.399  1.090 1.458  1.166 1.357  1.105 1.201  1.005 1.069  0.867 0.972  0.719 0.892  0.565 0.822
1c#mot#mot1#da2/p  -0.106 0.283  -0.116 0.216  -0.138 0.068  -0.167 -0.079  -0.198 -0.225  -0.236 -0.369  -0.275 -0.513  -0.320 -0.656  -0.367 -0.798  -0.413 -0.940  -0.456 -1.083  -0.498 -1.226  -0.548 -1.367  -0.601 -1.507  -0.662 -1.571  -0.650 -1.422  -0.629 -1.274  -0.608 -1.126  -0.583 -0.979  -0.558 -0.832  -0.533 -0.684  -0.497 -0.540  -0.457 -0.395  -0.418 -0.251  -0.376 -0.108  -0.320 0.030  -0.263 0.169  -0.207 0.307  -0.143 0.442  -0.067 0.571  0.008 0.700  0.083 0.829  0.175 0.947  0.269 1.062  0.367 1.174  0.494 1.253  0.621 1.332  0.768 1.352  0.896 1.308  0.973 1.189  0.986 1.040  0.959 0.895  0.919 0.751  0.849 0.620  0.772 0.492  0.680 0.376  0.576 0.268  0.468 0.165  0.340 0.090  0.211 0.014
1c#mot#mot1#da2/p  -0.925 -0.462  -0.761 -0.547  -0.556 -0.462  -0.381 -0.325  -0.218 -0.173  -0.060 -0.015  0.079 0.160  0.207 0.343  0.317 0.537  0.407 0.741  0.427 0.885  0.329 0.685  0.238 0.481  0.148 0.276  0.057 0.072  -0.040 -0.129  -0.136 -0.331  -0.228 -0.534  -0.320 -0.738  -0.411 -0.942  -0.501 -1.146  -0.595 -1.349  -0.692 -1.550  -0.806 -1.732  -0.809 -1.525  -0.782 -1.303  -0.738 -1.084  -0.687 -0.867  -0.614 -0.656  -0.541 -0.445  -0.457 -0.238  -0.370 -0.032  -0.281 0.173  -0.172 0.368  -0.064 0.563  0.053 0.754  0.181 0.937  0.313 1.116  0.471 1.274  0.645 1.410  0.850 1.466  0.993 1.318  1.031 1.100  1.020 0.878  0.981 0.659  0.926 0.442  0.829 0.241  0.708 0.055  0.559 -0.109  0.377 -0.239
1c#mot#mot1#da2/p  -1.364 0.052  -1.204 0.031  -1.026 0.114  -0.866 0.227  -0.721 0.360  -0.577 0.494  -0.432 0.627  -0.277 0.747  -0.113 0.804  -0.131 0.617  -0.190 0.429  -0.250 0.242  -0.313 0.055  -0.375 -0.132  -0.437 -0.318  -0.502 -0.504  -0.566 -0.690  -0.628 -0.877  -0.689 -1.064  -0.746 -1.252  -0.800 -1.440  -0.774 -1.260  -0.738 -1.068  -0.675 -0.881  -0.604 -0.698  -0.519 -0.521  -0.433 -0.344  -0.326 -0.178  -0.217 -0.015  -0.106 0.148  0.015 0.303  0.136 0.459  0.274 0.596  0.431 0.715  0.590 0.829  0.782 0.875  0.973 0.912  1.166 0.871  1.336 0.782  1.462 0.640  1.528 0.455  1.496 0.261  1.403 0.096  1.270 -0.048  1.098 -0.143  0.918 -0.217  0.724 -0.250  0.529 -0.281  0.333 -0.281  0.136 -0.281
1c#mot#mot1#da2/p  -0.311 0.300  -0.376 0.169  -0.433 0.008  -0.479 -0.158  -0.535 -0.321  -0.584 -0.487  -0.641 -0.649  -0.708 -0.808  -0.782 -0.964  -0.855 -1.120  -0.951 -1.201  -0.953 -1.032  -0.920 -0.863  -0.880 -0.695  -0.830 -0.530  -0.774 -0.367  -0.716 -0.205  -0.642 -0.049  -0.568 0.107  -0.487 0.259  -0.399 0.407  -0.310 0.555  -0.195 0.683  -0.077 0.808  0.042 0.933  0.180 1.036  0.324 1.130  0.488 1.179  0.657 1.200  0.827 1.178  0.977 1.093  1.091 0.964  1.178 0.816  1.239 0.656  1.270 0.488  1.263 0.315  1.235 0.145  1.174 -0.013  1.076 -0.154  0.951 -0.272  0.802 -0.356  0.643 -0.421  0.475 -0.459  0.305 -0.483  0.132 -0.488  -0.040 -0.489  -0.212 -0.480  -0.384 -0.470  -0.556 -0.455  -0.728 -0.439
1c#mot#mot1#da2/p  -0.739 0.001  -0.720 -0.120  -0.531 -0.083  -0.364 0.025  -0.223 0.165  -0.089 0.311  0.031 0.462  -0.000 0.267  -0.034 0.071  -0.070 -0.125  -0.110 -0.319  -0.148 -0.514  -0.184 -0.710  -0.223 -0.905  -0.264 -1.099  -0.306 -1.294  -0.349 -1.488  -0.390 -1.682  -0.453 -1.785  -0.460 -1.587  -0.453 -1.388  -0.435 -1.190  -0.416 -0.993  -0.391 -0.795  -0.367 -0.598  -0.334 -0.402  -0.297 -0.207  -0.260 -0.012  -0.209 0.180  -0.151 0.370  -0.093 0.560  -0.018 0.744  0.062 0.926  0.148 1.104  0.260 1.269  0.383 1.423  0.534 1.552  0.724 1.603  0.862 1.473  0.915 1.284  0.922 1.085  0.890 0.889  0.839 0.698  0.771 0.511  0.662 0.345  0.549 0.182  0.404 0.049  0.236 -0.052  0.044 -0.101  -0.154 -0.101
1c#mot#mot1#da2/p  0.110 0.694  0.078 0.638  0.056 0.476  0.032 0.314  0.006 0.152  -0.020 -0.010  -0.046 -0.172  -0.072 -0.333  -0.106 -0.494  -0.140 -0.654  -0.169 -0.815  -0.189 -0.977  -0.209 -1.140  -0.230 -1.302  -0.266 -1.462  -0.299 -1.622  -0.326 -1.784  -0.335 -1.680  -0.352 -1.517  -0.358 -1.353  -0.358 -1.190  -0.354 -1.026  -0.342 -0.863  -0.329 -0.699  -0.316 -0.536  -0.301 -0.373  -0.286 -0.210  -0.270 -0.047  -0.244 0.115  -0.213 0.275  -0.182 0.436  -0.142 0.595  -0.087 0.749  -0.031 0.903  0.036 1.051  0.125 1.188  0.220 1.320  0.348 1.424  0.492 1.491  0.638 1.471  0.718 1.339  0.721 1.178  0.687 1.018  0.630 0.864  0.564 0.715  0.466 0.584  0.363 0.458  0.233 0.358  0.097 0.268  -0.046 0.187
1c#mot#mot1#da2/p  -0.624 -0.815  -0.504 -0.917  -0.333 -0.765  -0.189 -0.586  -0.081 -0.383  0.001 -0.168  0.064 0.054  0.115 0.279  0.156 0.505  0.200 0.732  0.242 0.959  0.274 1.187  0.264 1.205  0.204 0.982  0.148 0.758  0.103 0.532  0.057 0.306  0.012 0.080  -0.028 -0.147  -0.065 -0.375  -0.100 -0.603  -0.136 -0.830  -0.177 -1.057  -0.224 -1.283  -0.263 -1.510  -0.302 -1.738  -0.370 -1.929  -0.401 -1.701  -0.397 -1.471  -0.381 -1.240  -0.374 -1.010  -0.356 -0.780  -0.331 -0.551  -0.302 -0.322  -0.269 -0.094  -0.225 0.132  -0.176 0.358  -0.116 0.580  -0.042 0.799  0.044 1.012  0.147 1.219  0.268 1.414  0.454 1.539  0.642 1.447  0.713 1.230  0.715 1.001  0.674 0.774  0.573 0.569  0.435 0.385  0.259 0.237
1c#mot#mot1#da2/p  -0.128 0.485  -0.015 0.616  0.113 0.729  0.166 0.615  0.123 0.447  0.068 0.281  0.013 0.116  -0.042 -0.049  -0.107 -0.210  -0.173 -0.372  -0.237 -0.534  -0.300 -0.696  -0.364 -0.858  -0.433 -1.018  -0.502 -1.178  -0.577 -1.335  -0.655 -1.490  -0.755 -1.630  -0.813 -1.487  -0.820 -1.313  -0.813 -1.139  -0.779 -0.969  -0.743 -0.799  -0.701 -0.630  -0.654 -0.462  -0.607 -0.294  -0.540 -0.134  -0.471 0.026  -0.400 0.185  -0.314 0.337  -0.229 0.488  -0.135 0.635  -0.034 0.776  0.071 0.914  0.204 1.027  0.345 1.128  0.497 1.213  0.670 1.228  0.833 1.177  0.965 1.069  1.061 0.926  1.121 0.764  1.147 0.594  1.107 0.425  0.999 0.290  0.874 0.169  0.736 0.065  0.577 -0.006  0.409 -0.047  0.238 -0.076
1c#mot#mot1#da2/p  -0.942 -0.028  -0.730 -0.008  -0.526 0.056  -0.324 0.126  -0.132 0.217  0.051 0.327  0.211 0.469  0.357 0.624  0.489 0.792  0.424 0.807  0.323 0.619  0.225 0.429  0.127 0.240  0.027 0.050  -0.073 -0.139  -0.175 -0.326  -0.279 -0.513  -0.379 -0.702  -0.472 -0.894  -0.565 -1.087  -0.655 -1.281  -0.753 -1.471  -0.865 -1.653  -0.954 -1.607  -0.928 -1.396  -0.881 -1.188  -0.817 -0.984  -0.746 -0.782  -0.669 -0.583  -0.589 -0.385  -0.482 -0.200  -0.374 -0.015  -0.260 0.166  -0.135 0.339  -0.011 0.513  0.131 0.673  0.276 0.829  0.443 0.961  0.621 1.079  0.823 1.149  1.029 1.138  1.201 1.020  1.292 0.830  1.278 0.618  1.191 0.423  1.036 0.277  0.852 0.169  0.648 0.116  0.436 0.095  0.222 0.087
1c#mot#mot1#da2/p  -0.580 0.289  -0.690 0.091  -0.600 -0.071  -0.399 0.025  -0.241 0.188  -0.122 0.382  -0.015 0.584  0.052 0.751  0.018 0.525  -0.024 0.301  -0.061 0.075  -0.109 -0.148  -0.159 -0.371  -0.204 -0.594  -0.249 -0.818  -0.291 -1.043  -0.341 -1.265  -0.392 -1.488  -0.437 -1.712  -0.482 -1.876  -0.476 -1.648  -0.469 -1.420  -0.459 -1.192  -0.439 -0.965  -0.415 -0.738  -0.387 -0.511  -0.352 -0.285  -0.311 -0.061  -0.262 0.162  -0.208 0.384  -0.140 0.602  -0.066 0.818  0.019 1.029  0.122 1.233  0.243 1.426  0.418 1.565  0.632 1.518  0.789 1.356  0.910 1.163  1.000 0.954  1.057 0.734  1.080 0.507  1.044 0.284  0.915 0.098  0.729 -0.033  0.520 -0.124  0.299 -0.175  0.071 -0.188  -0.157 -0.176  -0.383 -0.143
1c#mot#mot1#da2/p  -0.823 0.340  -0.734 0.216  -0.640 0.079  -0.496 -0.001  -0.343 -0.004  -0.218 0.092  -0.173 0.019  -0.217 -0.141  -0.268 -0.299  -0.325 -0.455  -0.379 -0.612  -0.431 -0.769  -0.490 -0.924  -0.551 -1.078  -0.624 -1.227  -0.685 -1.381  -0.739 -1.537  -0.733 -1.388  -0.700 -1.226  -0.661 -1.065  -0.618 -0.904  -0.572 -0.745  -0.512 -0.590  -0.452 -0.436  -0.392 -0.281  -0.337 -0.124  -0.283 0.032  -0.228 0.189  -0.157 0.339  -0.080 0.485  -0.002 0.632  0.081 0.775  0.182 0.907  0.283 1.039  0.384 1.170  0.506 1.282  0.647 1.341  0.807 1.312  0.924 1.195  1.005 1.053  1.067 0.899  1.100 0.737  1.115 0.572  1.115 0.406  1.075 0.247  1.005 0.102  0.879 -0.006  0.726 -0.062  0.563 -0.093  0.399 -0.111
1c#mot#mot1#da2/p  -0.981 0.568  -0.912 0.416  -0.744 0.334  -0.559 0.348  -0.378 0.393  -0.223 0.494  -0.095 0.629  0.035 0.672  0.025 0.492  0.002 0.307  -0.021 0.121  -0.051 -0.063  -0.081 -0.248  -0.096 -0.434  -0.112 -0.620  -0.152 -0.802  -0.194 -0.985  -0.233 -1.167  -0.270 -1.351  -0.313 -1.532  -0.373 -1.707  -0.447 -1.796  -0.447 -1.609  -0.440 -1.422  -0.423 -1.236  -0.394 -1.052  -0.352 -0.870  -0.310 -0.688  -0.258 -0.508  -0.207 -0.329  -0.157 -0.148  -0.109 0.032  -0.061 0.213  0.005 0.387  0.079 0.559  0.152 0.731  0.255 0.887  0.359 1.042  0.468 1.194  0.588 1.336  0.743 1.431  0.879 1.320  0.939 1.145  0.955 0.959  0.942 0.775  0.858 0.608  0.740 0.464  0.613 0.327  0.467 0.219  0.287 0.167
1c#mot#mot1#da2/p  -0.138 0.817  -0.173 0.854  -0.177 0.689  -0.190 0.524  -0.190 0.358  -0.192 0.192  -0.200 0.027  -0.209 -0.138  -0.223 -0.304  -0.237 -0.469  -0.250 -0.634  -0.264 -0.799  -0.279 -0.964  -0.304 -1.127  -0.328 -1.291  -0.350 -1.455  -0.370 -1.620  -0.391 -1.784  -0.406 -1.687  -0.391 -1.522  -0.374 -1.357  -0.354 -1.193  -0.320 -1.031  -0.286 -0.869  -0.251 -0.707  -0.214 -0.545  -0.178 -0.384  -0.139 -0.223  -0.096 -0.063  -0.053 0.097  -0.009 0.257  0.043 0.414  0.096 0.571  0.148 0.728  0.208 0.882  0.294 1.023  0.381 1.165  0.468 1.306  0.572 1.432  0.716 1.476  0.791 1.351  0.776 1.186  0.730 1.028  0.663 0.877  0.585 0.731  0.479 0.603  0.364 0.485  0.233 0.384  0.076 0.337  -0.086 0.369
1c#mot#mot1#da2/p  -0.696 0.526  -0.598 0.365  -0.394 0.299  -0.181 0.313  0.013 0.406  0.178 0.544  0.303 0.718  0.400 0.911  0.444 1.122  0.383 0.982  0.320 0.776  0.264 0.567  0.215 0.357  0.157 0.149  0.101 -0.060  0.051 -0.270  0.002 -0.480  -0.055 -0.689  -0.122 -0.894  -0.190 -1.098  -0.262 -1.302  -0.346 -1.501  -0.433 -1.698  -0.529 -1.892  -0.600 -1.918  -0.589 -1.704  -0.538 -1.494  -0.480 -1.286  -0.413 -1.081  -0.337 -0.878  -0.263 -0.676  -0.200 -0.469  -0.138 -0.262  -0.071 -0.057  -0.008 0.150  0.057 0.356  0.065 0.571  0.084 0.786  0.110 1.000  0.158 1.210  0.261 1.400  0.446 1.417  0.552 1.232  0.613 1.025  0.634 0.810  0.623 0.595  0.538 0.400  0.369 0.269  0.160 0.225  -0.056 0.225
1c#mot#mot1#da2/p  -1.186 1.220  -1.143 1.091  -1.062 0.884  -0.975 0.679  -0.876 0.480  -0.755 0.293  -0.597 0.140  -0.392 0.069  -0.182 0.132  -0.009 0.270  0.136 0.439  0.246 0.632  0.331 0.838  0.331 0.816  0.289 0.597  0.248 0.378  0.196 0.162  0.134 -0.052  0.073 -0.267  0.012 -0.481  -0.050 -0.695  -0.110 -0.910  -0.171 -1.124  -0.239 -1.336  -0.306 -1.549  -0.351 -1.766  -0.378 -1.889  -0.351 -1.669  -0.332 -1.447  -0.291 -1.228  -0.242 -1.011  -0.189 -0.794  -0.136 -0.578  -0.066 -0.366  0.004 -0.155  0.083 0.053  0.168 0.259  0.267 0.458  0.386 0.646  0.506 0.834  0.634 1.016  0.799 1.160  0.992 1.106  1.023 0.891  0.967 0.677  0.859 0.484  0.714 0.318  0.533 0.190  0.335 0.087  0.125 0.013
1c#mot#mot1#da2/p  -0.887 0.189  -0.849 0.044  -0.688 -0.078  -0.486 -0.086  -0.305 0.015  -0.154 0.160  -0.034 0.331  0.068 0.513  0.176 0.691  0.117 0.571  0.055 0.372  -0.003 0.170  -0.058 -0.032  -0.114 -0.233  -0.171 -0.435  -0.224 -0.638  -0.273 -0.841  -0.324 -1.044  -0.377 -1.247  -0.416 -1.453  -0.459 -1.657  -0.512 -1.860  -0.509 -1.657  -0.497 -1.448  -0.475 -1.240  -0.449 -1.032  -0.414 -0.826  -0.377 -0.620  -0.330 -0.416  -0.283 -0.212  -0.226 -0.010  -0.165 0.190  -0.097 0.388  -0.012 0.579  0.073 0.771  0.178 0.952  0.284 1.132  0.413 1.297  0.561 1.444  0.746 1.514  0.903 1.404  0.972 1.209  0.996 1.002  0.987 0.794  0.956 0.588  0.859 0.402  0.721 0.248  0.556 0.122  0.374 0.018  0.176 -0.048
