3#apa#apa13#app1334/<  1.113 1.052  1.221 1.052  1.194 1.052  1.085 1.052  0.977 1.052  0.896 0.984  0.819 0.907  0.713 0.903  0.604 0.903  0.495 0.903  0.387 0.903  0.305 0.839  0.228 0.762  0.123 0.754  0.031 0.714  -0.046 0.637  -0.078 0.542  -0.101 0.456  -0.209 0.456  -0.291 0.392  -0.368 0.315  -0.473 0.308  -0.525 0.250  -0.541 0.159  -0.650 0.159  -0.673 0.074  -0.718 0.010  -0.822 0.005  -0.822 -0.103  -0.822 -0.212  -0.822 -0.320  -0.822 -0.429  -0.722 -0.437  -0.673 -0.497  -0.659 -0.600  -0.583 -0.676  -0.498 -0.734  -0.389 -0.734  -0.309 -0.801  -0.232 -0.878  -0.126 -0.883  -0.035 -0.926  0.042 -1.003  0.119 -1.080  0.195 -1.157  0.294 -1.181  0.402 -1.181  0.511 -1.181  0.590 -1.253  0.666 -1.330
1d#apa#apa03#app0389/<  1.085 1.112  1.085 0.997  1.085 1.017  1.071 1.097  0.990 1.016  0.903 0.950  0.788 0.950  0.674 0.950  0.559 0.950  0.444 0.950  0.361 0.873  0.280 0.792  0.179 0.739  0.076 0.688  -0.026 0.637  -0.138 0.626  -0.240 0.595  -0.321 0.514  -0.415 0.465  -0.530 0.465  -0.532 0.352  -0.597 0.303  -0.694 0.285  -0.694 0.170  -0.779 0.141  -0.856 0.103  -0.856 -0.012  -0.856 -0.126  -0.856 -0.241  -0.844 -0.344  -0.730 -0.344  -0.615 -0.344  -0.532 -0.376  -0.532 -0.491  -0.433 -0.506  -0.334 -0.543  -0.253 -0.624  -0.156 -0.668  -0.047 -0.673  -0.047 -0.788  0.005 -0.881  0.086 -0.962  0.188 -0.991  0.277 -1.018  0.277 -1.132  0.343 -1.219  0.424 -1.300  0.533 -1.315  0.600 -1.362  0.600 -1.477
1d#app#app25#app2575/<  0.985 1.317  0.870 1.317  0.755 1.317  0.639 1.317  0.583 1.258  0.583 1.143  0.495 1.116  0.381 1.113  0.381 0.998  0.350 0.914  0.235 0.914  0.180 0.854  0.180 0.738  0.116 0.649  0.035 0.568  -0.057 0.512  -0.173 0.512  -0.223 0.446  -0.223 0.331  -0.317 0.310  -0.430 0.304  -0.512 0.223  -0.593 0.141  -0.695 0.109  -0.810 0.109  -0.826 0.010  -0.826 -0.106  -0.826 -0.221  -0.826 -0.336  -0.826 -0.451  -0.754 -0.495  -0.639 -0.495  -0.524 -0.495  -0.424 -0.510  -0.424 -0.625  -0.379 -0.696  -0.264 -0.696  -0.148 -0.696  -0.033 -0.696  0.052 -0.769  0.133 -0.851  0.229 -0.897  0.345 -0.897  0.437 -0.953  0.518 -1.034  0.583 -1.123  0.583 -1.239  0.621 -1.338  0.702 -1.420  0.784 -1.501
1d#apa#apa19#app1991/<  0.895 0.930  0.895 1.050  0.895 1.170  0.895 1.290  0.858 1.322  0.773 1.237  0.662 1.216  0.609 1.148  0.578 1.041  0.493 0.956  0.408 0.871  0.323 0.786  0.238 0.702  0.141 0.644  0.026 0.633  -0.059 0.548  -0.144 0.463  -0.229 0.378  -0.314 0.293  -0.399 0.208  -0.483 0.123  -0.568 0.038  -0.653 -0.047  -0.764 -0.070  -0.819 -0.135  -0.861 -0.213  -0.962 -0.232  -0.962 -0.352  -1.079 -0.355  -1.011 -0.355  -0.890 -0.355  -0.785 -0.390  -0.700 -0.475  -0.589 -0.498  -0.469 -0.498  -0.391 -0.540  -0.372 -0.641  -0.252 -0.641  -0.144 -0.693  -0.036 -0.747  0.075 -0.784  0.191 -0.794  0.276 -0.879  0.376 -0.927  0.488 -0.948  0.573 -1.033  0.677 -1.070  0.798 -1.070  0.895 -1.092  0.895 -1.213
2#pri#pri0#150/<  0.328 1.354  0.423 1.354  0.518 1.354  0.613 1.354  0.682 1.315  0.647 1.235  0.583 1.164  0.520 1.093  0.448 1.031  0.375 0.970  0.301 0.911  0.228 0.850  0.161 0.782  0.093 0.715  0.020 0.655  -0.054 0.594  -0.126 0.533  -0.197 0.469  -0.268 0.405  -0.338 0.342  -0.409 0.278  -0.474 0.209  -0.537 0.137  -0.599 0.065  -0.662 -0.006  -0.729 -0.074  -0.789 -0.147  -0.836 -0.230  -0.826 -0.322  -0.776 -0.403  -0.708 -0.468  -0.630 -0.522  -0.547 -0.568  -0.460 -0.606  -0.375 -0.649  -0.290 -0.691  -0.205 -0.734  -0.121 -0.778  -0.038 -0.824  0.046 -0.871  0.129 -0.917  0.212 -0.963  0.295 -1.009  0.376 -1.060  0.458 -1.107  0.543 -1.150  0.626 -1.196  0.710 -1.242  0.793 -1.287  0.868 -1.346
3#app#app08#app0833/<  1.158 1.406  1.158 1.276  1.128 1.177  0.999 1.177  0.929 1.116  0.929 0.987  0.839 0.948  0.709 0.948  0.615 0.862  0.523 0.771  0.431 0.679  0.340 0.587  0.248 0.496  0.121 0.489  -0.002 0.474  -0.094 0.383  -0.186 0.291  -0.277 0.199  -0.369 0.108  -0.461 0.016  -0.552 -0.076  -0.644 -0.167  -0.761 -0.198  -0.891 -0.198  -1.020 -0.198  -1.133 -0.215  -1.133 -0.345  -1.133 -0.381  -1.133 -0.251  -1.056 -0.198  -0.927 -0.198  -0.904 -0.305  -0.897 -0.427  -0.767 -0.427  -0.637 -0.427  -0.508 -0.427  -0.385 -0.458  -0.269 -0.516  -0.153 -0.574  -0.037 -0.632  0.086 -0.657  0.216 -0.657  0.346 -0.657  0.474 -0.660  0.566 -0.752  0.657 -0.843  0.769 -0.886  0.899 -0.886  1.029 -0.886  1.158 -0.886
1d#gmd#alek/<  0.984 1.448  0.905 1.417  0.840 1.353  0.764 1.302  0.690 1.248  0.626 1.184  0.561 1.120  0.488 1.065  0.414 1.010  0.353 0.944  0.302 0.868  0.237 0.805  0.166 0.748  0.095 0.691  0.023 0.633  -0.048 0.576  -0.120 0.519  -0.190 0.461  -0.255 0.396  -0.319 0.332  -0.384 0.267  -0.449 0.203  -0.494 0.124  -0.551 0.054  -0.615 -0.011  -0.680 -0.076  -0.758 -0.121  -0.829 -0.178  -0.833 -0.267  -0.755 -0.296  -0.679 -0.346  -0.610 -0.405  -0.543 -0.467  -0.461 -0.507  -0.388 -0.562  -0.315 -0.617  -0.242 -0.673  -0.171 -0.730  -0.099 -0.787  -0.029 -0.846  0.035 -0.910  0.100 -0.975  0.165 -1.040  0.229 -1.104  0.294 -1.169  0.363 -1.228  0.439 -1.278  0.509 -1.337  0.576 -1.398  0.658 -1.439
1d#gmd#alek/<  0.918 1.490  0.847 1.429  0.768 1.376  0.698 1.313  0.632 1.246  0.565 1.180  0.498 1.113  0.431 1.046  0.364 0.979  0.298 0.912  0.230 0.846  0.158 0.785  0.087 0.723  0.015 0.662  -0.057 0.601  -0.133 0.544  -0.208 0.487  -0.281 0.428  -0.354 0.367  -0.427 0.307  -0.497 0.244  -0.564 0.178  -0.637 0.117  -0.710 0.057  -0.782 -0.004  -0.838 -0.077  -0.894 -0.152  -0.861 -0.235  -0.779 -0.267  -0.700 -0.319  -0.616 -0.363  -0.532 -0.405  -0.462 -0.468  -0.387 -0.525  -0.306 -0.573  -0.225 -0.622  -0.141 -0.664  -0.056 -0.706  0.028 -0.749  0.081 -0.826  0.143 -0.896  0.222 -0.948  0.300 -1.000  0.379 -1.053  0.454 -1.110  0.530 -1.167  0.598 -1.233  0.664 -1.299  0.749 -1.342  0.791 -1.426
1d#gmd#alek/<  1.056 1.492  0.987 1.423  0.918 1.353  0.848 1.284  0.776 1.217  0.698 1.159  0.619 1.100  0.541 1.041  0.471 0.971  0.402 0.902  0.332 0.832  0.263 0.763  0.191 0.696  0.116 0.633  0.041 0.570  -0.035 0.508  -0.110 0.445  -0.187 0.384  -0.269 0.329  -0.350 0.275  -0.432 0.220  -0.514 0.166  -0.585 0.101  -0.647 0.024  -0.708 -0.053  -0.769 -0.129  -0.833 -0.204  -0.889 -0.282  -0.920 -0.375  -0.942 -0.470  -0.884 -0.526  -0.790 -0.557  -0.698 -0.591  -0.607 -0.627  -0.516 -0.664  -0.425 -0.700  -0.328 -0.716  -0.231 -0.732  -0.134 -0.748  -0.038 -0.765  0.055 -0.796  0.149 -0.827  0.237 -0.870  0.324 -0.914  0.412 -0.958  0.500 -1.002  0.590 -1.041  0.681 -1.078  0.772 -1.114  0.863 -1.151
1d#gmd#alek/<  0.874 1.330  0.923 1.398  0.917 1.373  0.854 1.310  0.791 1.247  0.728 1.184  0.665 1.121  0.600 1.061  0.531 1.005  0.461 0.950  0.392 0.894  0.327 0.833  0.264 0.770  0.201 0.707  0.138 0.644  0.076 0.581  0.013 0.518  -0.053 0.458  -0.121 0.401  -0.190 0.344  -0.258 0.287  -0.326 0.229  -0.389 0.166  -0.452 0.103  -0.515 0.041  -0.543 -0.044  -0.579 -0.123  -0.642 -0.186  -0.705 -0.249  -0.748 -0.327  -0.802 -0.396  -0.745 -0.424  -0.683 -0.487  -0.620 -0.550  -0.556 -0.611  -0.484 -0.665  -0.413 -0.718  -0.340 -0.769  -0.264 -0.815  -0.188 -0.860  -0.113 -0.908  -0.050 -0.971  0.018 -1.029  0.089 -1.082  0.160 -1.136  0.225 -1.196  0.288 -1.259  0.351 -1.322  0.414 -1.385  0.477 -1.448
1d#gmd#alek/<  0.633 1.454  0.665 1.486  0.607 1.428  0.548 1.369  0.482 1.318  0.416 1.269  0.353 1.216  0.307 1.147  0.259 1.079  0.205 1.016  0.151 0.953  0.097 0.890  0.043 0.827  -0.010 0.764  -0.063 0.700  -0.117 0.637  -0.170 0.573  -0.223 0.509  -0.270 0.441  -0.316 0.372  -0.362 0.303  -0.408 0.234  -0.454 0.165  -0.500 0.096  -0.517 0.016  -0.531 -0.066  -0.544 -0.148  -0.583 -0.217  -0.580 -0.293  -0.560 -0.373  -0.521 -0.442  -0.462 -0.501  -0.403 -0.560  -0.345 -0.618  -0.286 -0.677  -0.226 -0.734  -0.157 -0.780  -0.089 -0.827  -0.024 -0.879  0.041 -0.931  0.105 -0.982  0.170 -1.034  0.235 -1.086  0.300 -1.138  0.364 -1.190  0.423 -1.249  0.481 -1.308  0.546 -1.360  0.612 -1.409  0.678 -1.459
1d#gmd#alek/<  0.912 1.412  0.878 1.433  0.809 1.387  0.740 1.340  0.670 1.294  0.610 1.237  0.553 1.177  0.495 1.116  0.438 1.056  0.381 0.996  0.323 0.935  0.266 0.875  0.208 0.814  0.151 0.754  0.094 0.694  0.036 0.633  -0.021 0.573  -0.078 0.512  -0.136 0.452  -0.184 0.385  -0.222 0.311  -0.261 0.237  -0.299 0.163  -0.338 0.089  -0.376 0.015  -0.415 -0.059  -0.453 -0.132  -0.492 -0.206  -0.530 -0.280  -0.569 -0.354  -0.607 -0.428  -0.646 -0.502  -0.673 -0.574  -0.614 -0.633  -0.550 -0.686  -0.483 -0.736  -0.416 -0.786  -0.347 -0.832  -0.278 -0.878  -0.208 -0.924  -0.143 -0.975  -0.084 -1.034  -0.016 -1.081  0.054 -1.128  0.123 -1.174  0.193 -1.218  0.268 -1.256  0.342 -1.293  0.412 -1.338  0.482 -1.384
1d#gmd#alek/<  0.834 1.515  0.794 1.436  0.724 1.383  0.654 1.331  0.614 1.252  0.544 1.196  0.475 1.141  0.406 1.085  0.342 1.023  0.279 0.961  0.216 0.898  0.153 0.835  0.091 0.772  0.028 0.710  -0.035 0.647  -0.098 0.584  -0.161 0.521  -0.223 0.458  -0.286 0.396  -0.349 0.333  -0.412 0.270  -0.475 0.207  -0.537 0.144  -0.600 0.082  -0.663 0.019  -0.726 -0.044  -0.772 -0.119  -0.781 -0.201  -0.718 -0.264  -0.648 -0.317  -0.574 -0.366  -0.510 -0.428  -0.443 -0.486  -0.372 -0.539  -0.301 -0.592  -0.232 -0.648  -0.162 -0.703  -0.093 -0.759  -0.030 -0.821  0.033 -0.884  0.101 -0.940  0.171 -0.996  0.240 -1.051  0.305 -1.112  0.368 -1.174  0.431 -1.237  0.495 -1.298  0.566 -1.352  0.637 -1.405  0.702 -1.465
3#apa#apa15#app1520/<  0.818 1.543  0.818 1.437  0.818 1.332  0.728 1.282  0.633 1.235  0.539 1.187  0.444 1.140  0.358 1.082  0.283 1.008  0.208 0.933  0.134 0.859  0.059 0.784  -0.015 0.709  -0.090 0.635  -0.165 0.560  -0.239 0.486  -0.314 0.411  -0.388 0.336  -0.463 0.262  -0.538 0.187  -0.612 0.113  -0.687 0.038  -0.790 0.032  -0.896 0.032  -0.908 -0.060  -0.908 -0.166  -0.820 -0.183  -0.715 -0.183  -0.693 -0.267  -0.693 -0.372  -0.614 -0.399  -0.508 -0.399  -0.403 -0.399  -0.297 -0.399  -0.212 -0.448  -0.137 -0.523  -0.063 -0.597  0.012 -0.672  0.086 -0.747  0.161 -0.821  0.263 -0.831  0.368 -0.831  0.448 -0.892  0.523 -0.967  0.597 -1.042  0.672 -1.116  0.746 -1.191  0.818 -1.267  0.818 -1.372  0.818 -1.478
1d#app#app37#app3730/<  0.999 1.441  0.910 1.352  0.822 1.263  0.719 1.209  0.594 1.209  0.488 1.162  0.399 1.073  0.311 0.984  0.222 0.896  0.134 0.807  0.045 0.719  -0.044 0.630  -0.132 0.541  -0.246 0.514  -0.371 0.514  -0.392 0.409  -0.392 0.284  -0.515 0.282  -0.636 0.270  -0.724 0.181  -0.813 0.093  -0.920 0.050  -1.046 0.050  -1.087 -0.034  -1.087 -0.159  -0.985 -0.182  -0.860 -0.182  -0.734 -0.182  -0.624 -0.197  -0.624 -0.322  -0.590 -0.414  -0.465 -0.414  -0.392 -0.466  -0.392 -0.591  -0.321 -0.645  -0.196 -0.645  -0.070 -0.645  0.055 -0.645  0.180 -0.645  0.305 -0.645  0.431 -0.645  0.550 -0.660  0.638 -0.749  0.727 -0.837  0.836 -0.877  0.961 -0.877  0.999 -0.965  0.999 -1.090  1.105 -1.109  1.230 -1.109
2#app#app31#app3138/<  1.140 0.849  1.266 0.849  1.294 0.946  1.225 1.003  1.100 1.003  0.979 0.994  0.890 0.906  0.788 0.849  0.668 0.837  0.580 0.749  0.476 0.696  0.351 0.696  0.226 0.696  0.113 0.643  0.001 0.587  -0.106 0.524  -0.194 0.435  -0.300 0.389  -0.416 0.367  -0.505 0.278  -0.612 0.235  -0.701 0.199  -0.709 0.082  -0.834 0.082  -0.959 0.082  -1.008 0.006  -1.056 -0.072  -1.142 -0.072  -1.017 -0.072  -0.892 -0.072  -0.855 -0.160  -0.795 -0.225  -0.670 -0.225  -0.548 -0.228  -0.548 -0.354  -0.447 -0.379  -0.343 -0.429  -0.255 -0.518  -0.166 -0.606  -0.078 -0.695  0.011 -0.783  0.113 -0.839  0.233 -0.852  0.321 -0.940  0.410 -1.029  0.498 -1.117  0.527 -1.231  0.583 -1.299  0.680 -1.328  0.680 -1.453
3#app#app18#app1859/<  0.365 1.127  0.494 1.127  0.593 1.158  0.593 1.288  0.531 1.356  0.401 1.356  0.299 1.290  0.207 1.198  0.136 1.098  0.136 0.968  0.076 0.899  -0.054 0.899  -0.092 0.807  -0.092 0.678  -0.179 0.584  -0.271 0.492  -0.321 0.383  -0.321 0.253  -0.411 0.213  -0.541 0.213  -0.549 0.092  -0.549 -0.038  -0.549 -0.167  -0.603 -0.244  -0.733 -0.244  -0.778 -0.328  -0.778 -0.458  -0.778 -0.588  -0.795 -0.701  -0.924 -0.701  -0.959 -0.701  -0.829 -0.701  -0.699 -0.701  -0.569 -0.701  -0.439 -0.701  -0.310 -0.701  -0.180 -0.701  -0.050 -0.701  0.080 -0.701  0.209 -0.701  0.339 -0.701  0.469 -0.701  0.599 -0.701  0.729 -0.701  0.858 -0.701  0.988 -0.701  1.118 -0.701  1.248 -0.701  1.377 -0.701  1.507 -0.701
3#app#app18#app1859/<  0.595 0.841  0.595 0.971  0.595 1.101  0.595 1.230  0.595 1.360  0.480 1.375  0.350 1.375  0.328 1.267  0.328 1.137  0.257 1.037  0.165 0.945  0.074 0.853  0.061 0.729  0.061 0.599  -0.044 0.575  -0.173 0.575  -0.205 0.477  -0.205 0.347  -0.296 0.308  -0.425 0.308  -0.472 0.225  -0.472 0.095  -0.526 -0.012  -0.617 -0.104  -0.709 -0.196  -0.739 -0.313  -0.739 -0.443  -0.819 -0.492  -0.949 -0.492  -1.005 -0.565  -1.005 -0.695  -0.940 -0.759  -0.810 -0.759  -0.680 -0.759  -0.551 -0.759  -0.421 -0.759  -0.291 -0.759  -0.161 -0.759  -0.032 -0.759  0.098 -0.759  0.228 -0.759  0.357 -0.759  0.487 -0.759  0.617 -0.759  0.746 -0.759  0.876 -0.759  1.006 -0.759  1.135 -0.759  1.265 -0.759  1.395 -0.759
3#app#app18#app1859/<  0.868 1.538  0.868 1.418  0.868 1.299  0.755 1.292  0.635 1.292  0.515 1.292  0.396 1.292  0.375 1.193  0.375 1.073  0.310 0.980  0.225 0.896  0.141 0.811  0.056 0.726  -0.029 0.642  -0.113 0.557  -0.117 0.439  -0.117 0.319  -0.225 0.307  -0.345 0.307  -0.363 0.206  -0.363 0.086  -0.458 0.061  -0.577 0.061  -0.609 -0.027  -0.609 -0.147  -0.690 -0.185  -0.810 -0.185  -0.856 -0.260  -0.856 -0.379  -0.856 -0.499  -0.856 -0.619  -0.795 -0.678  -0.675 -0.678  -0.555 -0.678  -0.436 -0.678  -0.316 -0.678  -0.196 -0.678  -0.117 -0.718  -0.117 -0.838  -0.083 -0.924  0.036 -0.924  0.156 -0.924  0.276 -0.924  0.396 -0.924  0.515 -0.924  0.635 -0.924  0.755 -0.924  0.875 -0.924  0.994 -0.924  1.114 -0.924
1d#tos#f2#f2024065/<  0.755 1.351  0.671 1.351  0.588 1.351  0.505 1.351  0.422 1.351  0.347 1.330  0.302 1.263  0.276 1.184  0.243 1.108  0.197 1.039  0.151 0.970  0.113 0.896  0.061 0.834  -0.008 0.788  -0.075 0.740  -0.122 0.671  -0.168 0.602  -0.201 0.526  -0.227 0.447  -0.259 0.371  -0.299 0.298  -0.358 0.239  -0.416 0.180  -0.458 0.115  -0.510 0.083  -0.489 0.028  -0.458 -0.025  -0.433 -0.104  -0.407 -0.183  -0.403 -0.265  -0.371 -0.335  -0.312 -0.394  -0.268 -0.463  -0.231 -0.538  -0.194 -0.612  -0.164 -0.690  -0.138 -0.769  -0.105 -0.845  -0.068 -0.919  -0.030 -0.994  0.031 -1.044  0.101 -1.086  0.147 -1.156  0.193 -1.225  0.232 -1.298  0.269 -1.373  0.306 -1.447  0.361 -1.509  0.420 -1.568  0.479 -1.626
1d#tos#f3#f3036063/<  0.604 1.488  0.514 1.428  0.425 1.369  0.335 1.309  0.249 1.245  0.173 1.169  0.097 1.093  0.043 1.008  0.024 0.908  -0.052 0.832  -0.128 0.756  -0.214 0.703  -0.319 0.690  -0.415 0.642  -0.511 0.594  -0.518 0.490  -0.604 0.436  -0.700 0.388  -0.785 0.324  -0.854 0.245  -0.854 0.137  -0.855 0.030  -0.962 0.030  -0.893 -0.043  -0.804 -0.099  -0.702 -0.133  -0.600 -0.167  -0.518 -0.215  -0.503 -0.314  -0.407 -0.362  -0.310 -0.410  -0.205 -0.419  -0.097 -0.419  0.002 -0.454  0.098 -0.502  0.186 -0.562  0.263 -0.638  0.339 -0.714  0.429 -0.755  0.537 -0.755  0.604 -0.796  0.604 -0.903  0.636 -0.979  0.743 -0.979  0.851 -0.979  0.940 -0.998  0.940 -1.105  0.950 -1.204  1.057 -1.204  1.165 -1.204
1d#app#app18#app1859/<  0.365 1.127  0.494 1.127  0.593 1.158  0.593 1.288  0.531 1.356  0.401 1.356  0.299 1.290  0.207 1.198  0.136 1.098  0.136 0.968  0.076 0.899  -0.054 0.899  -0.092 0.807  -0.092 0.678  -0.179 0.584  -0.271 0.492  -0.321 0.383  -0.321 0.253  -0.411 0.213  -0.541 0.213  -0.549 0.092  -0.549 -0.038  -0.549 -0.167  -0.603 -0.244  -0.733 -0.244  -0.778 -0.328  -0.778 -0.458  -0.778 -0.588  -0.795 -0.701  -0.924 -0.701  -0.959 -0.701  -0.829 -0.701  -0.699 -0.701  -0.569 -0.701  -0.439 -0.701  -0.310 -0.701  -0.180 -0.701  -0.050 -0.701  0.080 -0.701  0.209 -0.701  0.339 -0.701  0.469 -0.701  0.599 -0.701  0.729 -0.701  0.858 -0.701  0.988 -0.701  1.118 -0.701  1.248 -0.701  1.377 -0.701  1.507 -0.701
1d#app#app18#app1859/<  0.595 0.841  0.595 0.971  0.595 1.101  0.595 1.230  0.595 1.360  0.480 1.375  0.350 1.375  0.328 1.267  0.328 1.137  0.257 1.037  0.165 0.945  0.074 0.853  0.061 0.729  0.061 0.599  -0.044 0.575  -0.173 0.575  -0.205 0.477  -0.205 0.347  -0.296 0.308  -0.425 0.308  -0.472 0.225  -0.472 0.095  -0.526 -0.012  -0.617 -0.104  -0.709 -0.196  -0.739 -0.313  -0.739 -0.443  -0.819 -0.492  -0.949 -0.492  -1.005 -0.565  -1.005 -0.695  -0.940 -0.759  -0.810 -0.759  -0.680 -0.759  -0.551 -0.759  -0.421 -0.759  -0.291 -0.759  -0.161 -0.759  -0.032 -0.759  0.098 -0.759  0.228 -0.759  0.357 -0.759  0.487 -0.759  0.617 -0.759  0.746 -0.759  0.876 -0.759  1.006 -0.759  1.135 -0.759  1.265 -0.759  1.395 -0.759
1d#app#app18#app1859/<  0.868 1.538  0.868 1.418  0.868 1.299  0.755 1.292  0.635 1.292  0.515 1.292  0.396 1.292  0.375 1.193  0.375 1.073  0.310 0.980  0.225 0.896  0.141 0.811  0.056 0.726  -0.029 0.642  -0.113 0.557  -0.117 0.439  -0.117 0.319  -0.225 0.307  -0.345 0.307  -0.363 0.206  -0.363 0.086  -0.458 0.061  -0.577 0.061  -0.609 -0.027  -0.609 -0.147  -0.690 -0.185  -0.810 -0.185  -0.856 -0.260  -0.856 -0.379  -0.856 -0.499  -0.856 -0.619  -0.795 -0.678  -0.675 -0.678  -0.555 -0.678  -0.436 -0.678  -0.316 -0.678  -0.196 -0.678  -0.117 -0.718  -0.117 -0.838  -0.083 -0.924  0.036 -0.924  0.156 -0.924  0.276 -0.924  0.396 -0.924  0.515 -0.924  0.635 -0.924  0.755 -0.924  0.875 -0.924  0.994 -0.924  1.114 -0.924
1d#pri#pri0#150/<  0.328 1.354  0.423 1.354  0.518 1.354  0.613 1.354  0.682 1.315  0.647 1.235  0.583 1.164  0.520 1.093  0.448 1.031  0.375 0.970  0.301 0.911  0.228 0.850  0.161 0.782  0.093 0.715  0.020 0.655  -0.054 0.594  -0.126 0.533  -0.197 0.469  -0.268 0.405  -0.338 0.342  -0.409 0.278  -0.474 0.209  -0.537 0.137  -0.599 0.065  -0.662 -0.006  -0.729 -0.074  -0.789 -0.147  -0.836 -0.230  -0.826 -0.322  -0.776 -0.403  -0.708 -0.468  -0.630 -0.522  -0.547 -0.568  -0.460 -0.606  -0.375 -0.649  -0.290 -0.691  -0.205 -0.734  -0.121 -0.778  -0.038 -0.824  0.046 -0.871  0.129 -0.917  0.212 -0.963  0.295 -1.009  0.376 -1.060  0.458 -1.107  0.543 -1.150  0.626 -1.196  0.710 -1.242  0.793 -1.287  0.868 -1.346
2#app#app19#app1916/<  1.398 0.844  1.276 0.844  1.153 0.844  1.031 0.844  0.909 0.844  0.787 0.844  0.665 0.844  0.543 0.844  0.420 0.844  0.298 0.844  0.201 0.785  0.114 0.698  0.026 0.616  -0.096 0.616  -0.212 0.600  -0.298 0.513  -0.384 0.427  -0.491 0.389  -0.613 0.389  -0.735 0.389  -0.857 0.389  -0.878 0.287  -0.878 0.165  -0.996 0.161  -1.105 0.148  -1.105 0.026  -1.076 -0.066  -0.954 -0.066  -0.878 -0.113  -0.878 -0.235  -0.815 -0.294  -0.692 -0.294  -0.594 -0.351  -0.507 -0.437  -0.420 -0.521  -0.298 -0.521  -0.181 -0.535  -0.095 -0.622  -0.009 -0.708  0.096 -0.749  0.219 -0.749  0.332 -0.785  0.442 -0.840  0.551 -0.894  0.660 -0.949  0.776 -0.977  0.898 -0.977  0.997 -1.031  1.084 -1.118  1.170 -1.204
1d#tos#f1#f1050060/<  0.776 1.372  0.671 1.372  0.566 1.372  0.461 1.372  0.356 1.372  0.268 1.345  0.221 1.251  0.136 1.194  0.056 1.133  0.009 1.039  -0.038 0.945  -0.085 0.851  -0.132 0.757  -0.168 0.658  -0.202 0.559  -0.271 0.486  -0.358 0.428  -0.436 0.361  -0.483 0.267  -0.496 0.165  -0.518 0.067  -0.577 -0.021  -0.635 -0.108  -0.668 -0.182  -0.773 -0.182  -0.849 -0.211  -0.849 -0.316  -0.821 -0.394  -0.716 -0.394  -0.611 -0.394  -0.506 -0.394  -0.453 -0.479  -0.383 -0.535  -0.278 -0.535  -0.174 -0.548  -0.075 -0.581  0.022 -0.621  0.109 -0.679  0.197 -0.738  0.299 -0.747  0.389 -0.784  0.463 -0.858  0.522 -0.944  0.574 -1.030  0.679 -1.030  0.784 -1.030  0.877 -1.060  0.951 -1.134  1.036 -1.195  1.130 -1.242
1d#tos#f2#f2051059/<  0.248 1.575  0.316 1.551  0.363 1.506  0.385 1.436  0.320 1.371  0.277 1.290  0.230 1.212  0.164 1.147  0.105 1.078  0.076 0.991  0.047 0.904  -0.028 0.881  -0.028 0.789  -0.028 0.697  -0.098 0.656  -0.185 0.627  -0.253 0.574  -0.294 0.492  -0.362 0.434  -0.439 0.382  -0.510 0.329  -0.510 0.237  -0.547 0.160  -0.579 0.081  -0.579 -0.011  -0.557 -0.089  -0.475 -0.131  -0.441 -0.202  -0.369 -0.225  -0.340 -0.312  -0.311 -0.400  -0.243 -0.453  -0.162 -0.496  -0.097 -0.561  -0.032 -0.626  -0.000 -0.712  0.029 -0.799  0.094 -0.836  0.181 -0.843  0.210 -0.931  0.239 -1.018  0.248 -1.109  0.268 -1.180  0.360 -1.180  0.415 -1.240  0.459 -1.318  0.543 -1.338  0.592 -1.410  0.638 -1.456  0.661 -1.525
2#apa#apa03#app0389/<  1.085 1.112  1.085 0.997  1.085 1.017  1.071 1.097  0.990 1.016  0.903 0.950  0.788 0.950  0.674 0.950  0.559 0.950  0.444 0.950  0.361 0.873  0.280 0.792  0.179 0.739  0.076 0.688  -0.026 0.637  -0.138 0.626  -0.240 0.595  -0.321 0.514  -0.415 0.465  -0.530 0.465  -0.532 0.352  -0.597 0.303  -0.694 0.285  -0.694 0.170  -0.779 0.141  -0.856 0.103  -0.856 -0.012  -0.856 -0.126  -0.856 -0.241  -0.844 -0.344  -0.730 -0.344  -0.615 -0.344  -0.532 -0.376  -0.532 -0.491  -0.433 -0.506  -0.334 -0.543  -0.253 -0.624  -0.156 -0.668  -0.047 -0.673  -0.047 -0.788  0.005 -0.881  0.086 -0.962  0.188 -0.991  0.277 -1.018  0.277 -1.132  0.343 -1.219  0.424 -1.300  0.533 -1.315  0.600 -1.362  0.600 -1.477
2#tos#f1#f1009062/<  0.739 1.603  0.648 1.586  0.624 1.488  0.543 1.421  0.435 1.421  0.341 1.387  0.284 1.303  0.284 1.195  0.284 1.087  0.229 1.002  0.167 0.915  0.119 0.818  0.103 0.714  0.103 0.606  0.003 0.570  -0.100 0.536  -0.181 0.480  -0.215 0.378  -0.249 0.275  -0.324 0.208  -0.421 0.160  -0.502 0.090  -0.534 -0.005  -0.534 -0.113  -0.540 -0.215  -0.648 -0.215  -0.756 -0.215  -0.806 -0.272  -0.754 -0.359  -0.662 -0.397  -0.554 -0.397  -0.446 -0.397  -0.428 -0.488  -0.320 -0.488  -0.261 -0.536  -0.202 -0.608  -0.106 -0.656  -0.001 -0.670  0.012 -0.765  0.033 -0.851  0.120 -0.886  0.168 -0.983  0.245 -1.033  0.346 -1.064  0.443 -1.112  0.548 -1.124  0.601 -1.212  0.650 -1.308  0.727 -1.385  0.739 -1.488
