2#app#app11#app1169/E  0.377 1.098  0.544 1.098  0.711 1.098  0.584 1.098  0.417 1.098  0.250 1.098  0.082 1.098  -0.085 1.098  -0.206 0.987  -0.370 0.980  -0.512 0.918  -0.656 0.862  -0.783 0.765  -0.901 0.647  -0.922 0.488  -0.922 0.321  -0.922 0.154  -0.804 0.105  -0.804 -0.062  -0.804 -0.230  -0.804 -0.397  -0.804 -0.564  -0.804 -0.731  -0.729 -0.867  -0.686 -1.017  -0.568 -1.066  -0.481 -1.146  -0.314 -1.146  -0.147 -1.146  0.020 -1.146  0.139 -1.030  0.306 -1.028  0.473 -1.028  0.522 -0.910  0.689 -0.910  0.744 -0.785  0.760 -0.619  0.777 -0.453  0.794 -0.286  0.810 -0.120  0.827 0.046  0.843 0.213  0.849 0.380  0.810 0.271  0.643 0.271  0.516 0.174  0.357 0.153  0.210 0.104  0.072 0.035  -0.096 0.035
3#kai#kai1#kclee6/E  1.087 0.837  1.024 0.976  0.893 1.063  0.762 1.151  0.631 1.238  0.494 1.313  0.345 1.362  0.191 1.380  0.040 1.337  -0.100 1.266  -0.217 1.162  -0.311 1.037  -0.398 0.906  -0.447 0.758  -0.493 0.608  -0.537 0.457  -0.580 0.306  -0.584 0.149  -0.584 -0.008  -0.544 -0.159  -0.407 -0.233  -0.256 -0.273  -0.102 -0.278  0.052 -0.247  0.205 -0.209  0.358 -0.170  0.453 -0.051  0.540 0.080  0.418 0.169  0.268 0.210  0.113 0.192  -0.036 0.142  -0.143 0.037  -0.247 -0.080  -0.344 -0.203  -0.400 -0.348  -0.456 -0.494  -0.510 -0.640  -0.536 -0.795  -0.542 -0.952  -0.495 -1.101  -0.423 -1.234  -0.290 -1.319  -0.155 -1.400  -0.003 -1.418  0.151 -1.391  0.303 -1.353  0.454 -1.309  0.603 -1.259  0.753 -1.210
3#kai#kai1#kclee6/E  1.119 0.402  1.058 0.543  0.991 0.682  0.975 0.835  0.908 0.974  0.822 1.103  0.685 1.169  0.549 1.240  0.396 1.253  0.247 1.210  0.100 1.167  -0.039 1.102  -0.183 1.048  -0.307 0.956  -0.402 0.834  -0.458 0.690  -0.486 0.539  -0.486 0.384  -0.486 0.229  -0.455 0.082  -0.339 -0.013  -0.191 -0.042  -0.036 -0.039  0.104 0.029  0.244 0.092  0.225 0.178  0.081 0.231  -0.074 0.231  -0.226 0.202  -0.356 0.120  -0.449 -0.005  -0.532 -0.136  -0.602 -0.275  -0.671 -0.414  -0.732 -0.556  -0.779 -0.704  -0.793 -0.858  -0.788 -1.013  -0.709 -1.138  -0.575 -1.203  -0.419 -1.203  -0.264 -1.203  -0.109 -1.203  0.044 -1.182  0.198 -1.169  0.350 -1.139  0.500 -1.102  0.648 -1.053  0.785 -0.982  0.914 -0.896
3#kai#kai1#kclee6/E  0.968 0.595  0.931 0.739  0.901 0.882  0.828 1.013  0.745 1.138  0.641 1.242  0.506 1.304  0.360 1.337  0.212 1.351  0.066 1.328  -0.071 1.266  -0.199 1.190  -0.301 1.083  -0.376 0.954  -0.429 0.814  -0.480 0.673  -0.527 0.531  -0.544 0.384  -0.544 0.234  -0.544 0.084  -0.492 -0.050  -0.392 -0.161  -0.263 -0.229  -0.114 -0.237  0.035 -0.233  0.178 -0.188  0.319 -0.140  0.385 -0.037  0.287 0.054  0.139 0.066  -0.011 0.066  -0.150 0.017  -0.253 -0.084  -0.352 -0.196  -0.422 -0.325  -0.460 -0.469  -0.521 -0.606  -0.544 -0.750  -0.544 -0.900  -0.526 -1.047  -0.457 -1.179  -0.343 -1.272  -0.211 -1.339  -0.064 -1.368  0.086 -1.371  0.230 -1.340  0.372 -1.292  0.512 -1.236  0.653 -1.186  0.779 -1.106
3#kai#kai1#kclee6/E  1.068 0.456  1.060 0.600  1.031 0.742  1.013 0.884  0.934 1.002  0.813 1.072  0.681 1.126  0.548 1.168  0.404 1.175  0.263 1.199  0.123 1.168  0.001 1.112  -0.079 0.995  -0.130 0.859  -0.140 0.715  -0.168 0.573  -0.168 0.428  -0.160 0.284  -0.102 0.152  0.002 0.063  0.144 0.044  0.289 0.046  0.430 0.081  0.518 0.099  0.397 0.180  0.276 0.260  0.145 0.307  -0.000 0.307  -0.124 0.236  -0.240 0.149  -0.348 0.052  -0.450 -0.051  -0.549 -0.157  -0.614 -0.287  -0.688 -0.411  -0.753 -0.540  -0.808 -0.675  -0.873 -0.805  -0.911 -0.945  -0.911 -1.087  -0.823 -1.200  -0.693 -1.265  -0.553 -1.301  -0.408 -1.303  -0.263 -1.303  -0.118 -1.301  0.026 -1.278  0.166 -1.242  0.309 -1.229  0.432 -1.154
3#kai#kai1#kclee6/E  0.825 0.371  0.911 0.502  0.953 0.652  0.923 0.799  0.836 0.930  0.732 1.044  0.602 1.130  0.463 1.197  0.309 1.223  0.152 1.223  0.002 1.195  -0.140 1.129  -0.281 1.065  -0.406 0.971  -0.478 0.832  -0.548 0.692  -0.581 0.543  -0.581 0.387  -0.529 0.240  -0.458 0.101  -0.341 0.013  -0.196 -0.042  -0.057 -0.098  0.099 -0.088  0.249 -0.045  0.389 0.025  0.530 0.083  0.538 0.211  0.389 0.261  0.237 0.286  0.083 0.260  -0.062 0.204  -0.184 0.114  -0.280 -0.010  -0.376 -0.129  -0.413 -0.281  -0.444 -0.435  -0.494 -0.583  -0.538 -0.731  -0.538 -0.888  -0.538 -1.044  -0.538 -1.201  -0.486 -1.348  -0.394 -1.474  -0.269 -1.568  -0.119 -1.589  0.037 -1.589  0.190 -1.570  0.336 -1.512  0.484 -1.461
3#kai#kai1#kclee6/E  1.224 0.316  1.210 0.466  1.141 0.602  1.056 0.729  0.972 0.856  0.882 0.980  0.773 1.086  0.644 1.167  0.502 1.223  0.352 1.239  0.199 1.239  0.050 1.206  -0.088 1.144  -0.219 1.066  -0.317 0.952  -0.402 0.825  -0.449 0.681  -0.486 0.533  -0.530 0.387  -0.541 0.236  -0.513 0.086  -0.476 -0.062  -0.398 -0.187  -0.286 -0.285  -0.134 -0.285  0.015 -0.260  0.160 -0.212  0.274 -0.113  0.302 0.028  0.181 0.116  0.030 0.105  -0.115 0.057  -0.260 0.009  -0.378 -0.083  -0.481 -0.195  -0.561 -0.325  -0.626 -0.463  -0.672 -0.609  -0.701 -0.758  -0.695 -0.910  -0.655 -1.057  -0.565 -1.178  -0.438 -1.263  -0.305 -1.328  -0.152 -1.328  0.001 -1.328  0.154 -1.328  0.306 -1.326  0.434 -1.245  0.583 -1.208
3#kai#kai1#kclee6/E  1.001 0.552  1.050 0.698  1.079 0.847  1.048 0.996  0.936 1.098  0.810 1.186  0.670 1.247  0.517 1.250  0.368 1.215  0.221 1.189  0.089 1.110  -0.041 1.031  -0.147 0.920  -0.240 0.796  -0.311 0.660  -0.380 0.522  -0.404 0.373  -0.404 0.219  -0.371 0.069  -0.257 -0.027  -0.112 -0.073  0.043 -0.073  0.197 -0.073  0.346 -0.044  0.373 0.086  0.244 0.172  0.111 0.240  -0.044 0.240  -0.192 0.206  -0.331 0.139  -0.462 0.058  -0.590 -0.028  -0.717 -0.114  -0.773 -0.257  -0.844 -0.391  -0.872 -0.542  -0.872 -0.696  -0.848 -0.846  -0.774 -0.980  -0.655 -1.075  -0.519 -1.147  -0.375 -1.201  -0.222 -1.212  -0.073 -1.243  0.081 -1.243  0.235 -1.243  0.388 -1.233  0.539 -1.201  0.677 -1.132  0.806 -1.048
3#kai#kai1#kclee6/E  0.832 1.101  0.753 1.218  0.654 1.318  0.525 1.370  0.408 1.448  0.267 1.448  0.128 1.441  0.011 1.363  -0.101 1.278  -0.178 1.163  -0.235 1.035  -0.287 0.904  -0.332 0.770  -0.363 0.634  -0.363 0.494  -0.363 0.353  -0.343 0.214  -0.290 0.086  -0.194 -0.013  -0.067 -0.070  0.071 -0.093  0.211 -0.084  0.347 -0.049  0.466 0.014  0.487 0.112  0.354 0.156  0.216 0.177  0.075 0.177  -0.065 0.177  -0.184 0.109  -0.281 0.010  -0.357 -0.109  -0.429 -0.229  -0.494 -0.355  -0.557 -0.481  -0.594 -0.613  -0.594 -0.754  -0.580 -0.891  -0.517 -1.017  -0.439 -1.134  -0.360 -1.250  -0.234 -1.313  -0.099 -1.353  0.040 -1.364  0.180 -1.354  0.316 -1.318  0.447 -1.268  0.574 -1.206  0.706 -1.158  0.832 -1.095
3#kai#kai1#kclee6/E  1.042 0.490  1.028 0.639  0.980 0.782  0.904 0.911  0.826 1.041  0.732 1.157  0.604 1.231  0.460 1.276  0.309 1.276  0.160 1.260  0.023 1.203  -0.108 1.129  -0.220 1.033  -0.308 0.911  -0.384 0.781  -0.438 0.641  -0.458 0.492  -0.458 0.341  -0.437 0.193  -0.372 0.058  -0.257 -0.036  -0.112 -0.072  0.038 -0.081  0.178 -0.026  0.238 0.080  0.142 0.186  0.002 0.240  -0.147 0.233  -0.276 0.158  -0.391 0.073  -0.489 -0.041  -0.576 -0.163  -0.651 -0.294  -0.712 -0.432  -0.760 -0.575  -0.779 -0.724  -0.779 -0.875  -0.710 -1.005  -0.604 -1.112  -0.480 -1.194  -0.336 -1.223  -0.185 -1.223  -0.034 -1.223  0.117 -1.222  0.264 -1.185  0.407 -1.137  0.550 -1.090  0.693 -1.041  0.828 -0.973  0.935 -0.866
3#kai#kai1#kclee6/E  0.934 0.871  0.916 1.016  0.832 1.141  0.730 1.244  0.590 1.300  0.444 1.338  0.294 1.343  0.145 1.333  -0.002 1.304  -0.142 1.269  -0.268 1.186  -0.402 1.121  -0.503 1.019  -0.560 0.880  -0.563 0.730  -0.563 0.580  -0.563 0.429  -0.550 0.280  -0.498 0.139  -0.440 0.000  -0.334 -0.106  -0.219 -0.204  -0.094 -0.285  0.046 -0.341  0.195 -0.350  0.345 -0.350  0.477 -0.287  0.539 -0.155  0.476 -0.035  0.326 -0.035  0.175 -0.035  0.025 -0.035  -0.120 -0.071  -0.256 -0.137  -0.351 -0.249  -0.421 -0.382  -0.469 -0.524  -0.501 -0.671  -0.523 -0.820  -0.510 -0.969  -0.471 -1.111  -0.364 -1.218  -0.237 -1.298  -0.091 -1.334  0.060 -1.334  0.211 -1.334  0.353 -1.296  0.492 -1.237  0.633 -1.185  0.776 -1.137
3#kai#kai1#kclee6/E  0.702 0.729  0.743 0.900  0.711 1.073  0.582 1.190  0.421 1.262  0.250 1.306  0.074 1.293  -0.101 1.264  -0.273 1.228  -0.418 1.125  -0.547 1.004  -0.673 0.878  -0.762 0.725  -0.814 0.556  -0.823 0.379  -0.764 0.212  -0.660 0.072  -0.519 -0.036  -0.351 -0.090  -0.180 -0.137  -0.002 -0.137  0.173 -0.121  0.344 -0.072  0.509 -0.007  0.662 0.084  0.700 0.240  0.609 0.375  0.435 0.399  0.262 0.361  0.089 0.318  -0.071 0.239  -0.176 0.098  -0.302 -0.028  -0.421 -0.159  -0.500 -0.318  -0.566 -0.484  -0.612 -0.655  -0.617 -0.833  -0.611 -1.010  -0.503 -1.149  -0.360 -1.254  -0.200 -1.331  -0.022 -1.331  0.156 -1.331  0.329 -1.291  0.500 -1.242  0.676 -1.212  0.837 -1.140  0.970 -1.023  1.114 -0.919
3#kai#kai1#kclee6/E  0.991 0.682  0.931 0.833  0.833 0.964  0.717 1.079  0.599 1.192  0.458 1.274  0.302 1.325  0.142 1.345  -0.015 1.300  -0.160 1.231  -0.270 1.111  -0.361 0.974  -0.441 0.832  -0.502 0.680  -0.541 0.521  -0.581 0.362  -0.565 0.207  -0.447 0.093  -0.306 0.018  -0.142 0.018  0.021 0.018  0.184 0.026  0.333 0.091  0.469 0.182  0.464 0.273  0.311 0.309  0.147 0.309  -0.007 0.279  -0.152 0.204  -0.295 0.128  -0.405 0.009  -0.500 -0.124  -0.581 -0.266  -0.641 -0.418  -0.681 -0.577  -0.709 -0.737  -0.691 -0.899  -0.667 -1.061  -0.609 -1.200  -0.476 -1.289  -0.315 -1.308  -0.152 -1.308  0.011 -1.302  0.163 -1.241  0.318 -1.187  0.473 -1.135  0.626 -1.076  0.772 -1.003  0.916 -0.926  1.032 -0.811
3#apb#apb40#app4062/E  0.462 0.822  0.621 0.920  0.768 1.031  0.892 1.167  0.934 1.327  0.756 1.365  0.577 1.308  0.406 1.229  0.230 1.164  0.065 1.076  -0.093 0.975  -0.241 0.860  -0.391 0.746  -0.529 0.620  -0.652 0.478  -0.762 0.326  -0.850 0.161  -0.878 -0.021  -0.797 -0.183  -0.617 -0.228  -0.431 -0.219  -0.256 -0.152  -0.083 -0.078  0.085 0.006  0.252 0.091  0.419 0.178  0.578 0.277  0.700 0.414  0.542 0.355  0.380 0.261  0.217 0.167  0.058 0.068  -0.092 -0.046  -0.224 -0.178  -0.354 -0.314  -0.471 -0.460  -0.568 -0.621  -0.664 -0.783  -0.730 -0.955  -0.729 -1.140  -0.640 -1.293  -0.475 -1.372  -0.289 -1.397  -0.108 -1.351  0.073 -1.298  0.246 -1.227  0.419 -1.152  0.585 -1.066  0.751 -0.978  0.908 -0.880
2#syn#syn0#pm/E  -0.784 0.687  -0.822 0.614  -0.920 0.388  -0.975 0.123  -1.022 -0.143  -1.065 -0.411  -1.092 -0.680  -0.904 -0.749  -0.638 -0.799  -0.371 -0.846  -0.104 -0.891  0.161 -0.945  0.427 -0.996  0.692 -1.055  0.952 -1.123  1.146 -0.967  0.948 -0.941  0.688 -1.019  0.449 -0.999  0.263 -0.802  0.077 -0.605  -0.109 -0.408  -0.294 -0.210  -0.480 -0.013  -0.611 0.164  -0.419 -0.004  -0.185 -0.129  0.080 -0.179  0.350 -0.190  0.619 -0.153  0.865 -0.049  0.715 -0.030  0.451 -0.093  0.227 -0.005  0.037 0.188  -0.152 0.382  -0.342 0.576  -0.531 0.769  -0.721 0.963  -0.897 1.050  -0.735 0.912  -0.465 0.915  -0.194 0.934  0.076 0.943  0.347 0.954  0.618 0.951  0.889 0.951  1.159 0.942  1.379 1.088  1.219 0.942
2#syn#syn0#pm/E  -0.477 0.798  -0.596 0.708  -0.793 0.540  -0.956 0.363  -1.002 0.107  -1.060 -0.148  -1.101 -0.405  -1.146 -0.662  -1.169 -0.921  -1.050 -1.104  -0.790 -1.096  -0.531 -1.069  -0.271 -1.046  -0.011 -1.027  0.248 -1.002  0.508 -0.984  0.767 -0.954  0.996 -0.851  1.106 -0.619  1.013 -0.467  0.756 -0.492  0.509 -0.508  0.273 -0.397  0.037 -0.286  -0.199 -0.175  -0.334 -0.095  -0.269 -0.338  -0.047 -0.381  0.198 -0.293  0.423 -0.162  0.636 -0.012  0.839 0.151  0.996 0.333  0.742 0.275  0.489 0.271  0.245 0.361  0.000 0.452  -0.244 0.543  -0.489 0.634  -0.733 0.724  -0.832 0.639  -0.597 0.583  -0.345 0.648  -0.098 0.733  0.146 0.824  0.385 0.929  0.622 1.036  0.845 1.171  1.060 1.318  1.303 1.354
2#syn#syn0#pm/E  1.246 1.261  1.152 1.215  1.012 1.134  0.866 1.069  0.706 1.049  0.545 1.049  0.386 1.022  0.229 0.982  0.075 0.934  -0.077 0.880  -0.226 0.817  -0.367 0.738  -0.507 0.656  -0.646 0.575  -0.645 0.444  -0.521 0.348  -0.368 0.300  -0.209 0.273  -0.049 0.250  0.113 0.243  0.273 0.261  0.353 0.263  0.199 0.221  0.041 0.191  -0.113 0.144  -0.257 0.070  -0.402 -0.002  -0.545 -0.078  -0.686 -0.157  -0.827 -0.236  -0.960 -0.327  -1.054 -0.455  -1.104 -0.607  -1.083 -0.763  -0.955 -0.855  -0.802 -0.902  -0.643 -0.932  -0.484 -0.960  -0.323 -0.969  -0.161 -0.969  0.001 -0.969  0.162 -0.953  0.322 -0.936  0.481 -0.906  0.638 -0.868  0.791 -0.815  0.940 -0.753  1.086 -0.685  1.233 -0.617  1.166 -0.676
2#syn#syn0#pm/E  0.496 1.199  0.402 1.146  0.384 1.137  0.379 1.137  0.257 1.089  0.103 1.044  -0.048 0.990  -0.199 0.933  -0.349 0.875  -0.499 0.817  -0.646 0.752  -0.788 0.676  -0.915 0.579  -0.841 0.470  -0.685 0.427  -0.529 0.391  -0.370 0.365  -0.211 0.343  -0.050 0.331  0.111 0.331  0.271 0.331  0.174 0.291  0.027 0.226  -0.121 0.163  -0.268 0.097  -0.410 0.021  -0.552 -0.053  -0.696 -0.124  -0.828 -0.217  -0.910 -0.348  -0.890 -0.508  -0.861 -0.665  -0.782 -0.803  -0.646 -0.883  -0.490 -0.919  -0.331 -0.941  -0.170 -0.941  -0.009 -0.937  0.151 -0.923  0.311 -0.905  0.468 -0.872  0.626 -0.839  0.783 -0.804  0.935 -0.752  1.086 -0.695  1.236 -0.638  1.378 -0.563  1.533 -0.522  1.546 -0.595  1.437 -0.714
2#ced#ayml3525_s_0k/E  0.472 1.289  0.309 1.107  0.171 0.904  0.050 0.691  -0.028 0.460  -0.118 0.232  -0.191 0.001  -0.239 -0.239  -0.288 -0.480  -0.340 -0.719  -0.356 -0.962  -0.377 -1.205  -0.411 -1.445  -0.453 -1.425  -0.467 -1.180  -0.481 -0.936  -0.495 -0.691  -0.509 -0.446  -0.523 -0.201  -0.536 0.043  -0.550 0.288  -0.496 0.526  -0.391 0.737  -0.173 0.847  0.063 0.900  0.304 0.935  0.546 0.963  0.784 1.022  1.027 1.041  1.268 1.077  1.513 1.077  1.349 0.943  1.151 0.799  0.953 0.654  0.755 0.510  0.557 0.365  0.359 0.221  0.161 0.077  -0.037 -0.068  -0.235 -0.212  -0.433 -0.357  -0.632 -0.500  -0.845 -0.620  -0.976 -0.816  -0.803 -0.927  -0.565 -0.922  -0.322 -0.905  -0.082 -0.858  0.160 -0.818  0.402 -0.777
2#ced#ayml3525_s_0k/E  0.962 1.397  0.835 1.365  0.707 1.333  0.579 1.304  0.450 1.279  0.319 1.276  0.197 1.228  0.074 1.182  -0.047 1.132  -0.160 1.065  -0.262 0.983  -0.361 0.897  -0.439 0.791  -0.516 0.684  -0.595 0.579  -0.654 0.464  -0.650 0.339  -0.571 0.241  -0.465 0.166  -0.333 0.166  -0.203 0.153  -0.074 0.127  0.054 0.153  0.182 0.183  0.310 0.206  0.361 0.180  0.256 0.101  0.151 0.022  0.045 -0.055  -0.065 -0.128  -0.164 -0.213  -0.257 -0.306  -0.332 -0.413  -0.401 -0.525  -0.469 -0.638  -0.528 -0.755  -0.551 -0.881  -0.522 -1.003  -0.444 -1.108  -0.324 -1.152  -0.195 -1.177  -0.065 -1.197  0.065 -1.206  0.197 -1.206  0.328 -1.206  0.459 -1.206  0.591 -1.206  0.720 -1.182  0.844 -1.144  0.962 -1.085
2#ced#ayml3525_s_0k/E  0.066 1.202  -0.081 1.264  -0.161 1.026  -0.222 0.782  -0.286 0.538  -0.357 0.297  -0.438 0.059  -0.501 -0.185  -0.581 -0.424  -0.642 -0.668  -0.730 -0.905  -0.820 -1.140  -0.891 -1.382  -0.775 -1.489  -0.563 -1.355  -0.372 -1.194  -0.146 -1.081  0.093 -1.002  0.337 -0.940  0.586 -0.908  0.839 -0.908  0.917 -0.902  0.690 -0.791  0.463 -0.680  0.236 -0.569  0.010 -0.458  -0.217 -0.347  -0.444 -0.236  -0.670 -0.125  -0.552 -0.057  -0.301 -0.044  -0.051 -0.014  0.192 -0.013  0.443 -0.007  0.691 0.022  0.922 0.061  0.704 0.188  0.486 0.315  0.268 0.442  0.050 0.569  -0.168 0.696  -0.386 0.824  -0.519 1.008  -0.330 1.153  -0.095 1.235  0.157 1.235  0.410 1.235  0.662 1.235  0.914 1.235  1.163 1.202
2#ced#ayml3525_s_0k/E  -0.304 1.195  -0.181 1.330  -0.088 1.308  -0.131 1.122  -0.170 0.936  -0.244 0.765  -0.299 0.582  -0.353 0.398  -0.408 0.215  -0.488 0.041  -0.562 -0.136  -0.616 -0.319  -0.682 -0.499  -0.747 -0.678  -0.833 -0.849  -0.895 -1.031  -0.894 -1.191  -0.715 -1.223  -0.528 -1.180  -0.338 -1.162  -0.153 -1.111  0.037 -1.095  0.229 -1.095  0.419 -1.073  0.609 -1.061  0.801 -1.061  0.929 -0.976  0.785 -0.849  0.642 -0.722  0.498 -0.595  0.355 -0.468  0.211 -0.341  0.068 -0.214  -0.078 -0.092  -0.008 -0.060  0.184 -0.058  0.376 -0.058  0.351 0.080  0.270 0.254  0.190 0.428  0.109 0.602  0.029 0.776  -0.052 0.950  -0.168 1.063  0.001 1.146  0.190 1.170  0.378 1.195  0.569 1.195  0.759 1.217  0.950 1.229
2#ced#ayml3525_s_0k/E  -0.174 0.811  -0.339 0.762  -0.369 0.413  -0.390 0.063  -0.451 -0.282  -0.453 -0.635  -0.453 -0.988  -0.425 -1.198  -0.095 -1.115  0.253 -1.072  0.606 -1.072  0.959 -1.072  1.205 -1.062  0.938 -0.830  0.671 -0.599  0.404 -0.368  0.137 -0.136  -0.130 0.095  -0.396 0.327  -0.663 0.558  -0.930 0.789  -0.785 0.979  -0.440 1.034  -0.093 1.073  0.255 1.120  0.602 1.174  0.952 1.201  0.737 1.039  0.437 0.853  0.137 0.666  -0.163 0.480  -0.463 0.293  -0.763 0.107  -1.063 -0.080  -1.034 -0.206  -0.711 -0.096  -0.366 -0.040  -0.321 -0.103  -0.646 -0.242  -0.971 -0.382  -1.076 -0.375  -0.727 -0.347  -0.380 -0.291  -0.030 -0.255  0.322 -0.232  0.673 -0.206  1.022 -0.152  1.373 -0.124  1.726 -0.123  1.891 -0.152
2#ced#ayml3525_s_0k/E  0.788 1.122  0.658 1.146  0.527 1.123  0.393 1.122  0.259 1.118  0.127 1.095  -0.002 1.059  -0.124 1.002  -0.251 0.962  -0.372 0.902  -0.496 0.852  -0.611 0.784  -0.719 0.705  -0.819 0.619  -0.830 0.501  -0.714 0.434  -0.588 0.386  -0.456 0.366  -0.322 0.366  -0.193 0.329  -0.063 0.339  0.070 0.329  0.064 0.249  -0.052 0.190  -0.174 0.137  -0.299 0.086  -0.415 0.020  -0.528 -0.052  -0.632 -0.131  -0.728 -0.220  -0.765 -0.349  -0.727 -0.468  -0.624 -0.554  -0.517 -0.636  -0.394 -0.688  -0.273 -0.748  -0.150 -0.800  -0.022 -0.840  0.109 -0.870  0.240 -0.900  0.368 -0.941  0.497 -0.978  0.630 -0.997  0.762 -1.016  0.895 -1.035  1.029 -1.051  1.163 -1.048  1.295 -1.027  1.428 -1.017  1.557 -0.979
1b#apb#apb14#app1425/E  1.174 1.078  0.989 1.078  0.773 1.093  0.558 1.116  0.344 1.149  0.128 1.172  -0.082 1.220  -0.279 1.305  -0.456 1.430  -0.515 1.281  -0.547 1.067  -0.587 0.854  -0.632 0.642  -0.683 0.431  -0.736 0.221  -0.777 0.008  -0.820 -0.204  -0.872 -0.414  -0.899 -0.627  -0.794 -0.805  -0.594 -0.876  -0.381 -0.916  -0.165 -0.901  0.051 -0.893  0.268 -0.886  0.483 -0.868  0.700 -0.863  0.913 -0.857  1.109 -0.870  0.939 -0.832  0.734 -0.761  0.529 -0.691  0.324 -0.621  0.119 -0.551  -0.086 -0.481  -0.291 -0.411  -0.496 -0.341  -0.701 -0.270  -0.906 -0.200  -0.868 -0.086  -0.669 0.002  -0.453 0.003  -0.236 0.003  -0.019 0.003  0.197 0.003  0.414 0.003  0.631 0.003  0.848 0.003  1.064 0.003  1.251 0.054
2#apb#apb14#app1428/E  0.583 1.001  0.802 1.059  1.027 1.104  0.911 1.097  0.679 1.097  0.447 1.097  0.215 1.097  -0.017 1.097  -0.249 1.097  -0.482 1.097  -0.712 1.081  -0.852 0.994  -0.685 0.837  -0.568 0.638  -0.556 0.409  -0.649 0.196  -0.745 -0.015  -0.810 -0.238  -0.897 -0.451  -0.911 -0.678  -0.743 -0.832  -0.528 -0.902  -0.297 -0.926  -0.066 -0.942  0.166 -0.942  0.398 -0.942  0.629 -0.916  0.860 -0.896  1.081 -0.855  0.937 -0.784  0.713 -0.726  0.488 -0.668  0.263 -0.611  0.038 -0.553  -0.186 -0.495  -0.411 -0.437  -0.636 -0.379  -0.861 -0.321  -1.065 -0.252  -0.909 -0.102  -0.683 -0.054  -0.452 -0.043  -0.219 -0.043  0.012 -0.036  0.244 -0.017  0.476 -0.005  0.707 0.005  0.940 0.005  1.171 0.016  1.402 0.037
2#apb#apb14#app1428/E  0.793 0.931  0.939 1.081  0.860 1.166  0.654 1.129  0.449 1.091  0.242 1.065  0.033 1.054  -0.175 1.042  -0.384 1.031  -0.592 1.045  -0.795 1.007  -0.969 0.901  -1.038 0.710  -1.027 0.503  -0.985 0.298  -0.939 0.095  -0.897 -0.110  -0.837 -0.309  -0.771 -0.506  -0.697 -0.698  -0.591 -0.878  -0.432 -0.994  -0.234 -1.061  -0.026 -1.067  0.180 -1.035  0.382 -0.985  0.579 -0.915  0.779 -0.852  0.977 -0.788  1.182 -0.751  0.992 -0.745  0.790 -0.694  0.587 -0.642  0.385 -0.590  0.182 -0.538  -0.020 -0.487  -0.223 -0.435  -0.425 -0.383  -0.628 -0.331  -0.761 -0.206  -0.653 -0.040  -0.469 0.053  -0.269 0.114  -0.069 0.173  0.136 0.206  0.345 0.217  0.551 0.251  0.757 0.289  0.963 0.313  1.169 0.278
3#app#app18#app1858/E  -0.613 0.715  -0.548 0.449  -0.411 0.213  -0.411 -0.080  -0.468 -0.349  -0.613 -0.582  -0.613 -0.874  -0.544 -1.099  -0.426 -0.939  -0.452 -0.648  -0.479 -0.357  -0.505 -0.065  -0.532 0.226  -0.558 0.518  -0.585 0.809  -0.611 1.101  -0.411 1.192  -0.246 1.319  0.047 1.319  0.340 1.319  0.632 1.319  0.925 1.319  1.188 1.308  0.967 1.115  0.747 0.922  0.527 0.730  0.307 0.537  0.086 0.344  -0.134 0.151  -0.354 -0.041  -0.199 -0.080  0.015 0.110  0.307 0.110  0.600 0.110  0.865 0.043  0.905 -0.133  0.637 -0.252  0.370 -0.371  0.103 -0.490  -0.165 -0.609  -0.432 -0.727  -0.700 -0.846  -0.814 -1.065  -0.556 -1.099  -0.263 -1.099  0.030 -1.099  0.322 -1.099  0.615 -1.099  0.908 -1.099  1.200 -1.099
3#app#app18#app1858/E  -0.705 1.238  -0.612 1.032  -0.499 0.847  -0.499 0.548  -0.499 0.250  -0.499 -0.049  -0.499 -0.348  -0.499 -0.647  -0.499 -0.945  -0.490 -1.235  -0.309 -1.135  -0.358 -0.841  -0.407 -0.546  -0.456 -0.251  -0.505 0.043  -0.555 0.338  -0.604 0.633  -0.653 0.927  -0.702 1.222  -0.629 1.032  -0.330 1.032  -0.031 1.032  0.268 1.032  0.566 1.032  0.865 1.032  1.139 1.026  0.872 0.893  0.604 0.759  0.337 0.626  0.070 0.492  -0.197 0.358  -0.464 0.225  -0.444 0.002  -0.145 0.002  0.153 0.002  0.452 0.002  0.751 0.002  0.870 -0.073  0.659 -0.284  0.448 -0.495  0.237 -0.706  0.025 -0.918  -0.186 -1.129  -0.188 -1.130  0.069 -1.029  0.368 -1.029  0.532 -1.164  0.759 -1.235  1.058 -1.235  1.357 -1.235
