1c#apa#apa03#app0358/k  0.098 1.882  -0.025 1.778  -0.209 1.698  -0.283 1.501  -0.396 1.319  -0.473 1.110  -0.520 0.893  -0.643 0.716  -0.643 0.488  -0.655 0.265  -0.766 0.083  -0.766 -0.145  -0.776 -0.372  -0.849 -0.588  -0.890 -0.809  -0.890 -1.037  -0.831 -1.206  -0.736 -1.056  -0.564 -0.906  -0.393 -0.756  -0.221 -0.605  -0.050 -0.455  0.122 -0.305  0.294 -0.155  0.465 -0.005  0.637 0.145  0.808 0.295  0.980 0.446  1.151 0.596  1.086 0.620  0.957 0.518  0.778 0.400  0.674 0.276  0.453 0.260  0.291 0.099  0.092 0.029  -0.103 -0.049  -0.301 -0.123  -0.490 -0.218  -0.643 -0.292  -0.464 -0.341  -0.283 -0.455  -0.059 -0.465  0.162 -0.497  0.368 -0.588  0.595 -0.591  0.773 -0.712  0.963 -0.750  1.086 -0.854  1.086 -1.082
1c#kai#kai2#scoh4/k  -0.765 -0.239  -0.547 -0.149  -0.330 -0.066  -0.110 0.015  0.105 0.084  0.283 0.238  0.421 0.412  0.578 0.573  0.687 0.783  0.816 0.973  0.912 1.184  0.937 1.418  0.990 1.647  0.824 1.750  0.614 1.672  0.442 1.514  0.268 1.359  0.126 1.169  0.021 0.957  -0.097 0.754  -0.193 0.540  -0.268 0.315  -0.332 0.087  -0.414 -0.126  -0.475 -0.351  -0.607 -0.549  -0.709 -0.759  -0.779 -0.985  -0.888 -1.194  -0.957 -1.400  -0.921 -1.167  -0.828 -0.958  -0.726 -0.746  -0.540 -0.600  -0.366 -0.447  -0.209 -0.293  -0.049 -0.126  0.169 -0.044  0.388 -0.077  0.400 -0.290  0.265 -0.476  0.107 -0.647  -0.106 -0.746  -0.212 -0.627  0.019 -0.589  0.248 -0.526  0.430 -0.585  0.403 -0.808  0.373 -0.969  0.600 -0.902
2#apa#apa03#app0307/k  -0.997 1.277  -0.961 1.104  -0.824 1.032  -0.824 0.823  -0.824 0.614  -0.824 0.405  -0.824 0.195  -0.824 -0.014  -0.824 -0.223  -0.824 -0.432  -0.824 -0.641  -0.824 -0.850  -0.824 -1.059  -0.824 -1.268  -0.722 -1.202  -0.586 -1.043  -0.450 -0.885  -0.314 -0.726  -0.178 -0.567  -0.042 -0.408  0.094 -0.250  0.231 -0.091  0.367 0.068  0.503 0.227  0.639 0.385  0.775 0.544  0.911 0.703  1.047 0.862  1.183 1.020  1.254 1.004  1.119 0.930  0.960 0.809  0.773 0.757  0.564 0.757  0.528 0.584  0.339 0.535  0.181 0.411  0.042 0.341  -0.064 0.238  -0.231 0.137  -0.304 -0.042  -0.304 -0.251  -0.178 -0.408  -0.031 -0.555  0.137 -0.676  0.324 -0.769  0.526 -0.801  0.735 -0.801  0.933 -0.827  1.081 -0.974
1c#pri#pri0#150/k  -0.879 2.021  -0.824 1.846  -0.798 1.663  -0.762 1.482  -0.746 1.298  -0.733 1.114  -0.720 0.929  -0.708 0.745  -0.696 0.561  -0.673 0.378  -0.634 0.197  -0.603 0.015  -0.576 -0.168  -0.549 -0.350  -0.520 -0.533  -0.475 -0.712  -0.432 -0.892  -0.390 -1.072  -0.311 -1.149  -0.177 -1.022  -0.043 -0.896  0.092 -0.769  0.226 -0.642  0.361 -0.515  0.495 -0.388  0.629 -0.262  0.764 -0.135  0.898 -0.008  1.032 0.119  1.167 0.246  1.301 0.372  1.193 0.403  1.009 0.403  0.824 0.396  0.643 0.365  0.466 0.312  0.296 0.238  0.132 0.153  -0.030 0.066  -0.193 -0.020  -0.337 -0.133  -0.447 -0.282  -0.385 -0.441  -0.224 -0.531  -0.053 -0.602  0.122 -0.659  0.299 -0.712  0.478 -0.761  0.656 -0.809  0.834 -0.858
2#kai#kai0#hykim2/k  -1.158 -0.785  -0.936 -0.741  -0.790 -0.578  -0.588 -0.477  -0.395 -0.362  -0.224 -0.216  -0.058 -0.063  0.117 0.079  0.276 0.238  0.426 0.406  0.529 0.605  0.621 0.811  0.735 1.005  0.757 1.225  0.757 1.450  0.714 1.669  0.566 1.813  0.341 1.813  0.180 1.723  0.040 1.552  0.027 1.331  -0.000 1.109  -0.055 0.890  -0.064 0.665  -0.064 0.439  -0.064 0.214  -0.064 -0.012  -0.064 -0.238  -0.109 -0.458  -0.129 -0.681  -0.192 -0.897  -0.277 -1.105  -0.454 -1.195  -0.650 -1.091  -0.747 -0.935  -0.618 -0.756  -0.442 -0.616  -0.272 -0.468  -0.102 -0.322  0.096 -0.220  0.315 -0.197  0.468 -0.330  0.409 -0.530  0.206 -0.603  -0.012 -0.656  -0.167 -0.694  0.004 -0.796  0.186 -0.909  0.351 -1.045  0.574 -1.059
2#kai#kai0#hykim2/k  -0.995 -0.798  -0.770 -0.706  -0.568 -0.572  -0.361 -0.443  -0.163 -0.303  0.009 -0.131  0.198 0.020  0.350 0.210  0.506 0.395  0.599 0.619  0.731 0.823  0.782 1.053  0.814 1.292  0.802 1.535  0.697 1.735  0.516 1.895  0.278 1.856  0.097 1.722  0.020 1.493  -0.078 1.271  -0.111 1.031  -0.153 0.795  -0.153 0.551  -0.159 0.308  -0.195 0.068  -0.195 -0.175  -0.195 -0.419  -0.280 -0.642  -0.331 -0.878  -0.385 -1.115  -0.433 -1.354  -0.448 -1.261  -0.448 -1.018  -0.448 -0.774  -0.448 -0.531  -0.325 -0.338  -0.121 -0.218  0.081 -0.098  0.314 -0.029  0.554 0.002  0.604 -0.227  0.439 -0.390  0.225 -0.503  0.000 -0.595  -0.235 -0.629  -0.458 -0.658  -0.372 -0.834  -0.162 -0.954  0.068 -1.032  0.309 -1.050
2#kai#kai0#hykim2/k  -0.969 -0.550  -0.769 -0.518  -0.610 -0.395  -0.436 -0.289  -0.272 -0.166  -0.127 -0.020  -0.003 0.144  0.123 0.306  0.218 0.485  0.286 0.670  0.382 0.850  0.478 1.021  0.543 1.196  0.626 1.384  0.636 1.587  0.528 1.755  0.401 1.917  0.340 1.746  0.244 1.566  0.130 1.395  0.078 1.198  0.003 1.007  -0.048 0.809  -0.095 0.608  -0.129 0.406  -0.201 0.217  -0.201 0.011  -0.236 -0.190  -0.236 -0.395  -0.236 -0.601  -0.236 -0.806  -0.238 -1.012  -0.271 -1.213  -0.297 -1.370  -0.411 -1.212  -0.355 -1.024  -0.217 -0.872  -0.093 -0.708  0.052 -0.567  0.208 -0.437  0.405 -0.381  0.462 -0.553  0.297 -0.639  0.103 -0.684  -0.086 -0.757  -0.281 -0.821  -0.148 -0.899  0.047 -0.956  0.221 -1.064  0.392 -1.178
2#kai#kai0#hykim2/k  -0.910 -0.187  -0.684 -0.125  -0.457 -0.065  -0.227 -0.016  0.001 0.041  0.213 0.138  0.392 0.287  0.540 0.466  0.636 0.680  0.748 0.885  0.786 1.115  0.786 1.349  0.786 1.584  0.679 1.791  0.495 1.921  0.372 1.786  0.281 1.570  0.232 1.347  0.138 1.132  0.076 0.908  -0.013 0.710  -0.082 0.493  -0.147 0.274  -0.240 0.066  -0.257 -0.167  -0.297 -0.398  -0.318 -0.629  -0.345 -0.860  -0.358 -1.092  -0.394 -1.321  -0.567 -1.205  -0.692 -1.006  -0.713 -0.778  -0.624 -0.571  -0.438 -0.437  -0.238 -0.317  -0.022 -0.231  0.207 -0.187  0.413 -0.280  0.539 -0.460  0.384 -0.597  0.153 -0.621  -0.078 -0.652  -0.312 -0.660  -0.523 -0.723  -0.434 -0.878  -0.214 -0.958  0.015 -0.995  0.244 -1.032  0.470 -1.094
2#kai#kai0#hykim2/k  -0.873 -0.663  -0.631 -0.623  -0.434 -0.504  -0.207 -0.410  -0.035 -0.244  0.152 -0.094  0.329 0.075  0.429 0.283  0.537 0.498  0.645 0.716  0.763 0.927  0.763 1.174  0.763 1.420  0.695 1.656  0.576 1.871  0.360 1.883  0.165 1.750  0.116 1.514  0.050 1.279  -0.035 1.057  -0.074 0.814  -0.168 0.587  -0.194 0.346  -0.274 0.119  -0.319 -0.121  -0.387 -0.357  -0.425 -0.598  -0.434 -0.843  -0.434 -1.090  -0.554 -1.287  -0.687 -1.400  -0.753 -1.173  -0.708 -0.932  -0.614 -0.705  -0.570 -0.468  -0.449 -0.254  -0.252 -0.113  -0.027 -0.014  0.214 0.015  0.461 0.015  0.691 -0.007  0.716 -0.247  0.581 -0.446  0.379 -0.587  0.154 -0.657  -0.079 -0.703  -0.306 -0.711  -0.111 -0.851  0.128 -0.913  0.364 -0.982
2#kai#kai0#hykim2/k  -0.908 -0.680  -0.701 -0.586  -0.498 -0.489  -0.326 -0.340  -0.126 -0.233  0.064 -0.130  0.223 0.030  0.316 0.226  0.408 0.427  0.451 0.649  0.451 0.877  0.451 1.106  0.451 1.335  0.418 1.559  0.311 1.758  0.177 1.929  -0.015 1.952  -0.104 1.745  -0.160 1.524  -0.171 1.296  -0.206 1.071  -0.206 0.842  -0.250 0.619  -0.250 0.391  -0.250 0.162  -0.250 -0.067  -0.250 -0.295  -0.250 -0.524  -0.250 -0.753  -0.220 -0.977  -0.206 -1.204  -0.206 -1.433  -0.313 -1.309  -0.382 -1.101  -0.382 -0.873  -0.343 -0.650  -0.219 -0.458  -0.092 -0.268  0.105 -0.166  0.310 -0.069  0.524 -0.115  0.633 -0.303  0.594 -0.494  0.395 -0.596  0.173 -0.651  -0.052 -0.680  -0.013 -0.853  0.193 -0.947  0.366 -1.090  0.583 -1.162
1c#tos#f2#f2038066/k  -0.477 1.949  -0.404 2.064  -0.266 1.986  -0.248 1.803  -0.248 1.617  -0.248 1.430  -0.248 1.243  -0.248 1.057  -0.268 0.872  -0.305 0.689  -0.305 0.502  -0.340 0.320  -0.362 0.136  -0.382 -0.047  -0.452 -0.221  -0.514 -0.396  -0.540 -0.578  -0.643 -0.734  -0.648 -0.919  -0.648 -1.105  -0.684 -1.256  -0.589 -1.139  -0.457 -1.007  -0.325 -0.875  -0.193 -0.743  -0.061 -0.611  0.072 -0.479  0.204 -0.347  0.336 -0.215  0.468 -0.083  0.600 0.049  0.732 0.181  0.864 0.313  0.765 0.302  0.581 0.289  0.440 0.204  0.323 0.060  0.142 0.015  -0.036 -0.015  -0.183 -0.111  -0.183 -0.283  0.004 -0.283  0.107 -0.419  0.235 -0.518  0.416 -0.564  0.555 -0.684  0.671 -0.798  0.852 -0.811  1.012 -0.864  1.126 -0.970
3#app#app13#app1350/k  -0.481 1.858  -0.481 1.635  -0.481 1.412  -0.481 1.189  -0.481 0.966  -0.481 0.743  -0.481 0.520  -0.481 0.297  -0.481 0.075  -0.602 -0.098  -0.664 -0.295  -0.664 -0.518  -0.664 -0.741  -0.664 -0.964  -0.664 -1.187  -0.664 -1.410  -0.575 -1.277  -0.470 -1.080  -0.365 -0.884  -0.261 -0.687  -0.156 -0.490  -0.051 -0.294  0.054 -0.097  0.159 0.100  0.264 0.297  0.369 0.493  0.474 0.690  0.579 0.887  0.684 1.083  0.788 1.280  0.803 1.116  0.769 0.907  0.612 0.749  0.454 0.592  0.253 0.560  0.215 0.352  0.057 0.195  -0.100 0.037  -0.128 -0.174  -0.286 -0.332  -0.297 -0.550  -0.235 -0.710  -0.042 -0.782  0.135 -0.894  0.358 -0.894  0.581 -0.894  0.804 -0.893  0.961 -0.735  1.154 -0.626  1.353 -0.527
2#gmd#kast/k  0.164 1.994  0.048 1.925  0.038 1.742  -0.045 1.577  -0.142 1.420  -0.245 1.266  -0.298 1.097  -0.336 0.917  -0.381 0.738  -0.426 0.558  -0.471 0.379  -0.516 0.200  -0.528 0.016  -0.556 -0.164  -0.614 -0.340  -0.643 -0.520  -0.643 -0.705  -0.644 -0.889  -0.727 -1.055  -0.759 -1.232  -0.759 -1.280  -0.661 -1.136  -0.612 -0.971  -0.481 -0.841  -0.373 -0.693  -0.284 -0.535  -0.118 -0.452  0.023 -0.336  0.154 -0.206  0.259 -0.053  0.361 0.100  0.498 0.219  0.652 0.322  0.796 0.437  0.946 0.541  1.063 0.594  0.917 0.480  0.771 0.366  0.625 0.253  0.479 0.139  0.334 0.026  0.188 -0.088  0.054 -0.202  0.185 -0.333  0.279 -0.479  0.333 -0.651  0.416 -0.816  0.499 -0.981  0.555 -1.118  0.625 -1.233
2#gmd#kast/k  -0.268 1.646  -0.353 1.757  -0.379 1.588  -0.389 1.393  -0.451 1.207  -0.490 1.018  -0.490 0.822  -0.490 0.626  -0.490 0.430  -0.536 0.240  -0.584 0.049  -0.601 -0.144  -0.601 -0.340  -0.601 -0.536  -0.601 -0.732  -0.601 -0.928  -0.601 -1.124  -0.601 -1.320  -0.579 -1.201  -0.492 -1.025  -0.354 -0.886  -0.268 -0.726  -0.241 -0.538  -0.133 -0.375  -0.018 -0.217  0.121 -0.078  0.229 0.082  0.324 0.254  0.432 0.417  0.549 0.573  0.688 0.712  0.826 0.850  0.921 1.021  0.951 0.973  0.827 0.822  0.703 0.670  0.578 0.518  0.454 0.367  0.330 0.215  0.206 0.063  0.082 -0.088  -0.042 -0.240  0.090 -0.379  0.209 -0.531  0.294 -0.707  0.356 -0.893  0.399 -1.082  0.502 -1.236  0.562 -1.407  0.622 -1.578
2#gmd#kast/k  0.002 2.096  -0.040 1.932  -0.119 1.783  -0.122 1.602  -0.179 1.429  -0.237 1.257  -0.282 1.081  -0.326 0.904  -0.372 0.728  -0.430 0.556  -0.485 0.383  -0.485 0.201  -0.525 0.026  -0.583 -0.147  -0.640 -0.319  -0.698 -0.492  -0.729 -0.669  -0.729 -0.850  -0.729 -1.032  -0.729 -1.176  -0.673 -1.017  -0.528 -0.912  -0.365 -0.830  -0.283 -0.669  -0.179 -0.523  -0.050 -0.394  0.079 -0.266  0.189 -0.122  0.290 0.029  0.397 0.175  0.536 0.291  0.698 0.372  0.797 0.517  0.907 0.634  0.894 0.560  0.757 0.441  0.620 0.321  0.484 0.201  0.347 0.081  0.210 -0.038  0.073 -0.158  0.065 -0.282  0.193 -0.411  0.322 -0.539  0.368 -0.702  0.368 -0.884  0.449 -1.032  0.490 -1.197  0.490 -1.379  0.490 -1.561
2#gmd#kast/k  -0.097 2.243  -0.097 2.065  -0.097 1.887  -0.097 1.710  -0.149 1.544  -0.196 1.377  -0.212 1.202  -0.268 1.033  -0.296 0.860  -0.296 0.682  -0.296 0.504  -0.336 0.333  -0.392 0.165  -0.395 -0.013  -0.395 -0.191  -0.395 -0.368  -0.395 -0.546  -0.434 -0.715  -0.494 -0.878  -0.494 -1.056  -0.494 -1.234  -0.494 -1.255  -0.395 -1.118  -0.353 -0.950  -0.273 -0.791  -0.196 -0.631  -0.136 -0.479  -0.011 -0.353  0.074 -0.197  0.153 -0.038  0.201 0.128  0.335 0.224  0.405 0.356  0.558 0.415  0.614 0.570  0.698 0.594  0.615 0.444  0.508 0.302  0.402 0.159  0.295 0.017  0.188 -0.125  0.102 -0.274  0.181 -0.419  0.236 -0.574  0.300 -0.725  0.300 -0.903  0.403 -1.038  0.499 -1.176  0.520 -1.333  0.598 -1.433
2#gmd#kast/k  -0.133 2.116  -0.219 1.979  -0.304 1.842  -0.310 1.671  -0.365 1.507  -0.390 1.339  -0.390 1.167  -0.390 0.994  -0.390 0.822  -0.390 0.650  -0.390 0.477  -0.390 0.305  -0.390 0.133  -0.390 -0.040  -0.415 -0.209  -0.457 -0.376  -0.475 -0.546  -0.475 -0.719  -0.475 -0.891  -0.487 -1.058  -0.561 -1.200  -0.561 -1.062  -0.443 -0.983  -0.353 -0.839  -0.231 -0.717  -0.180 -0.561  -0.084 -0.418  0.027 -0.288  0.140 -0.159  0.222 -0.008  0.343 0.114  0.465 0.236  0.574 0.367  0.659 0.515  0.722 0.662  0.665 0.513  0.552 0.383  0.438 0.254  0.325 0.124  0.211 -0.006  0.151 -0.134  0.212 -0.281  0.319 -0.413  0.396 -0.567  0.465 -0.723  0.474 -0.894  0.551 -1.048  0.628 -1.202  0.685 -1.352  0.807 -1.474
2#gmd#kast/k  0.025 2.063  -0.055 1.962  -0.077 1.802  -0.093 1.624  -0.175 1.462  -0.178 1.281  -0.215 1.104  -0.259 0.927  -0.303 0.751  -0.347 0.575  -0.381 0.398  -0.386 0.216  -0.430 0.040  -0.474 -0.136  -0.518 -0.312  -0.562 -0.488  -0.584 -0.667  -0.584 -0.849  -0.584 -1.031  -0.584 -1.212  -0.660 -1.363  -0.584 -1.345  -0.529 -1.177  -0.428 -1.029  -0.299 -0.901  -0.251 -0.736  -0.150 -0.585  -0.049 -0.434  0.052 -0.282  0.159 -0.137  0.288 -0.009  0.416 0.120  0.545 0.248  0.659 0.387  0.743 0.548  0.871 0.676  0.881 0.679  0.761 0.543  0.640 0.408  0.519 0.272  0.399 0.136  0.278 0.000  0.157 -0.136  0.150 -0.296  0.278 -0.424  0.329 -0.585  0.329 -0.766  0.405 -0.930  0.431 -1.106  0.431 -1.287
2#gmd#kast/k  -0.210 2.067  -0.210 1.878  -0.241 1.697  -0.312 1.525  -0.312 1.337  -0.312 1.148  -0.371 0.969  -0.415 0.788  -0.423 0.600  -0.469 0.417  -0.515 0.234  -0.517 0.046  -0.517 -0.143  -0.531 -0.329  -0.590 -0.508  -0.620 -0.692  -0.620 -0.881  -0.620 -1.069  -0.620 -1.258  -0.597 -1.188  -0.517 -1.032  -0.475 -0.861  -0.369 -0.708  -0.268 -0.551  -0.135 -0.418  -0.040 -0.257  0.044 -0.088  0.146 0.068  0.280 0.201  0.413 0.335  0.546 0.468  0.680 0.601  0.813 0.735  0.874 0.838  0.735 0.737  0.619 0.588  0.504 0.439  0.388 0.290  0.272 0.141  0.156 -0.008  0.190 -0.084  0.254 -0.240  0.302 -0.408  0.349 -0.586  0.404 -0.762  0.507 -0.908  0.507 -1.096  0.609 -1.243  0.626 -1.415  0.609 -1.415
2#gmd#kast/k  -0.385 1.930  -0.444 1.768  -0.488 1.599  -0.488 1.411  -0.488 1.224  -0.488 1.037  -0.503 0.852  -0.562 0.674  -0.592 0.491  -0.592 0.304  -0.592 0.117  -0.592 -0.071  -0.592 -0.258  -0.592 -0.445  -0.592 -0.633  -0.592 -0.820  -0.592 -1.007  -0.607 -1.188  -0.651 -1.233  -0.592 -1.070  -0.470 -0.930  -0.386 -0.762  -0.328 -0.599  -0.195 -0.466  -0.063 -0.334  0.069 -0.201  0.202 -0.069  0.334 0.063  0.467 0.196  0.599 0.328  0.732 0.461  0.861 0.595  0.945 0.763  1.055 0.896  0.902 0.824  0.785 0.678  0.668 0.532  0.551 0.385  0.434 0.239  0.317 0.093  0.200 -0.054  0.132 -0.217  0.236 -0.301  0.236 -0.488  0.323 -0.640  0.382 -0.802  0.443 -0.964  0.501 -1.128  0.546 -1.296  0.546 -1.484
2#gmd#kast/k  0.033 1.889  0.033 2.090  -0.076 1.966  -0.076 1.764  -0.153 1.594  -0.185 1.406  -0.185 1.204  -0.196 1.007  -0.294 0.846  -0.294 0.644  -0.294 0.443  -0.294 0.241  -0.294 0.040  -0.294 -0.162  -0.377 -0.344  -0.403 -0.540  -0.403 -0.741  -0.403 -0.943  -0.403 -1.144  -0.403 -1.346  -0.263 -1.320  -0.165 -1.143  -0.067 -0.967  0.031 -0.791  0.129 -0.615  0.227 -0.438  0.325 -0.262  0.422 -0.086  0.520 0.090  0.618 0.267  0.716 0.443  0.823 0.612  0.840 0.629  0.660 0.571  0.480 0.480  0.328 0.350  0.148 0.260  -0.032 0.170  -0.184 0.040  -0.327 -0.102  -0.403 -0.273  -0.456 -0.343  -0.403 -0.522  -0.293 -0.614  -0.151 -0.757  0.010 -0.874  0.141 -0.995  0.273 -1.115  0.434 -1.233  0.576 -1.375
2#gmd#kast/k  -0.096 2.232  -0.120 2.039  -0.182 1.853  -0.216 1.662  -0.216 1.465  -0.245 1.273  -0.293 1.082  -0.336 0.891  -0.336 0.694  -0.336 0.498  -0.338 0.301  -0.400 0.115  -0.456 -0.072  -0.456 -0.269  -0.456 -0.466  -0.456 -0.662  -0.456 -0.859  -0.456 -1.055  -0.573 -1.135  -0.504 -1.255  -0.439 -1.112  -0.323 -0.953  -0.207 -0.795  -0.091 -0.636  0.026 -0.478  0.142 -0.319  0.258 -0.161  0.374 -0.002  0.490 0.156  0.607 0.315  0.723 0.473  0.839 0.632  0.956 0.669  0.771 0.621  0.602 0.524  0.463 0.385  0.298 0.308  0.150 0.193  0.011 0.054  -0.128 -0.085  -0.288 -0.173  -0.316 -0.313  -0.177 -0.452  -0.038 -0.591  0.025 -0.762  0.155 -0.905  0.294 -1.044  0.433 -1.183  0.572 -1.321  0.746 -1.375
2#gmd#kast/k  -0.297 2.104  -0.297 2.119  -0.297 1.935  -0.297 1.751  -0.297 1.568  -0.297 1.384  -0.297 1.200  -0.297 1.016  -0.297 0.832  -0.328 0.652  -0.364 0.471  -0.396 0.291  -0.396 0.107  -0.396 -0.077  -0.396 -0.261  -0.396 -0.445  -0.396 -0.628  -0.396 -0.812  -0.390 -0.995  -0.308 -1.159  -0.297 -1.223  -0.214 -1.065  -0.108 -0.915  -0.002 -0.765  0.104 -0.615  0.210 -0.464  0.316 -0.314  0.422 -0.164  0.528 -0.014  0.634 0.136  0.740 0.287  0.846 0.437  0.898 0.604  0.762 0.511  0.591 0.457  0.442 0.353  0.312 0.223  0.182 0.093  0.052 -0.037  -0.099 -0.137  -0.250 -0.239  -0.297 -0.403  -0.294 -0.584  -0.158 -0.662  -0.098 -0.832  0.021 -0.942  0.185 -1.025  0.339 -1.121  0.469 -1.251  0.599 -1.381
2#gmd#kast/k  -0.332 2.094  -0.332 2.119  -0.332 1.943  -0.332 1.767  -0.332 1.591  -0.332 1.415  -0.332 1.238  -0.372 1.069  -0.428 0.901  -0.433 0.726  -0.433 0.550  -0.433 0.374  -0.417 0.199  -0.382 0.026  -0.347 -0.146  -0.332 -0.321  -0.332 -0.497  -0.332 -0.673  -0.332 -0.850  -0.332 -1.026  -0.281 -1.181  -0.228 -1.123  -0.138 -0.972  -0.047 -0.821  0.044 -0.670  0.134 -0.519  0.225 -0.368  0.316 -0.217  0.406 -0.066  0.497 0.085  0.587 0.236  0.681 0.382  0.857 0.382  0.826 0.457  0.670 0.377  0.537 0.263  0.380 0.184  0.222 0.105  0.087 -0.005  0.002 -0.158  -0.077 -0.316  -0.170 -0.463  -0.169 -0.587  -0.115 -0.741  0.009 -0.866  0.134 -0.991  0.282 -1.083  0.447 -1.129  0.540 -1.263  0.574 -1.431
2#gmd#kast/k  0.001 2.127  -0.108 1.988  -0.188 1.828  -0.253 1.662  -0.297 1.488  -0.348 1.316  -0.394 1.144  -0.394 0.965  -0.394 0.785  -0.421 0.610  -0.470 0.437  -0.520 0.265  -0.552 0.090  -0.552 -0.089  -0.560 -0.267  -0.617 -0.437  -0.631 -0.614  -0.631 -0.794  -0.622 -0.971  -0.530 -1.112  -0.364 -1.057  -0.240 -0.933  -0.132 -0.790  -0.025 -0.646  0.083 -0.503  0.190 -0.359  0.298 -0.216  0.406 -0.072  0.513 0.071  0.621 0.215  0.729 0.358  0.836 0.501  0.870 0.583  0.727 0.547  0.652 0.408  0.520 0.287  0.370 0.188  0.235 0.071  0.086 -0.028  -0.054 -0.140  -0.172 -0.273  -0.220 -0.433  -0.129 -0.586  -0.003 -0.713  0.124 -0.840  0.251 -0.967  0.378 -1.094  0.505 -1.220  0.631 -1.347  0.791 -1.428
2#gmd#kast/k  -0.319 1.903  -0.319 2.074  -0.319 1.893  -0.319 1.713  -0.319 1.532  -0.319 1.351  -0.372 1.183  -0.407 1.011  -0.407 0.830  -0.407 0.650  -0.407 0.469  -0.407 0.289  -0.407 0.108  -0.407 -0.072  -0.407 -0.253  -0.407 -0.434  -0.407 -0.614  -0.407 -0.795  -0.377 -0.968  -0.269 -1.084  -0.202 -0.950  -0.105 -0.797  -0.009 -0.644  0.088 -0.492  0.184 -0.339  0.280 -0.186  0.377 -0.034  0.473 0.119  0.570 0.272  0.666 0.425  0.763 0.577  0.775 0.625  0.624 0.530  0.483 0.421  0.344 0.321  0.202 0.228  0.074 0.100  -0.053 -0.028  -0.167 -0.166  -0.248 -0.327  -0.319 -0.491  -0.239 -0.638  -0.111 -0.766  0.017 -0.893  0.145 -1.021  0.284 -1.135  0.434 -1.235  0.581 -1.303  0.679 -1.436  0.823 -1.524
2#gmd#kast/k  -0.125 1.686  -0.125 1.846  -0.125 2.007  -0.125 1.933  -0.157 1.777  -0.196 1.621  -0.198 1.460  -0.198 1.299  -0.209 1.140  -0.260 0.988  -0.271 0.829  -0.271 0.668  -0.271 0.507  -0.283 0.347  -0.303 0.188  -0.323 0.028  -0.343 -0.131  -0.344 -0.292  -0.344 -0.453  -0.344 -0.614  -0.344 -0.774  -0.344 -0.935  -0.344 -1.096  -0.255 -1.146  -0.153 -1.022  -0.064 -0.888  0.025 -0.754  0.114 -0.621  0.204 -0.487  0.293 -0.353  0.382 -0.219  0.471 -0.085  0.560 0.048  0.649 0.182  0.748 0.295  0.616 0.226  0.499 0.119  0.385 0.006  0.251 -0.083  0.125 -0.182  0.015 -0.298  -0.057 -0.442  -0.125 -0.587  -0.125 -0.747  -0.075 -0.896  0.026 -1.020  0.139 -1.133  0.257 -1.242  0.397 -1.318  0.532 -1.380
2#gmd#kast/k  -0.166 1.953  -0.188 2.085  -0.243 1.924  -0.262 1.743  -0.320 1.568  -0.320 1.384  -0.320 1.199  -0.331 1.016  -0.354 0.833  -0.377 0.651  -0.397 0.468  -0.397 0.283  -0.397 0.099  -0.397 -0.085  -0.397 -0.269  -0.397 -0.453  -0.397 -0.637  -0.397 -0.821  -0.397 -1.006  -0.397 -1.190  -0.307 -1.250  -0.217 -1.089  -0.126 -0.929  -0.035 -0.769  0.055 -0.609  0.146 -0.448  0.236 -0.288  0.327 -0.128  0.418 0.033  0.508 0.193  0.599 0.353  0.688 0.514  0.780 0.672  0.755 0.646  0.664 0.510  0.516 0.404  0.413 0.250  0.295 0.111  0.155 -0.008  0.002 -0.110  -0.122 -0.245  -0.224 -0.398  -0.243 -0.577  -0.197 -0.750  -0.084 -0.893  0.056 -1.011  0.209 -1.113  0.373 -1.197  0.526 -1.272  0.678 -1.349
2#gmd#kast/k  -0.251 1.935  -0.251 2.098  -0.251 1.915  -0.251 1.732  -0.272 1.550  -0.302 1.370  -0.332 1.189  -0.338 1.006  -0.338 0.823  -0.338 0.640  -0.338 0.457  -0.353 0.275  -0.378 0.094  -0.404 -0.087  -0.424 -0.269  -0.424 -0.452  -0.424 -0.635  -0.424 -0.818  -0.424 -1.001  -0.419 -1.183  -0.337 -1.346  -0.253 -1.184  -0.168 -1.022  -0.083 -0.860  0.002 -0.698  0.087 -0.536  0.172 -0.374  0.257 -0.211  0.342 -0.049  0.427 0.113  0.512 0.275  0.597 0.437  0.746 0.534  0.854 0.640  0.683 0.589  0.539 0.480  0.402 0.362  0.244 0.271  0.115 0.142  -0.010 0.008  -0.112 -0.144  -0.165 -0.311  -0.157 -0.491  -0.028 -0.620  0.067 -0.774  0.181 -0.915  0.311 -1.045  0.440 -1.174  0.569 -1.304  0.699 -1.433
