1c#apa#apa03#app0358/x  -1.011 0.751  -1.011 0.575  -0.892 0.448  -0.826 0.299  -0.774 0.144  -0.650 0.020  -0.641 -0.152  -0.487 -0.174  -0.353 -0.277  -0.271 -0.419  -0.220 -0.544  -0.056 -0.573  0.068 -0.698  0.231 -0.729  0.407 -0.729  0.583 -0.729  0.673 -0.626  0.704 -0.453  0.736 -0.280  0.767 -0.106  0.799 0.067  0.830 0.240  0.862 0.413  0.893 0.586  0.925 0.759  0.956 0.932  0.988 1.106  1.019 1.279  1.024 1.157  0.884 1.121  0.747 1.028  0.622 0.904  0.498 0.779  0.373 0.655  0.239 0.543  0.082 0.465  -0.075 0.386  -0.086 0.216  -0.155 0.057  -0.234 -0.101  -0.337 -0.241  -0.461 -0.365  -0.586 -0.489  -0.710 -0.614  -0.826 -0.742  -0.828 -0.917  -0.953 -1.041  -1.077 -1.166  -1.195 -1.293  -1.195 -1.469
2#ibm#ibm0#r0207/x  -1.042 1.342  -1.000 1.287  -0.957 1.232  -0.914 1.177  -0.872 1.122  -0.829 1.068  -0.787 1.013  -0.744 0.958  -0.701 0.903  -0.659 0.849  -0.616 0.794  -0.573 0.739  -0.531 0.684  -0.491 0.628  -0.450 0.571  -0.410 0.515  -0.370 0.458  -0.329 0.402  -0.289 0.345  -0.249 0.289  -0.208 0.232  -0.168 0.176  -0.125 0.121  -0.082 0.066  -0.040 0.012  0.003 -0.043  0.045 -0.098  0.088 -0.153  0.131 -0.207  0.173 -0.262  0.216 -0.317  0.258 -0.372  0.301 -0.427  0.344 -0.481  0.389 -0.534  0.433 -0.588  0.477 -0.641  0.522 -0.695  0.566 -0.748  0.610 -0.801  0.655 -0.855  0.701 -0.907  0.754 -0.951  0.807 -0.996  0.860 -1.040  0.914 -1.084  0.967 -1.129  1.020 -1.173  1.074 -1.218  1.127 -1.262
3#app#app18#app1887/x  -1.303 1.061  -1.303 1.228  -1.208 1.356  -1.084 1.459  -0.916 1.459  -0.795 1.349  -0.705 1.219  -0.699 1.055  -0.581 0.936  -0.506 0.800  -0.486 0.642  -0.367 0.523  -0.249 0.405  -0.131 0.287  0.026 0.264  0.092 0.162  0.154 0.033  0.304 -0.042  0.453 -0.116  0.616 -0.135  0.756 -0.201  0.874 -0.319  1.035 -0.334  1.169 -0.415  1.287 -0.533  1.130 -0.586  0.971 -0.639  0.813 -0.692  0.654 -0.745  0.495 -0.798  0.337 -0.851  0.178 -0.903  0.020 -0.956  -0.139 -1.009  -0.297 -1.062  -0.456 -1.115  -0.506 -1.017  -0.448 -0.874  -0.330 -0.756  -0.307 -0.598  -0.307 -0.431  -0.236 -0.334  -0.090 -0.300  -0.016 -0.150  0.059 -0.001  0.159 0.131  0.277 0.249  0.395 0.367  0.523 0.463  0.690 0.463
1c#kai#kai0#yslee0/x  1.107 1.530  0.972 1.429  0.837 1.328  0.713 1.216  0.608 1.084  0.502 0.952  0.397 0.820  0.303 0.680  0.207 0.541  0.088 0.422  -0.031 0.303  -0.151 0.184  -0.261 0.057  -0.354 -0.084  -0.451 -0.222  -0.553 -0.357  -0.654 -0.492  -0.749 -0.631  -0.842 -0.771  -0.899 -0.930  -0.952 -1.090  -1.006 -1.250  -0.989 -1.224  -0.924 -1.068  -0.859 -0.913  -0.795 -0.757  -0.730 -0.601  -0.665 -0.445  -0.600 -0.290  -0.535 -0.134  -0.470 0.022  -0.405 0.178  -0.340 0.333  -0.275 0.489  -0.211 0.645  -0.146 0.801  -0.049 0.700  0.053 0.565  0.162 0.438  0.297 0.337  0.432 0.236  0.546 0.114  0.648 -0.021  0.749 -0.156  0.843 -0.296  0.936 -0.437  1.030 -0.577  1.114 -0.722  1.155 -0.885  1.196 -1.049
1c#kai#kai0#yslee0/x  1.175 1.493  1.002 1.435  0.861 1.325  0.733 1.195  0.624 1.049  0.517 0.902  0.459 0.729  0.367 0.572  0.281 0.413  0.220 0.242  0.118 0.090  0.046 -0.075  -0.029 -0.240  -0.130 -0.392  -0.190 -0.564  -0.254 -0.734  -0.322 -0.904  -0.413 -1.060  -0.522 -1.206  -0.627 -1.355  -0.724 -1.468  -0.792 -1.299  -0.860 -1.130  -0.823 -0.952  -0.782 -0.774  -0.742 -0.596  -0.702 -0.418  -0.662 -0.240  -0.622 -0.062  -0.582 0.116  -0.541 0.293  -0.501 0.471  -0.461 0.649  -0.421 0.827  -0.381 1.005  -0.314 1.090  -0.185 0.961  -0.057 0.831  0.053 0.686  0.162 0.539  0.263 0.388  0.369 0.239  0.479 0.093  0.556 -0.069  0.609 -0.244  0.653 -0.421  0.707 -0.595  0.765 -0.768  0.811 -0.943  0.811 -1.125
1c#apa#apa09#app0944/x  -1.369 0.468  -1.513 0.613  -1.343 0.706  -1.153 0.768  -0.948 0.768  -0.762 0.690  -0.575 0.618  -0.414 0.537  -0.300 0.367  -0.187 0.197  -0.179 0.001  -0.292 -0.169  -0.406 -0.339  -0.545 -0.484  -0.715 -0.597  -0.885 -0.711  -1.083 -0.733  -1.219 -0.664  -1.095 -0.583  -0.895 -0.569  -0.719 -0.463  -0.544 -0.358  -0.369 -0.253  -0.193 -0.148  -0.018 -0.042  0.157 0.063  0.333 0.168  0.508 0.273  0.683 0.378  0.859 0.484  1.034 0.589  1.210 0.694  1.291 0.811  1.131 0.918  0.957 0.843  0.813 0.698  0.668 0.554  0.536 0.398  0.423 0.228  0.309 0.058  0.213 -0.122  0.143 -0.305  0.235 -0.488  0.352 -0.652  0.496 -0.797  0.665 -0.883  0.870 -0.883  1.074 -0.883  1.279 -0.883  1.483 -0.883
2#apb#apb08#app0866/x  0.616 1.477  0.556 1.293  0.504 1.107  0.446 0.922  0.387 0.737  0.340 0.549  0.302 0.359  0.264 0.169  0.209 -0.016  0.141 -0.198  0.075 -0.380  0.040 -0.570  0.004 -0.761  -0.034 -0.951  -0.068 -1.142  -0.090 -1.335  -0.092 -1.528  -0.140 -1.395  -0.195 -1.210  -0.250 -1.024  -0.305 -0.838  -0.360 -0.652  -0.416 -0.466  -0.471 -0.280  -0.526 -0.095  -0.581 0.091  -0.636 0.277  -0.692 0.463  -0.747 0.649  -0.802 0.835  -0.857 1.021  -0.912 1.206  -0.940 1.218  -0.840 1.052  -0.729 0.895  -0.591 0.758  -0.454 0.620  -0.316 0.485  -0.174 0.352  -0.033 0.219  0.108 0.087  0.265 -0.027  0.423 -0.140  0.580 -0.254  0.746 -0.353  0.915 -0.448  1.084 -0.544  1.250 -0.643  1.415 -0.744  1.580 -0.847
1c#syn#syn0#jwd/x  -1.266 1.015  -1.413 0.989  -1.415 0.920  -1.281 0.798  -1.149 0.675  -1.016 0.551  -0.884 0.428  -0.754 0.301  -0.629 0.169  -0.505 0.038  -0.388 -0.101  -0.273 -0.240  -0.157 -0.380  -0.041 -0.519  0.075 -0.658  0.193 -0.795  0.317 -0.928  0.450 -1.051  0.600 -1.148  0.685 -1.084  0.521 -1.016  0.523 -0.855  0.565 -0.679  0.608 -0.502  0.650 -0.326  0.692 -0.150  0.735 0.026  0.777 0.202  0.820 0.379  0.862 0.555  0.904 0.731  0.947 0.907  0.989 1.083  0.935 1.105  0.809 0.976  0.689 0.840  0.572 0.701  0.454 0.564  0.335 0.427  0.218 0.289  0.101 0.150  -0.023 0.018  -0.148 -0.113  -0.273 -0.244  -0.400 -0.373  -0.529 -0.501  -0.657 -0.629  -0.791 -0.750  -0.941 -0.852  -1.094 -0.949
1c#syn#syn0#jwd/x  -1.229 1.126  -1.276 0.970  -1.186 0.811  -1.074 0.665  -0.962 0.519  -0.854 0.371  -0.747 0.221  -0.637 0.074  -0.525 -0.072  -0.405 -0.211  -0.282 -0.347  -0.163 -0.487  -0.043 -0.626  0.079 -0.764  0.210 -0.893  0.343 -1.019  0.470 -1.153  0.492 -1.310  0.498 -1.168  0.523 -0.986  0.548 -0.804  0.573 -0.622  0.599 -0.440  0.624 -0.257  0.649 -0.075  0.674 0.107  0.700 0.289  0.725 0.471  0.750 0.653  0.775 0.835  0.800 1.017  0.826 1.199  0.844 1.362  0.743 1.209  0.636 1.059  0.530 0.909  0.424 0.759  0.320 0.608  0.216 0.456  0.104 0.310  -0.008 0.164  -0.120 0.018  -0.232 -0.127  -0.344 -0.272  -0.461 -0.414  -0.578 -0.556  -0.696 -0.697  -0.815 -0.837  -0.949 -0.962  -1.089 -1.081
1c#ced#aike2911_s_1z/x  -0.815 0.778  -0.832 0.989  -0.668 1.117  -0.456 1.085  -0.278 0.960  -0.153 0.782  -0.074 0.578  -0.062 0.365  -0.122 0.155  -0.208 -0.044  -0.315 -0.231  -0.438 -0.410  -0.593 -0.565  -0.732 -0.734  -0.887 -0.889  -1.050 -1.035  -1.196 -1.197  -1.279 -1.154  -1.164 -0.968  -1.014 -0.809  -0.858 -0.653  -0.695 -0.511  -0.516 -0.390  -0.330 -0.277  -0.139 -0.169  0.028 -0.028  0.206 0.100  0.381 0.232  0.545 0.376  0.693 0.535  0.842 0.692  0.995 0.844  1.128 1.005  0.948 1.058  0.753 0.979  0.581 0.843  0.425 0.689  0.275 0.529  0.130 0.365  0.011 0.181  -0.036 -0.033  0.025 -0.235  0.170 -0.390  0.344 -0.504  0.537 -0.606  0.750 -0.640  0.964 -0.678  1.179 -0.710  1.394 -0.711  1.606 -0.669
1c#app#app19#app1995/x  -1.300 1.316  -1.123 1.316  -0.947 1.316  -0.934 1.152  -0.776 1.133  -0.751 0.982  -0.648 0.848  -0.568 0.704  -0.528 0.544  -0.403 0.419  -0.233 0.402  -0.202 0.256  -0.104 0.120  0.006 -0.016  0.085 -0.174  0.165 -0.331  0.290 -0.456  0.443 -0.513  0.530 -0.603  0.589 -0.755  0.714 -0.880  0.839 -1.005  0.964 -1.130  1.093 -1.245  1.255 -1.241  1.100 -1.157  0.944 -1.072  0.789 -0.988  0.634 -0.903  0.479 -0.818  0.324 -0.734  0.169 -0.649  0.014 -0.565  -0.142 -0.480  -0.297 -0.395  -0.452 -0.311  -0.607 -0.226  -0.739 -0.147  -0.568 -0.141  -0.568 0.035  -0.568 0.212  -0.448 0.339  -0.297 0.402  -0.144 0.460  -0.019 0.584  0.106 0.709  0.231 0.834  0.359 0.950  0.536 0.950  0.713 0.950
1c#apb#apb14#app1419/x  -1.245 -0.446  -1.338 -0.390  -1.210 -0.240  -1.054 -0.118  -0.887 -0.012  -0.719 0.094  -0.563 0.215  -0.409 0.341  -0.238 0.441  -0.066 0.538  0.098 0.650  0.265 0.751  0.233 0.606  0.115 0.447  -0.004 0.289  -0.118 0.127  -0.233 -0.032  -0.290 -0.219  -0.129 -0.298  0.067 -0.277  0.261 -0.234  0.448 -0.169  0.642 -0.129  0.837 -0.092  1.026 -0.033  1.213 0.032  1.364 0.159  1.401 0.345  1.414 0.543  1.426 0.741  1.352 0.897  1.221 0.823  1.073 0.692  0.904 0.589  0.748 0.468  0.602 0.334  0.448 0.210  0.293 0.086  0.149 -0.050  -0.011 -0.166  -0.179 -0.271  -0.342 -0.384  -0.503 -0.500  -0.672 -0.603  -0.845 -0.699  -1.017 -0.797  -1.188 -0.897  -1.357 -1.000  -1.510 -1.123  -1.474 -1.240
2#app#app34#app3462/x  -1.479 0.874  -1.269 0.874  -1.261 0.671  -1.066 0.657  -1.044 0.468  -0.862 0.439  -0.826 0.265  -0.659 0.221  -0.608 0.062  -0.501 -0.104  -0.352 -0.252  -0.203 -0.401  -0.173 -0.599  -0.013 -0.649  0.045 -0.802  0.190 -0.867  0.262 -1.005  0.393 -1.085  0.480 -1.208  0.489 -1.187  0.505 -0.977  0.521 -0.767  0.537 -0.558  0.553 -0.348  0.570 -0.138  0.586 0.072  0.602 0.281  0.618 0.491  0.634 0.701  0.650 0.910  0.666 1.120  0.683 1.330  0.698 1.515  0.698 1.304  0.698 1.094  0.698 0.884  0.497 0.874  0.480 0.681  0.348 0.525  0.262 0.350  0.205 0.164  0.056 0.015  -0.093 -0.134  -0.173 -0.311  -0.236 -0.495  -0.385 -0.644  -0.391 -0.852  -0.528 -1.005  -0.677 -1.154  -0.826 -1.302
1c#syn#syn0#fwu/x  -1.154 1.397  -1.045 1.303  -0.935 1.151  -0.809 1.012  -0.683 0.872  -0.568 0.722  -0.464 0.566  -0.360 0.409  -0.256 0.253  -0.154 0.094  -0.053 -0.064  0.054 -0.219  0.161 -0.373  0.283 -0.516  0.409 -0.656  0.555 -0.774  0.706 -0.886  0.861 -0.992  0.955 -1.140  0.864 -1.106  0.821 -0.923  0.777 -0.740  0.734 -0.557  0.690 -0.374  0.647 -0.191  0.603 -0.008  0.560 0.175  0.516 0.358  0.473 0.541  0.429 0.724  0.386 0.907  0.342 1.090  0.298 1.273  0.280 1.168  0.197 1.001  0.117 0.832  0.068 0.651  0.016 0.470  -0.048 0.293  -0.121 0.120  -0.209 -0.046  -0.296 -0.213  -0.385 -0.379  -0.478 -0.542  -0.573 -0.704  -0.668 -0.867  -0.763 -1.029  -0.858 -1.192  -0.942 -1.360  -0.981 -1.532
2#syn#syn0#lvh/x  -0.876 0.839  -1.000 0.706  -0.983 0.539  -0.873 0.388  -0.766 0.235  -0.655 0.084  -0.536 -0.060  -0.415 -0.203  -0.285 -0.338  -0.155 -0.473  -0.006 -0.586  0.148 -0.688  0.326 -0.748  0.505 -0.801  0.687 -0.772  0.846 -0.748  0.703 -0.849  0.518 -0.866  0.547 -0.681  0.576 -0.496  0.605 -0.311  0.634 -0.127  0.663 0.058  0.692 0.243  0.721 0.428  0.750 0.613  0.779 0.798  0.808 0.983  0.837 1.168  0.866 1.353  0.764 1.404  0.616 1.292  0.487 1.156  0.358 1.020  0.229 0.885  0.116 0.736  0.008 0.583  -0.098 0.429  -0.204 0.275  -0.310 0.120  -0.417 -0.034  -0.506 -0.198  -0.594 -0.363  -0.684 -0.528  -0.773 -0.692  -0.863 -0.856  -0.955 -1.019  -1.018 -1.194  -1.001 -1.336  -0.820 -1.369
2#syn#syn0#lvh/x  -1.139 0.966  -1.165 0.831  -1.086 0.671  -0.998 0.515  -0.905 0.362  -0.804 0.214  -0.702 0.067  -0.600 -0.081  -0.494 -0.225  -0.380 -0.363  -0.265 -0.500  -0.140 -0.629  -0.015 -0.757  0.125 -0.869  0.277 -0.962  0.443 -1.024  0.622 -1.040  0.687 -1.068  0.667 -0.908  0.684 -0.730  0.701 -0.551  0.717 -0.373  0.734 -0.195  0.750 -0.016  0.767 0.162  0.784 0.341  0.800 0.519  0.817 0.697  0.833 0.876  0.850 1.054  0.867 1.233  0.820 1.325  0.678 1.216  0.547 1.094  0.418 0.969  0.296 0.839  0.173 0.708  0.058 0.571  -0.054 0.431  -0.166 0.291  -0.268 0.144  -0.367 -0.005  -0.466 -0.155  -0.552 -0.312  -0.637 -0.470  -0.716 -0.630  -0.772 -0.800  -0.829 -0.970  -0.818 -1.144  -0.778 -1.317
3#apb#apb22#app2237/x  -0.414 1.611  -0.343 1.703  -0.259 1.559  -0.184 1.410  -0.111 1.260  -0.041 1.108  0.033 0.959  0.118 0.815  0.202 0.671  0.275 0.522  0.337 0.367  0.399 0.212  0.459 0.056  0.517 -0.100  0.575 -0.257  0.656 -0.401  0.751 -0.538  0.848 -0.674  0.965 -0.765  0.799 -0.780  0.633 -0.794  0.466 -0.809  0.300 -0.824  0.134 -0.839  -0.032 -0.854  -0.199 -0.868  -0.365 -0.883  -0.531 -0.898  -0.697 -0.913  -0.863 -0.927  -1.030 -0.942  -1.176 -0.911  -1.203 -0.775  -1.119 -0.631  -1.021 -0.497  -0.908 -0.374  -0.794 -0.252  -0.656 -0.160  -0.512 -0.077  -0.367 0.006  -0.222 0.088  -0.077 0.172  0.066 0.257  0.210 0.342  0.353 0.427  0.497 0.512  0.650 0.579  0.805 0.641  0.960 0.703  1.114 0.765
1c#ced#ayml3525_s_0k/x  -1.376 0.177  -1.536 0.202  -1.453 0.316  -1.320 0.421  -1.169 0.514  -1.005 0.580  -0.845 0.652  -0.672 0.695  -0.494 0.696  -0.315 0.696  -0.144 0.648  0.001 0.545  0.133 0.426  0.245 0.288  0.339 0.137  0.428 -0.016  0.508 -0.176  0.563 -0.345  0.622 -0.507  0.647 -0.681  0.695 -0.852  0.732 -0.693  0.767 -0.518  0.803 -0.344  0.838 -0.169  0.874 0.006  0.909 0.180  0.945 0.355  0.980 0.530  1.014 0.704  1.014 0.883  0.924 0.895  0.824 0.749  0.711 0.611  0.618 0.460  0.510 0.320  0.389 0.189  0.272 0.055  0.154 -0.078  0.025 -0.199  -0.105 -0.322  -0.240 -0.437  -0.369 -0.560  -0.505 -0.674  -0.633 -0.799  -0.781 -0.897  -0.914 -1.013  -1.055 -1.120  -1.203 -1.216  -1.351 -1.315
2#app#app05#app0599/x  0.061 1.815  -0.018 1.646  -0.079 1.458  -0.096 1.261  -0.096 1.059  -0.096 0.857  -0.096 0.655  -0.088 0.455  -0.024 0.263  -0.018 0.062  0.030 -0.132  0.061 -0.329  0.061 -0.531  0.139 -0.714  0.139 -0.916  0.187 -1.106  0.257 -1.285  0.296 -1.470  0.373 -1.635  0.283 -1.455  0.193 -1.274  0.103 -1.094  0.012 -0.913  -0.078 -0.733  -0.168 -0.552  -0.259 -0.372  -0.349 -0.191  -0.439 -0.011  -0.529 0.170  -0.620 0.351  -0.710 0.531  -0.800 0.712  -0.890 0.892  -0.912 1.030  -0.789 1.109  -0.627 1.012  -0.462 0.900  -0.346 0.745  -0.212 0.596  -0.075 0.449  0.037 0.281  0.203 0.174  0.303 0.003  0.446 -0.140  0.589 -0.283  0.732 -0.425  0.874 -0.568  1.023 -0.696  1.159 -0.808  1.316 -0.853
2#app#app18#app1818/x  -1.227 0.511  -1.227 0.295  -1.227 0.326  -1.227 0.480  -1.227 0.264  -1.073 0.203  -0.857 0.203  -0.641 0.203  -0.610 0.017  -0.518 -0.106  -0.302 -0.106  -0.149 -0.259  0.004 -0.411  0.218 -0.414  0.434 -0.414  0.642 -0.433  0.795 -0.586  0.932 -0.745  0.932 -0.961  0.914 -0.886  0.887 -0.672  0.860 -0.458  0.833 -0.243  0.806 -0.029  0.780 0.185  0.753 0.399  0.726 0.614  0.699 0.828  0.673 1.042  0.646 1.256  0.623 1.402  0.623 1.186  0.465 1.128  0.315 1.062  0.315 0.846  0.126 0.819  0.006 0.723  0.006 0.507  0.006 0.291  -0.084 0.112  -0.236 -0.040  -0.302 -0.229  -0.302 -0.445  -0.302 -0.661  -0.456 -0.723  -0.610 -0.784  -0.610 -1.000  -0.610 -1.216  -0.610 -1.432  -0.610 -1.648
1c#app#app12#app1283/x  -0.755 1.656  -0.755 1.455  -0.593 1.416  -0.514 1.294  -0.514 1.093  -0.514 0.891  -0.514 0.690  -0.514 0.489  -0.397 0.336  -0.274 0.187  -0.274 -0.014  -0.274 -0.215  -0.169 -0.373  -0.033 -0.518  -0.033 -0.719  -0.033 -0.920  -0.033 -1.121  0.032 -1.296  0.174 -1.438  0.248 -1.324  0.301 -1.130  0.354 -0.936  0.407 -0.742  0.460 -0.548  0.513 -0.354  0.565 -0.160  0.618 0.034  0.671 0.228  0.724 0.422  0.777 0.616  0.830 0.810  0.883 1.004  0.913 1.158  0.770 1.016  0.628 0.874  0.486 0.732  0.301 0.694  0.208 0.586  0.159 0.405  0.017 0.262  -0.033 0.082  -0.097 -0.092  -0.240 -0.235  -0.382 -0.377  -0.520 -0.522  -0.610 -0.701  -0.700 -0.881  -0.755 -1.070  -0.755 -1.271  -0.755 -1.472
2#apa#apa20#app2037/x  -1.262 0.536  -1.393 0.667  -1.436 0.815  -1.541 0.894  -1.416 0.955  -1.281 0.834  -1.104 0.815  -0.938 0.769  -0.794 0.659  -0.618 0.600  -0.442 0.542  -0.307 0.418  -0.176 0.287  -0.045 0.156  0.086 0.025  0.186 -0.128  0.269 -0.294  0.398 -0.427  0.529 -0.558  0.620 -0.717  0.710 -0.878  0.841 -1.009  0.970 -1.141  0.963 -1.231  0.937 -1.047  0.911 -0.864  0.885 -0.681  0.859 -0.497  0.832 -0.314  0.806 -0.131  0.780 0.053  0.754 0.236  0.728 0.420  0.701 0.603  0.579 0.675  0.533 0.815  0.348 0.815  0.272 0.705  0.261 0.525  0.130 0.394  -0.001 0.263  -0.023 0.084  -0.106 -0.082  -0.146 -0.257  -0.273 -0.365  -0.425 -0.455  -0.468 -0.623  -0.565 -0.768  -0.565 -0.953  -0.565 -1.139
1c#app#app19#app1976/x  -0.828 1.350  -0.828 1.166  -0.828 0.982  -0.804 0.823  -0.620 0.823  -0.565 0.694  -0.515 0.560  -0.331 0.560  -0.301 0.406  -0.249 0.244  -0.119 0.113  0.011 -0.017  0.142 -0.147  0.272 -0.277  0.402 -0.407  0.549 -0.495  0.733 -0.495  0.869 -0.611  0.999 -0.741  1.176 -0.758  1.201 -0.768  1.018 -0.791  0.835 -0.814  0.653 -0.837  0.470 -0.859  0.288 -0.882  0.105 -0.905  -0.077 -0.928  -0.260 -0.951  -0.443 -0.973  -0.625 -0.996  -0.808 -1.019  -0.828 -0.859  -0.828 -0.675  -0.826 -0.492  -0.696 -0.362  -0.566 -0.232  -0.565 -0.048  -0.492 0.106  -0.362 0.236  -0.232 0.366  -0.101 0.496  0.029 0.626  0.159 0.756  0.289 0.886  0.419 1.016  0.549 1.147  0.679 1.277  0.833 1.350  1.017 1.350
2#apb#apb06#app0646/x  -1.413 1.062  -1.375 0.939  -1.293 0.811  -1.190 0.694  -1.103 0.564  -0.993 0.453  -0.878 0.347  -0.761 0.242  -0.643 0.140  -0.523 0.039  -0.401 -0.060  -0.265 -0.135  -0.121 -0.197  0.020 -0.266  0.157 -0.341  0.301 -0.399  0.454 -0.433  0.609 -0.455  0.765 -0.471  0.921 -0.472  1.077 -0.460  1.226 -0.420  1.357 -0.335  1.413 -0.218  1.328 -0.086  1.243 0.045  1.158 0.177  1.072 0.308  0.987 0.440  0.902 0.571  0.817 0.703  0.688 0.785  0.533 0.768  0.398 0.689  0.264 0.607  0.132 0.524  0.013 0.421  -0.101 0.314  -0.197 0.191  -0.292 0.066  -0.376 -0.066  -0.459 -0.199  -0.529 -0.339  -0.599 -0.479  -0.639 -0.631  -0.677 -0.783  -0.720 -0.933  -0.742 -1.088  -0.770 -1.241  -0.776 -1.397
2#tos#t3#t3054062/x  -0.881 0.862  -1.005 0.923  -0.964 0.849  -0.820 0.768  -0.788 0.604  -0.624 0.522  -0.519 0.379  -0.345 0.320  -0.281 0.151  -0.222 -0.024  -0.076 -0.124  0.048 -0.259  0.148 -0.413  0.255 -0.541  0.330 -0.685  0.460 -0.799  0.589 -0.927  0.718 -1.015  0.816 -1.048  0.826 -0.864  0.836 -0.680  0.847 -0.496  0.857 -0.312  0.867 -0.128  0.877 0.056  0.887 0.240  0.898 0.424  0.908 0.608  0.918 0.792  0.928 0.975  0.880 1.104  0.699 1.086  0.537 1.008  0.416 0.870  0.314 0.717  0.212 0.563  0.074 0.457  -0.003 0.297  -0.156 0.194  -0.286 0.064  -0.431 -0.049  -0.553 -0.178  -0.636 -0.343  -0.760 -0.452  -0.796 -0.618  -0.943 -0.728  -1.101 -0.822  -1.201 -0.971  -1.331 -1.101  -1.426 -1.257
1c#apa#apa14#app1492/x  -1.117 0.814  -1.296 0.814  -1.474 0.814  -1.403 0.710  -1.271 0.592  -1.122 0.493  -0.974 0.394  -0.826 0.295  -0.685 0.187  -0.559 0.061  -0.433 -0.065  -0.307 -0.191  -0.181 -0.317  -0.088 -0.468  -0.008 -0.627  0.094 -0.764  0.253 -0.844  0.413 -0.923  0.572 -1.003  0.732 -1.083  0.877 -1.181  1.003 -1.307  0.986 -1.174  0.946 -1.001  0.906 -0.827  0.866 -0.653  0.826 -0.480  0.786 -0.306  0.745 -0.132  0.705 0.041  0.665 0.215  0.625 0.389  0.585 0.563  0.545 0.736  0.505 0.910  0.465 1.084  0.438 1.146  0.397 1.008  0.226 0.991  0.100 0.865  -0.026 0.739  -0.149 0.610  -0.215 0.445  -0.281 0.279  -0.348 0.114  -0.414 -0.052  -0.480 -0.217  -0.534 -0.385  -0.534 -0.563  -0.534 -0.741
2#tos#t1#t1041065/x  -1.366 0.221  -1.366 0.413  -1.254 0.535  -1.121 0.659  -0.954 0.737  -0.763 0.737  -0.674 0.840  -0.483 0.840  -0.315 0.802  -0.253 0.625  -0.231 0.439  -0.231 0.247  -0.231 0.056  -0.231 -0.136  -0.128 -0.263  -0.110 -0.452  0.009 -0.552  0.078 -0.675  0.164 -0.810  0.335 -0.878  0.516 -0.913  0.701 -0.886  0.875 -0.810  1.049 -0.768  1.209 -0.683  1.316 -0.577  1.265 -0.394  1.206 -0.211  1.148 -0.029  1.089 0.153  1.031 0.335  0.972 0.518  0.913 0.700  0.855 0.882  0.708 0.800  0.522 0.789  0.414 0.660  0.278 0.525  0.119 0.422  0.027 0.288  -0.080 0.157  -0.242 0.056  -0.378 -0.080  -0.497 -0.229  -0.634 -0.357  -0.779 -0.481  -0.914 -0.616  -1.049 -0.752  -1.202 -0.868  -1.314 -1.016
3#app#app34#app3495/x  -1.575 0.745  -1.431 0.600  -1.237 0.575  -1.033 0.575  -0.896 0.508  -0.795 0.405  -0.630 0.309  -0.457 0.235  -0.386 0.102  -0.268 -0.053  -0.124 -0.197  -0.047 -0.370  0.069 -0.502  0.252 -0.593  0.293 -0.772  0.429 -0.920  0.463 -1.110  0.633 -1.144  0.636 -1.238  0.649 -1.035  0.661 -0.831  0.674 -0.627  0.687 -0.424  0.700 -0.220  0.712 -0.016  0.725 0.187  0.738 0.391  0.751 0.595  0.763 0.798  0.776 1.002  0.789 1.205  0.801 1.409  0.789 1.240  0.644 1.096  0.620 0.902  0.476 0.758  0.380 0.579  0.284 0.401  0.102 0.309  -0.047 0.197  -0.119 0.065  -0.292 -0.010  -0.436 -0.154  -0.556 -0.309  -0.625 -0.444  -0.726 -0.547  -0.823 -0.711  -0.896 -0.885  -1.031 -0.953  -1.065 -1.123
1c#apa#apa19#app1994/x  -1.275 0.695  -1.109 0.679  -1.080 0.515  -0.918 0.434  -0.777 0.338  -0.743 0.175  -0.591 0.074  -0.440 -0.028  -0.288 -0.129  -0.158 -0.256  -0.029 -0.384  0.099 -0.513  0.232 -0.632  0.405 -0.653  0.534 -0.782  0.663 -0.911  0.792 -1.040  0.920 -1.168  1.047 -1.294  1.009 -1.116  0.971 -0.938  0.933 -0.760  0.895 -0.581  0.857 -0.403  0.818 -0.225  0.780 -0.047  0.742 0.131  0.704 0.309  0.666 0.487  0.628 0.665  0.589 0.843  0.551 1.021  0.540 1.193  0.358 1.193  0.176 1.193  0.011 1.152  -0.118 1.023  -0.246 0.894  -0.340 0.740  -0.422 0.578  -0.446 0.401  -0.446 0.219  -0.589 0.126  -0.752 0.044  -0.777 -0.122  -0.777 -0.304  -0.792 -0.480  -0.920 -0.609  -0.943 -0.782  -0.943 -0.964
3#ced#nnwe7032_s_0m/x  -1.004 0.608  -1.068 0.769  -1.087 0.906  -1.037 1.074  -1.058 1.210  -0.946 1.071  -0.820 0.945  -0.694 0.819  -0.584 0.679  -0.459 0.552  -0.333 0.425  -0.224 0.285  -0.098 0.158  0.002 0.011  0.103 -0.136  0.207 -0.281  0.302 -0.432  0.350 -0.604  0.396 -0.774  0.458 -0.934  0.498 -1.108  0.589 -1.139  0.667 -0.978  0.744 -0.818  0.822 -0.657  0.900 -0.496  0.978 -0.335  1.053 -0.174  1.080 0.000  1.113 0.174  1.113 0.353  1.074 0.522  0.981 0.674  0.825 0.758  0.665 0.713  0.529 0.598  0.377 0.505  0.243 0.389  0.107 0.276  -0.007 0.139  -0.138 0.018  -0.256 -0.115  -0.376 -0.246  -0.502 -0.373  -0.629 -0.499  -0.755 -0.625  -0.863 -0.766  -0.982 -0.899  -1.089 -1.042  -1.167 -1.200
